,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
5395,LoicPaillard,nm5121215,773623.0,0.0,10.0,7.0
5396,AnitaRochadaSilveira,nm5121300,299737.0,0.0,0.0,3.0
5397,FabienDelage,nm5141259,290022.0,0.0,0.0,3.0
5398,ClaudeSchmitz,nm5142587,403356.0,0.0,4.0,7.0
5399,DorineBrun,nm5158835,5958607.0,0.0,2.0,3.0
5400,NadirDendoune,nm5161189,397650.0,0.0,0.0,2.0
5401,NicolasPlouhinec,nm5177991,10169966.0,0.0,0.0,2.0
5402,FlorianHeinzen-Ziob,nm5189090,1476949.0,0.0,0.0,3.0
5403,WilliamLaboury,nm5189456,1164424.0,0.0,5.0,4.0
5404,Aurel,nm5189705,809600.0,0.0,0.0,2.0
5405,RubikaShah,nm5191078,360345.0,0.0,0.0,2.0
5406,MayaSarfaty,nm5194709,529352.0,0.0,0.0,2.0
5407,WarrenDupuy,nm5218107,5726790.0,0.0,0.0,0.0
5408,JuanJesusGarciaGalocha,nm5231416,225808.0,0.0,0.0,0.0
5409,MariaKourkouta,nm5233845,9593866.0,0.0,0.0,0.0
5410,HenriBelin,nm5242635,9706943.0,0.0,0.0,0.0
5411,SusanaArbizu,nm5243702,7251689.0,0.0,0.0,2.0
5412,NawellMadani,nm5245171,52968.0,0.0,8.0,13.0
5413,StephaneMalterre,nm5247895,1553239.0,0.0,0.0,0.0
5414,MathieuGari,nm5249794,11425872.0,0.0,1.0,2.0
5415,NathanNicholovitch,nm5274386,1255998.0,0.0,9.0,5.0
5416,BenSharrock,nm5277246,93028.0,0.0,0.0,2.0
5417,HefangWei,nm5281887,435060.0,0.0,13.0,3.0
5418,AritzMoreno,nm5282604,185123.0,1.0,12.0,5.0
5419,MarcFouchard,nm5286739,722841.0,0.0,11.0,6.0
5420,NathalieSauvegrain,nm5294080,8006052.0,0.0,0.0,0.0
5421,LotfyNathan,nm5294256,109958.0,0.0,0.0,2.0
5422,IdaPanahandeh,nm5304764,404612.0,1.0,8.0,2.0
5423,EricOmond,nm5309424,11645905.0,1.0,0.0,0.0
5424,KamirMeridja,nm5313608,11034718.0,0.0,0.0,2.0
5425,AnaCristinaBarragan,nm5313613,628161.0,0.0,1.0,2.0
5426,SteveJamison,nm5318586,363021.0,0.0,10.0,0.0
5427,MikeBrett,nm5318845,312182.0,0.0,10.0,0.0
5428,KatarinaKerekesova,nm5319685,999434.0,0.0,11.0,4.0
5429,ChrissLag,nm5321046,1523575.0,0.0,5.0,2.0
5430,AlanSimon,nm5323470,2761441.0,0.0,0.0,2.0
5431,MadonneAshwin,nm5325427,149622.0,0.0,0.0,0.0
5432,ErigeSehiri,nm5328572,335057.0,0.0,0.0,3.0
5433,LucreceAndreae,nm5331740,969152.0,0.0,9.0,3.0
5434,AmpWong,nm5332002,219551.0,0.0,0.0,2.0
5435,ChristineDallaire-Dupont,nm5334453,1726644.0,0.0,0.0,0.0
5436,MinBahadurBham,nm5336883,106798.0,0.0,0.0,3.0
5437,HugoBenamozig,nm5339583,396328.0,0.0,10.0,5.0
5438,DavidMerlin-Dufey,nm5355630,1124904.0,0.0,6.0,4.0
5439,MarusyaSyroechkovskaya,nm5357519,236964.0,0.0,0.0,0.0
5440,KempPowers,nm5358492,26905.0,0.0,0.0,5.0
5441,SofieneMamdi,nm5365724,255592.0,0.0,12.0,7.0
5442,KarthikSubbaraj,nm5366274,33203.0,0.0,9.0,9.0
5443,JimmyLaporal-Tresor,nm5367786,617226.0,0.0,10.0,4.0
5444,JulienAbraham,nm5367831,386047.0,0.0,0.0,4.0
5445,CedricMalzieu,nm5370668,5753187.0,0.0,7.0,3.0
5446,CharleneFavier,nm5382382,193632.0,0.0,11.0,8.0
5447,UtaBeria,nm5394496,613928.0,0.0,4.0,0.0
5448,AliceOdiot,nm5396785,1087490.0,0.0,0.0,2.0
5449,YuliaAronova,nm5399335,1749239.0,0.0,0.0,4.0
5450,AlejandroLoayzaGrisi,nm5402280,165461.0,0.0,0.0,0.0
5451,CamilleMuller,nm5405815,5237505.0,0.0,5.0,3.0
5452,CamilleTeixeira,nm5406236,12272268.0,0.0,0.0,2.0
5453,ManonOtt,nm5408326,1401226.0,0.0,5.0,4.0
5454,FeritKarahan,nm5408538,241979.0,0.0,0.0,3.0
5455,Jean-PierreDelepine,nm5410200,9892455.0,0.0,2.0,2.0
5456,Claude-LouisMichel,nm5410923,3232053.0,0.0,0.0,0.0
5457,MohamedBenAttia,nm5411339,203739.0,0.0,0.0,3.0
5458,LeaClermont-Dion,nm5411520,435987.0,0.0,0.0,0.0
5459,LucMurat,nm5427913,4834752.0,0.0,0.0,2.0
5460,RobinShaw,nm5429997,589374.0,0.0,0.0,3.0
5461,ClaudiaHuaiquimilla,nm5447183,762896.0,0.0,0.0,2.0
5462,MiranshaNaik,nm5455638,1050147.0,0.0,0.0,0.0
5463,GalaadHemsi,nm5458096,13042653.0,0.0,0.0,0.0
5464,ElliottCovrigaru,nm5460063,9200206.0,0.0,4.0,2.0
5465,SiewHuaYeo,nm5469088,398559.0,0.0,5.0,4.0
5466,MauraDelpero,nm5471170,336826.0,0.0,0.0,2.0
5467,JulienTheves,nm5479893,6703795.0,0.0,2.0,2.0
5469,JussiRastas,nm5480456,13069716.0,0.0,0.0,0.0
5470,LisaDiaz,nm5487509,1126138.0,0.0,0.0,3.0
5471,VincentGoubet,nm5489919,2560976.0,0.0,0.0,0.0
5472,NadegeLoiseau,nm5490994,492302.0,0.0,9.0,6.0
5473,AntoninBaudry,nm5494785,64478.0,1.0,9.0,4.0
5474,PeterVacz,nm5497092,1258557.0,0.0,0.0,2.0
5475,LucasDelangle,nm5504899,1470621.0,0.0,0.0,0.0
5476,EmmaBenestan,nm5505555,180304.0,0.0,8.0,5.0
5477,AleksanderBach,nm5507490,162134.0,0.0,2.0,2.0
5478,FedericoMilella,nm5520869,480401.0,0.0,0.0,2.0
5479,JohnMaloof,nm5525244,282336.0,0.0,0.0,0.0
5480,GuillaumedeFontenay,nm5527445,404262.0,0.0,0.0,0.0
5481,GuylaineMaroist,nm5528286,1078304.0,0.0,0.0,2.0
5482,FlorentLacaze,nm5534103,9724372.0,0.0,0.0,0.0
5483,JayOswald,nm5534380,10852094.0,0.0,0.0,0.0
5484,ThomasKruithof,nm5535941,117052.0,0.0,9.0,3.0
5485,NathanGrossman,nm5548363,343444.0,0.0,0.0,0.0
5486,Jean-MarieVilleneuve,nm5551113,3280710.0,0.0,8.0,6.0
5487,SamirBenchikh,nm5553553,5387721.0,0.0,10.0,3.0
5488,SergeGarde,nm5553891,12427136.0,0.0,0.0,0.0
5489,EmilieAussel,nm5560029,707178.0,0.0,0.0,3.0
5490,HubertViel,nm5567655,1019073.0,0.0,0.0,4.0
5491,JaganShakti,nm5579635,132561.0,0.0,0.0,0.0
5492,BrunoMercier,nm5581379,1417289.0,0.0,8.0,8.0
5493,ArabNasser,nm5584045,272749.0,0.0,0.0,3.0
5494,ClementSchneider,nm5585755,1082308.0,0.0,9.0,4.0
5495,KristofferBorgli,nm5589501,5730.0,0.0,1.0,4.0
5496,NatalieSaracco,nm5589994,1854001.0,0.0,0.0,0.0
5497,SoudadeKaadan,nm5593337,185353.0,0.0,0.0,4.0
5498,JuanSebastianMesa,nm5602540,564540.0,0.0,0.0,2.0
5499,PaulLefevre,nm5602595,633062.0,1.0,7.0,9.0
5500,AmirulArham,nm5605892,7563708.0,0.0,3.0,3.0
5501,MehdiSenoussi,nm5610528,976976.0,0.0,10.0,7.0
5502,AmjadAbuAlala,nm5617646,168094.0,0.0,0.0,0.0
5503,MohamedHamidi,nm5627015,170823.0,3.0,11.0,7.0
5504,LauraLaperrousaz,nm5628569,9950245.0,0.0,0.0,0.0
5505,ClaraLaperrousaz,nm5628838,1588814.0,0.0,0.0,0.0
5506,AxelSalvatori-Sinz,nm5629075,2143656.0,0.0,0.0,0.0
5507,PhuongThaoTran,nm5642434,593187.0,0.0,12.0,4.0
5508,AndresRamirezPulido,nm5649607,350635.0,2.0,6.0,2.0
5509,NalanKumarasamy,nm5650589,92216.0,0.0,1.0,3.0
5510,CharlottePouch,nm5654357,1480776.0,0.0,0.0,0.0
5511,HugoBardin,nm5655453,68558.0,0.0,9.0,6.0
5512,TarzanNasser,nm5657422,359907.0,0.0,0.0,3.0
5513,CelineDevaux,nm5663699,128552.0,2.0,9.0,6.0
5514,MaurilioMartins,nm5668454,1457797.0,0.0,0.0,0.0
5515,ChristopheCotteret,nm5668696,1633914.0,0.0,0.0,2.0
5516,AndreNovaisOliveira,nm5668997,321739.0,0.0,2.0,8.0
5517,PhilippJedicke,nm5671728,1513837.0,0.0,0.0,2.0
5518,LeaMysius,nm5674565,67946.0,2.0,11.0,7.0
5519,RossanaDiazCosta,nm5674666,1130319.0,0.0,0.0,2.0
5520,CarmenAlessandrin,nm5675952,1220631.0,0.0,0.0,0.0
5521,MartinZiegler,nm5678248,10580224.0,0.0,8.0,8.0
5522,TristanGuerlotte,nm5678348,10844216.0,0.0,0.0,0.0
5523,GildasNivet,nm5678495,3178873.0,0.0,0.0,0.0
5524,NinjaThyberg,nm5679126,31847.0,1.0,10.0,4.0
5525,DanielSnaddon,nm5683176,270340.0,0.0,10.0,11.0
5526,MaryamTouzani,nm5685112,54982.0,1.0,12.0,4.0
5527,CarolinePoggi,nm5687471,402732.0,0.0,6.0,8.0
5528,JonathanVinel,nm5687538,444778.0,0.0,8.0,9.0
5529,AlekseyChupov,nm5689944,237455.0,0.0,4.0,4.0
5530,DiakoYazdani,nm5690754,11053091.0,0.0,0.0,0.0
5531,AgnesMolia,nm5696803,1725301.0,0.0,0.0,3.0
5532,KamalHachkar,nm5703306,10159423.0,0.0,0.0,0.0
5533,MarcRoussel,nm5707206,1124651.0,0.0,0.0,2.0
5534,VukLungulov-Klotz,nm5719904,118269.0,0.0,0.0,0.0
5535,AntoinedeBary,nm5738822,1416971.0,0.0,0.0,5.0
5536,CiroDeCaro,nm5740736,564793.0,0.0,0.0,2.0
5537,YaminiLilaKumar,nm5743946,626102.0,0.0,0.0,0.0
5538,JeremieGuez,nm5747900,131256.0,0.0,5.0,6.0
5539,ArnaudKhayadjanian,nm5752105,1193932.0,0.0,0.0,0.0
5540,HannaLadoul,nm5752736,291337.0,0.0,0.0,2.0
5541,JulienFournet,nm5754818,378809.0,0.0,0.0,3.0
5542,ChaitaneConversat,nm5760173,11811217.0,0.0,0.0,3.0
5543,ValdimarJohannsson,nm5762091,44012.0,1.0,21.0,2.0
5544,ChristianGirier,nm5764139,3012527.0,0.0,0.0,0.0
5545,NinaBisyarina,nm5769298,5352045.0,0.0,0.0,3.0
5546,SameerVidwans,nm5772485,94159.0,0.0,0.0,3.0
5547,HeloisePelloquet,nm5777668,206664.0,1.0,7.0,3.0
5548,DaphneLeblond,nm5777840,2136568.0,0.0,0.0,0.0
5549,LydiaErbibou,nm5782491,1454420.0,0.0,0.0,0.0
5550,VirginieSchwartz,nm5784082,1418617.0,0.0,5.0,5.0
5551,AzraDenizOkyay,nm5792945,560482.0,0.0,3.0,0.0
5552,JeffRowe,nm5797561,12108774.0,0.0,2.0,5.0
5553,ThomasSeban,nm5807917,7082331.0,0.0,0.0,0.0
5554,OlivierDucray,nm5810182,334461.0,0.0,8.0,5.0
5555,AlexanderAbaturov,nm5813004,565554.0,0.0,6.0,3.0
5556,ChristineSeghezzi,nm5813026,10640758.0,0.0,13.0,5.0
5557,MerawiGerima,nm5813830,270947.0,0.0,0.0,0.0
5558,ArthurBorgnis,nm5819124,3703456.0,0.0,0.0,0.0
5559,IlyaNaishuller,nm5820154,14248.0,0.0,0.0,4.0
5560,MartinButler,nm5823267,10165537.0,0.0,0.0,3.0
5561,NicolasSerrano,nm5843642,1105496.0,0.0,0.0,0.0
5562,MichelePennetta,nm5856712,465178.0,0.0,0.0,3.0
5563,JoaoVladimiro,nm5857697,6233879.0,0.0,0.0,0.0
5564,IvanaSebestova,nm5865312,4435642.0,0.0,0.0,0.0
5565,SvetlanaAndrianova,nm5865426,1007944.0,0.0,6.0,4.0
5566,FabriceBegotti,nm5870374,544233.0,0.0,0.0,0.0
5567,SvitlanaSmirnova,nm5872788,9490600.0,0.0,0.0,0.0
5568,ZiadKalthoum,nm5875629,614292.0,0.0,0.0,2.0
5569,RomainSerir,nm5886774,2191652.0,0.0,0.0,2.0
5570,RaniMassalha,nm5889289,888554.0,0.0,8.0,0.0
5571,KatiaScarton-Kim,nm5893201,790898.0,0.0,0.0,0.0
5572,AlaaEddineAljem,nm5893763,376427.0,0.0,0.0,0.0
5573,JudeBauman,nm5894081,119730.0,0.0,0.0,3.0
5574,JulienFaraut,nm5902249,1100367.0,0.0,0.0,3.0
5575,AmandineFredon,nm5904533,381122.0,0.0,0.0,4.0
5576,NicolasReglat,nm5910110,11641129.0,0.0,0.0,0.0
5577,NickyMurphy,nm5918808,1129216.0,0.0,0.0,0.0
5578,Jean-BaptisteDurand,nm5928382,60958.0,0.0,1.0,3.0
5579,ThierryDechilly,nm5933061,9988737.0,0.0,0.0,0.0
5580,JulienLahmi,nm5944969,663065.0,0.0,0.0,0.0
5581,JulienNeel,nm5958788,1435142.0,0.0,0.0,0.0
5582,AndreaBagney,nm5958791,482034.0,0.0,1.0,0.0
5583,EloiseLang,nm5959317,502169.0,0.0,0.0,5.0
5584,EnaSendijarevic,nm5959869,121081.0,0.0,7.0,3.0
5585,KenjiIwaisawa,nm5972397,305564.0,0.0,0.0,0.0
5586,RobertCoudray,nm5977107,7765731.0,0.0,0.0,2.0
5587,JeanJonasson,nm5977135,5337336.0,0.0,0.0,3.0
5588,RobJabbaz,nm5983101,41066.0,0.0,0.0,0.0
5589,TommyWeber,nm5990228,201215.0,0.0,9.0,6.0
5590,HiroyasuIshida,nm5995018,132354.0,0.0,0.0,2.0
5591,SophieMitrani,nm5995901,4576814.0,0.0,4.0,2.0
5592,NicolasUbelmann,nm5995902,2090315.0,0.0,4.0,3.0
5593,XimunFuchs,nm6004844,1022805.0,0.0,0.0,2.0
5594,MicheleDalMolin,nm6007219,6024980.0,0.0,11.0,4.0
5595,BernardDalMolin,nm6007220,5903888.0,0.0,11.0,4.0
5596,ValentinaMaurel,nm6007810,262818.0,0.0,7.0,5.0
5597,LemohangJeremiahMosese,nm6011478,167460.0,0.0,0.0,2.0
5598,SharanArt,nm6014257,483724.0,0.0,0.0,3.0
5599,MichaelDweck,nm6016411,348857.0,0.0,0.0,3.0
5600,ClaudiaSotoMansilla,nm6024560,2331297.0,0.0,0.0,0.0
5601,MohamedFadera,nm6031433,1063992.0,0.0,0.0,2.0
5602,IgorTuveri,nm6032354,1237257.0,0.0,0.0,0.0
5603,ColineGrando,nm6039099,9167885.0,0.0,0.0,2.0
5604,TakahideHori,nm6053649,189238.0,0.0,0.0,0.0
5605,HaceMess,nm6060005,3381748.0,0.0,0.0,0.0
5606,PonKozutsumi,nm6060328,5933008.0,0.0,0.0,2.0
5607,IraCarpelan,nm6064135,935085.0,0.0,0.0,0.0
5608,MaximeMartinot,nm6064966,1197211.0,0.0,0.0,3.0
5609,JosieRourke,nm6066050,83634.0,0.0,0.0,3.0
5610,NataliaChernysheva,nm6082693,601328.0,0.0,4.0,6.0
5611,AudeChevalier-Beaumel,nm6092819,2019318.0,0.0,0.0,2.0
5612,MichaelPhilippou,nm6100536,17600.0,0.0,0.0,3.0
5613,AliBougheraba,nm6102337,320831.0,0.0,7.0,3.0
5614,Marie-PierreBretas,nm6113945,1672406.0,0.0,0.0,2.0
5615,SophieVukovic,nm6119022,438967.0,0.0,0.0,0.0
5616,StephaneRagot,nm6128469,2263284.0,0.0,0.0,0.0
5617,RomainLaguna,nm6133065,10205567.0,0.0,0.0,4.0
5618,DanielNolasco,nm6141558,171926.0,0.0,0.0,3.0
5619,CatherineEgloffe,nm6144736,9128849.0,0.0,0.0,0.0
5620,JingfangHao,nm6144737,4238845.0,0.0,0.0,0.0
5621,LingjieWang,nm6144740,7469726.0,0.0,0.0,0.0
5622,AnnaMedveczky,nm6161912,5230717.0,0.0,0.0,2.0
5623,JulianBallester,nm6165428,12344988.0,0.0,0.0,0.0
5624,YeYe,nm6169933,493456.0,0.0,0.0,0.0
5625,AnastasiaMikova,nm6205218,455573.0,0.0,0.0,2.0
5626,AlexePoukine,nm6209132,888001.0,0.0,0.0,2.0
5627,OlesyaShchukina,nm6218022,2150486.0,0.0,0.0,2.0
5628,MathieuJouffre,nm6223884,10993441.0,0.0,5.0,3.0
5629,CarlosSegundo,nm6228314,418277.0,0.0,3.0,4.0
5630,LouisMeunier,nm6232272,2032726.0,0.0,0.0,3.0
5631,HugoSobelman,nm6235403,1216994.0,0.0,0.0,2.0
5632,MarcoLaVia,nm6235837,224184.0,0.0,0.0,2.0
5633,SteveFaigenbaum,nm6240138,9369313.0,0.0,0.0,2.0
5634,CharlineBourgeois-Tacquet,nm6242100,304517.0,0.0,6.0,6.0
5635,HlynurPalmason,nm6249843,39374.0,1.0,5.0,4.0
5636,BrunoVienne,nm6260900,2525007.0,0.0,30.0,9.0
5637,VanessaLapa,nm6263561,1402766.0,0.0,0.0,2.0
5638,MachaOvtchinnikova,nm6270039,8429933.0,0.0,0.0,0.0
5639,PerrineMichel,nm6304217,5084928.0,0.0,0.0,0.0
5640,JeanBreschand,nm6315132,1906422.0,1.0,20.0,2.0
5641,VijayChandar,nm6324277,800736.0,0.0,0.0,2.0
5642,RajuMurugan,nm6327305,197869.0,0.0,0.0,3.0
5643,FreddieWilkinson,nm6340499,1168057.0,0.0,0.0,0.0
5644,CaroleMenduni,nm6342420,9112699.0,0.0,0.0,0.0
5645,RanjitJeyakodi,nm6352742,255402.0,0.0,0.0,2.0
5646,AlineDalbis,nm6358202,5342475.0,0.0,0.0,0.0
5647,LaetitiaTura,nm6358205,6653348.0,0.0,0.0,0.0
5648,HeleneCrouzillat,nm6358206,8751219.0,0.0,0.0,0.0
5649,EdouardPluvieux,nm6364081,318969.0,0.0,0.0,3.0
5650,KavichNeang,nm6371718,561375.0,0.0,0.0,3.0
5651,GuillaumeRenusson,nm6387954,459777.0,0.0,0.0,2.0
5652,ElieGrappe,nm6390439,420000.0,0.0,0.0,2.0
5653,AntoineFromental,nm6393864,1000077.0,0.0,0.0,0.0
5654,PeterDourountzis,nm6398468,456942.0,0.0,0.0,3.0
5655,GuillaumeLorin,nm6411878,1446299.0,0.0,0.0,2.0
5656,AgustinaSanMartin,nm6415609,315759.0,0.0,0.0,3.0
5657,JustineHarbonnier,nm6420545,1578310.0,0.0,0.0,2.0
5658,HassanFazili,nm6426761,280455.0,0.0,0.0,0.0
5659,KoheiIgarashi,nm6431477,1426712.0,0.0,0.0,2.0
5660,YohanLaffort,nm6432570,3979004.0,0.0,21.0,4.0
5661,ChieHayakawa,nm6433472,143572.0,0.0,0.0,3.0
5662,AshwinyIyerTiwari,nm6436658,115174.0,0.0,6.0,5.0
5663,IoanisNuguet,nm6446585,1554836.0,0.0,0.0,3.0
5664,FreddyMouchard,nm6450119,1454476.0,0.0,1.0,0.0
5665,YiomamaH.Lougine,nm6457718,5168215.0,0.0,0.0,0.0
5666,AntonioPrata,nm6463279,8357924.0,0.0,0.0,2.0
5667,DenisDo,nm6465752,331542.0,1.0,2.0,2.0
5668,LaurieLassalle,nm6466198,12780361.0,0.0,0.0,4.0
5669,RicardCusso,nm6466474,163687.0,0.0,3.0,6.0
5670,H.Vinoth,nm6474441,104984.0,0.0,0.0,4.0
5671,NathalieGranger-Charles-Dominique,nm6475215,4206785.0,0.0,0.0,0.0
5672,ParkerFinn,nm6475689,17119.0,0.0,0.0,4.0
5673,GintsZilbalodis,nm6478535,189259.0,0.0,0.0,2.0
5674,QuentinDelcourt,nm6479969,826566.0,0.0,0.0,2.0
5675,JoaoPauloMirandaMaria,nm6483827,410877.0,1.0,7.0,6.0
5676,CelineGailleurd,nm6487215,1283174.0,0.0,0.0,2.0
5677,BatisteCombret,nm6503644,5998299.0,0.0,0.0,0.0
5678,DonMillar,nm6504207,382579.0,0.0,0.0,0.0
5679,HansLukasHansen,nm6512794,1482585.0,0.0,0.0,0.0
5680,MehmetAkifBuyukatalay,nm6521665,268198.0,0.0,0.0,2.0
5681,MamadouDia,nm6533010,101944.0,0.0,2.0,2.0
5682,TakeshiYashiro,nm6553296,1705305.0,0.0,0.0,0.0
5683,SoheilBeiraghi,nm6561914,2080451.0,0.0,0.0,0.0
5684,MaksymNakonechnyi,nm6568617,1230168.0,0.0,0.0,0.0
5685,IrisKaltenback,nm6582134,164124.0,0.0,0.0,0.0
5686,GabrielTejedor,nm6582442,9848704.0,0.0,0.0,0.0
5687,FilipPosivac,nm6597908,859740.0,0.0,6.0,3.0
5688,SophieTavertMacian,nm6609880,9526762.0,0.0,0.0,3.0
5689,EmilioBelmonte,nm6618568,8565978.0,0.0,0.0,3.0
5690,Chun-kyuPark,nm6621096,13174272.0,0.0,3.0,2.0
5691,NicolasDrolc,nm6626778,765563.0,0.0,3.0,4.0
5692,VincentHaasser,nm6629742,3507450.0,0.0,0.0,0.0
5693,MarielleGautier,nm6645350,1844483.0,0.0,2.0,2.0
5694,OttoBell,nm6646390,205165.0,0.0,0.0,0.0
5695,SimonPanay,nm6675664,813466.0,0.0,0.0,0.0
5696,LubnaPlayoust,nm6690243,310736.0,0.0,10.0,5.0
5697,RosemaryMyers,nm6702777,266671.0,0.0,0.0,0.0
5698,NineAntico,nm6733309,434022.0,0.0,0.0,0.0
5699,EdAntoja,nm6735223,286740.0,0.0,0.0,0.0
5700,LillahHalla,nm6743460,236499.0,0.0,3.0,2.0
5701,MakiBerchache,nm6746125,8781256.0,0.0,0.0,0.0
5702,MaureenFazendeiro,nm6746213,629902.0,0.0,0.0,0.0
5703,DominiquePhilippe,nm6765340,1370426.0,0.0,0.0,0.0
5704,RemiCotta,nm6788140,11095356.0,0.0,0.0,3.0
5705,DavidZonana,nm6804439,110701.0,0.0,0.0,2.0
5706,NathanAmbrosioni,nm6806275,235357.0,0.0,0.0,5.0
5707,VincentBoujon,nm6811401,2001181.0,0.0,0.0,0.0
5708,ShamiraRaphaela,nm6817392,572776.0,0.0,0.0,2.0
5709,HugoP.Thomas,nm6817500,766795.0,0.0,7.0,4.0
5710,ZoranBoukherma,nm6817501,1049343.0,0.0,9.0,6.0
5711,SwendePauw,nm6818069,10381029.0,0.0,0.0,3.0
5712,ThomasBartel,nm6823932,8231060.0,0.0,2.0,2.0
5713,LauraSamani,nm6851052,282524.0,0.0,0.0,0.0
5714,AlbertTudieshe,nm6854396,1740712.0,0.0,0.0,0.0
5715,MarciaTambuttiAllende,nm6858204,9068319.0,1.0,0.0,0.0
5716,ElizabethCastle,nm6871365,13071697.0,0.0,0.0,0.0
5717,AnnaRoussillon,nm6871513,2761616.0,0.0,0.0,0.0
5718,KaterynaGornostai,nm6872143,338588.0,0.0,0.0,2.0
5719,VictorSaintMacary,nm6872947,452851.0,0.0,0.0,3.0
5720,DenysMaury,nm6875140,1910682.0,0.0,4.0,3.0
5721,HenrikaKull,nm6876241,311203.0,0.0,0.0,2.0
5722,DomienHuyghe,nm6876823,441650.0,0.0,0.0,0.0
5723,TarquinRamsay,nm6886274,657908.0,0.0,0.0,0.0
5724,LudovicBoukherma,nm6916808,276895.0,1.0,9.0,5.0
5725,AlexanderKusnetsov,nm6936369,11011612.0,0.0,1.0,3.0
5726,ThiernoSouleymaneDiallo,nm6943488,689011.0,0.0,0.0,0.0
5727,GinaGammell,nm6963095,96954.0,3.0,9.0,0.0
5728,LucianaMazeto,nm6996694,1652166.0,0.0,0.0,2.0
5729,KrystynaDobrowolska,nm7003414,6661813.0,0.0,53.0,0.0
5730,PruneNourry,nm7015906,1056198.0,0.0,0.0,0.0
5731,TeresaBadzian,nm7034359,1672848.0,0.0,0.0,0.0
5732,SambaGadjigo,nm7046188,1422405.0,0.0,0.0,0.0
5733,JorgeRiquelmeSerrano,nm7049949,541478.0,0.0,0.0,0.0
5734,CatalinaMesa,nm7058489,2711817.0,0.0,0.0,0.0
5735,ElisabethVogler,nm7076013,580000.0,0.0,0.0,3.0
5736,EleneNaveriani,nm7076039,132191.0,0.0,6.0,3.0
5737,LadislasChollat,nm7082821,2025637.0,0.0,0.0,3.0
5738,KaterinaKarhankova,nm7093807,2172808.0,0.0,6.0,6.0
5739,CristeleAlvesMeira,nm7114437,257361.0,0.0,9.0,4.0
5740,BishalDutta,nm7136559,46805.0,0.0,6.0,2.0
5741,JonathanLittell,nm7139531,1384895.0,0.0,0.0,0.0
5742,CecileDumas,nm7139936,1113527.0,0.0,0.0,0.0
5743,IvanMarchika,nm7148838,5242446.0,0.0,0.0,0.0
5744,SaidBahij,nm7177959,3476327.0,0.0,0.0,0.0
5745,RachidAkiyahou,nm7177960,2322061.0,0.0,0.0,0.0
5746,MuretIsitmez,nm7179025,5222754.0,0.0,0.0,0.0
5747,EmmanuelOstrovski,nm7193368,7458553.0,0.0,0.0,0.0
5748,DavidYon,nm7196290,3148551.0,0.0,0.0,2.0
5749,RaphaelPfeiffer,nm7210785,2054672.0,0.0,0.0,0.0
5750,CatherineBechard,nm7246801,5793397.0,0.0,0.0,0.0
5751,MatthieuBareyre,nm7246975,832500.0,0.0,0.0,2.0
5752,AnneHuynh,nm7266000,12146826.0,0.0,0.0,3.0
5753,BiGan,nm7267981,41948.0,0.0,0.0,5.0
5754,DarioAlbertini,nm7279813,1789716.0,0.0,0.0,3.0
5755,StephanieDiGiusto,nm7283069,158839.0,0.0,0.0,2.0
5756,AndreasFontana,nm7287167,206261.0,0.0,0.0,0.0
5757,YoannJean-Charles,nm7311134,5045272.0,0.0,0.0,0.0
5758,GayaJiji,nm7348461,472956.0,0.0,0.0,0.0
5759,PascalObadia,nm7357845,12992117.0,0.0,0.0,0.0
5760,Jean-JacquesDenis,nm7368361,889824.0,0.0,0.0,3.0
5761,GaryWang,nm7403142,549312.0,0.0,0.0,3.0
5762,NansThomassey,nm7403146,12157940.0,0.0,0.0,0.0
5763,ElenaLopezRiera,nm7410448,319849.0,0.0,0.0,2.0
5764,EdouardCuel,nm7413896,6084303.0,0.0,0.0,0.0
5765,MiyoungBaek,nm7424869,4388930.0,0.0,0.0,2.0
5766,MalecDemiaro,nm7430742,1733870.0,0.0,1.0,3.0
5767,AdnaneTragha,nm7438908,12733540.0,0.0,0.0,2.0
5768,ThibautMiche,nm7448859,1694061.0,0.0,0.0,0.0
5769,KimKi-Young,nm7456112,8541001.0,0.0,40.0,21.0
5770,RaphaelVital-Durand,nm7458226,7731408.0,0.0,0.0,0.0
5771,MarjolainePerreten,nm7472519,953551.0,0.0,0.0,2.0
5772,GildardoSantoyodelCastillo,nm7476816,3765282.0,0.0,0.0,0.0
5773,AndreCatotoDias,nm7508672,13171355.0,0.0,0.0,0.0
5774,EnoraBoutin,nm7521819,9245248.0,0.0,0.0,0.0
5775,VahidJalilvand,nm7522225,41705.0,0.0,0.0,3.0
5776,EmilieTherond,nm7525512,6021065.0,0.0,0.0,2.0
5777,AlanRickman,nm7529135,550343.0,1.0,38.0,52.0
5778,GustavMoller,nm7546166,31038.0,0.0,0.0,5.0
5779,Jean-ClaudePoirson,nm7554697,10533627.0,0.0,0.0,0.0
5780,MelanieFaleix,nm7556553,5425634.0,0.0,0.0,0.0
5781,ZacFarley,nm7584497,650026.0,0.0,0.0,2.0
5782,JulieTalon,nm7586249,734664.0,0.0,0.0,3.0
5783,IdanHaguel,nm7587146,618638.0,0.0,0.0,2.0
5784,AdhikRavichandran,nm7587855,197461.0,0.0,0.0,2.0
5785,AndyGuerif,nm7600843,1355741.0,0.0,9.0,2.0
5786,NassimaGuessoum,nm7605315,6551425.0,0.0,0.0,0.0
