,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
5787,ElenaWalf,nm7607221,1145323.0,0.0,0.0,5.0
5788,YutaMurano,nm7612957,259145.0,0.0,0.0,5.0
5789,MatthieuMaury,nm7619661,12757264.0,0.0,0.0,0.0
5790,LaurierFourniau,nm7623197,497742.0,0.0,0.0,3.0
5791,ClareWeiskopf,nm7655130,734339.0,0.0,0.0,2.0
5792,NicolasvanHemelryck,nm7655131,732476.0,0.0,0.0,2.0
5793,MehdiHmili,nm7677097,498689.0,0.0,0.0,2.0
5794,HadiMohaghegh,nm7702433,741936.0,0.0,0.0,3.0
5795,ElodieFaria,nm7702550,10535673.0,0.0,0.0,0.0
5796,RemyRatynska,nm7702551,7101606.0,0.0,0.0,0.0
5797,VincentLapize,nm7718130,12374419.0,0.0,0.0,0.0
5798,NicolasBurlaud,nm7721271,9878687.0,0.0,0.0,2.0
5799,AlixVeroneze,nm7740676,2955964.0,0.0,5.0,2.0
5800,HarukaFujita,nm7743299,447268.0,0.0,0.0,0.0
5801,Jean-PaulJulliand,nm7750314,5610694.0,0.0,7.0,5.0
5802,FlorenceArrigoniNeri,nm7798233,9867812.0,0.0,0.0,0.0
5803,CatherineRechard,nm7817793,5830252.0,0.0,0.0,3.0
5804,GillesVernet,nm7819906,1987732.0,0.0,0.0,0.0
5805,LiseAkoka,nm7832675,196664.0,0.0,0.0,3.0
5806,FrancoisRuffin,nm7837906,526859.0,1.0,9.0,4.0
5807,EmiliePigeard,nm7861688,1841536.0,0.0,0.0,2.0
5808,SeanMullen,nm7877999,9201144.0,0.0,12.0,2.0
5809,LemineOuldM.Salem,nm7882132,12422534.0,0.0,0.0,0.0
5810,LouisWallecan,nm7888527,10451209.0,0.0,0.0,0.0
5811,ManonDecor,nm7888642,12704111.0,0.0,3.0,0.0
5812,NessimChikhaoui,nm7893145,267173.0,0.0,8.0,2.0
5813,ChristopherRenz,nm7896794,135620.0,0.0,0.0,4.0
5814,CristinaPinheiro,nm7915627,8656146.0,0.0,0.0,0.0
5815,YoannGuillouzouic,nm7918371,11526686.0,0.0,0.0,2.0
5816,CamilleChaix,nm7919826,7826493.0,0.0,0.0,2.0
5817,AnaisStraumann-Levy,nm7925764,11677843.0,0.0,0.0,0.0
5818,AaronFernandez,nm7927499,11973307.0,0.0,0.0,5.0
5819,SaimSadiq,nm7932095,58438.0,1.0,0.0,0.0
5820,VincentOrst,nm7963663,5777589.0,0.0,0.0,3.0
5821,XavierLadjointe,nm7974645,1689511.0,0.0,0.0,3.0
5822,PabloBriones,nm7977650,1863234.0,0.0,0.0,0.0
5823,BaptisteDrapeau,nm7995949,1627450.0,0.0,0.0,2.0
5824,AbbasAmini,nm8004220,192919.0,1.0,3.0,4.0
5825,SylwiaSzkiladz,nm8005118,12842288.0,0.0,5.0,2.0
5826,AlineQuertain,nm8005119,2032403.0,0.0,1.0,0.0
5827,FannyLiatard,nm8013809,301090.0,0.0,6.0,6.0
5828,SofiaAlaoui,nm8015874,84609.0,0.0,5.0,5.0
5829,VasilisKatsoupis,nm8019520,40639.0,0.0,0.0,0.0
5830,RomaneGueret,nm8030726,448363.0,0.0,0.0,3.0
5831,PatrickWilson,nm8031530,6714866.0,0.0,25.0,63.0
5832,ClaudeChamis,nm8051911,256968.0,0.0,0.0,2.0
5833,BehtashSanaeeha,nm8060042,66052.0,0.0,4.0,3.0
5834,CoryFinley,nm8083973,36289.0,0.0,0.0,4.0
5835,StephenMeret,nm8087836,3784421.0,0.0,11.0,5.0
5836,JenniKivisto,nm8096925,2034039.0,0.0,0.0,0.0
5837,VincentMunier,nm8107577,556007.0,0.0,2.0,3.0
5838,YacineBrahem,nm8113941,3704273.0,0.0,0.0,0.0
5839,DarioCerruti,nm8113942,12866597.0,0.0,0.0,0.0
5840,MaraLinina,nm8124296,9740552.0,0.0,0.0,0.0
5841,AnnaCazenaveCambet,nm8141694,981053.0,0.0,0.0,2.0
5842,SalhiaBrakhlia,nm8166495,4843388.0,0.0,0.0,0.0
5843,FrancoisTroukens,nm8169245,636107.0,0.0,0.0,2.0
5844,MohamedKordofani,nm8190387,107270.0,0.0,0.0,0.0
5845,AndreaBescond,nm8202045,183467.0,2.0,5.0,9.0
5846,SimonDepardon,nm8206912,1080114.0,0.0,0.0,2.0
5847,LieslTommy,nm8217935,89935.0,0.0,3.0,7.0
5848,GuillaumeNamur,nm8249374,8438132.0,0.0,0.0,0.0
5849,TylerTaormina,nm8272772,100055.0,0.0,0.0,3.0
5850,ClaudeAndrieux,nm8290450,9669912.0,0.0,0.0,0.0
5851,PawoChoyningDorji,nm8293167,32254.0,0.0,8.0,2.0
5852,AnneBaillod,nm8294752,5957306.0,0.0,0.0,2.0
5853,MelanieAuffret,nm8301352,625278.0,0.0,0.0,2.0
5854,So-yeonKim,nm8332189,10945342.0,0.0,16.0,10.0
5855,RaphaelKirgo,nm8345856,920185.0,0.0,0.0,0.0
5856,GaelleFalzerana,nm8348573,9853011.0,0.0,0.0,0.0
5857,JuditOrosz,nm8350065,6062893.0,0.0,0.0,3.0
5858,MarionJamault,nm8357234,1411536.0,0.0,7.0,4.0
5859,MehdiIdir,nm8381788,241943.0,0.0,5.0,5.0
5860,YuTianqiKiki,nm8398120,1482705.0,0.0,0.0,0.0
5861,YuHaibo,nm8398121,1444030.0,0.0,0.0,0.0
5862,MathildeLazuech,nm8413742,1569623.0,0.0,0.0,0.0
5863,VincentMermet,nm8413743,6476285.0,0.0,0.0,0.0
5864,LenkaIvancikova,nm8418011,12489580.0,0.0,0.0,0.0
5865,GarryMarshall,nm8419904,356706.0,0.0,48.0,53.0
5866,AntoineTrichet,nm8452111,4171921.0,0.0,0.0,0.0
5867,NinaFaure,nm8457610,2536598.0,0.0,6.0,6.0
5868,DjamelKerkar,nm8461413,12484023.0,0.0,1.0,0.0
5869,AugusteGuichot,nm8471843,4323106.0,0.0,0.0,0.0
5870,HugodeFaucompret,nm8471844,2102203.0,0.0,0.0,3.0
5871,FabienneWagenaar,nm8471845,6960842.0,0.0,0.0,0.0
5872,YossiAtia,nm8471957,2086699.0,0.0,0.0,0.0
5873,PalomaSermon-Dai,nm8493528,567217.0,0.0,0.0,2.0
5874,EnguerrandJouvin,nm8501277,1773066.0,0.0,0.0,2.0
5875,LouOccelli,nm8501278,5984496.0,0.0,0.0,0.0
5876,VetriMaaran,nm8511989,591141.0,0.0,13.0,7.0
5877,YannRichet,nm8522981,9881973.0,0.0,0.0,0.0
5878,ShivaNirvana,nm8526249,207126.0,0.0,0.0,4.0
5879,BorjaGuerrero,nm8554980,7683526.0,0.0,0.0,0.0
5880,CarolineCapelle,nm8562560,1201256.0,0.0,0.0,0.0
5881,MatteoEustachon,nm8565821,10521513.0,0.0,0.0,0.0
5882,MarieAmiguet,nm8579041,374830.0,0.0,5.0,0.0
5883,MarineBarnerias,nm8579071,1195051.0,0.0,0.0,0.0
5884,LeilaSy,nm8604412,749710.0,0.0,7.0,6.0
5885,GillesLegardinier,nm8609176,312616.0,0.0,0.0,0.0
5886,AdrienBellay,nm8614189,11287388.0,0.0,0.0,2.0
5887,AnneCisse,nm8624313,374718.0,0.0,0.0,0.0
5888,CeliaRiviere,nm8661021,3999819.0,0.0,0.0,4.0
5889,KarthickNaren,nm8678191,113943.0,0.0,0.0,2.0
5890,CyrilleBenvenuto,nm8680794,6149471.0,0.0,0.0,0.0
5891,NafsikaGuerry-Karamaounas,nm8690141,1182623.0,0.0,0.0,0.0
5892,Avenariusd'Ardronville,nm8695038,4890720.0,0.0,3.0,4.0
5893,BriceGravelle,nm8723911,5011705.0,0.0,7.0,0.0
5894,OmblineLey,nm8740577,2952131.0,0.0,0.0,0.0
5895,NoemiGruner,nm8748553,3944453.0,0.0,1.0,0.0
5896,JoseZelada,nm8805181,458849.0,0.0,0.0,0.0
5897,AndyGarcia,nm8827658,7435861.0,0.0,42.0,100.0
5898,XavierGayan,nm8833519,9795557.0,0.0,0.0,5.0
5899,JuanPancorbo,nm8852368,4645542.0,0.0,0.0,0.0
5900,StephanieBrillant,nm8886303,3071848.0,0.0,0.0,0.0
5901,MateuszKudla,nm8896961,10345398.0,0.0,0.0,0.0
5902,KantemirBalagov,nm8921482,61635.0,0.0,0.0,7.0
5903,JudeRatnam,nm8921580,857304.0,0.0,0.0,0.0
5904,MarkLevin,nm8936723,7528942.0,0.0,31.0,3.0
5905,ChristopheAgou,nm8939913,1956043.0,0.0,0.0,0.0
5906,BarboraValecka,nm8960053,8911696.0,0.0,0.0,2.0
5907,BertrandHagenmuller,nm8962722,10182304.0,0.0,3.0,3.0
5908,AmichaiGreenberg,nm8971343,1359717.0,0.0,0.0,2.0
5909,HitoshiMatsumoto,nm8983665,2533228.0,1.0,13.0,4.0
5910,RomyTrajman,nm9005837,189161.0,0.0,0.0,0.0
5911,CedricLeGallo,nm9009942,465876.0,0.0,0.0,4.0
5912,AnnaBengtsson,nm9016423,8652661.0,0.0,0.0,0.0
5913,EmeranceDubas,nm9020697,993283.0,0.0,0.0,3.0
5914,GaranceLeCaisne,nm9048345,5276719.0,0.0,0.0,0.0
5915,SteveHickner,nm9054338,144261.0,0.0,14.0,4.0
5916,EricBellion,nm9076248,9362493.0,0.0,0.0,0.0
5917,AnaChubinidze,nm9093542,12748850.0,0.0,1.0,3.0
5918,JoelAkafou,nm9095631,1712373.0,0.0,0.0,2.0
5919,AlexandreMourot,nm9106622,2134413.0,0.0,0.0,0.0
5920,CallistoMcNulty,nm9110985,1085878.0,0.0,0.0,0.0
5921,LeaFredeval,nm9113892,465705.0,0.0,0.0,0.0
5922,MichaelJournolleau,nm9130490,2170691.0,0.0,16.0,8.0
5923,P.S.Mithran,nm9158938,133672.0,0.0,0.0,4.0
5924,SamuelBigiaoui,nm9208027,1380279.0,0.0,0.0,2.0
5925,SandeepReddyVanga,nm9227039,8926.0,0.0,4.0,2.0
5926,KakuArakawa,nm9237177,514353.0,0.0,0.0,0.0
5927,AdelinePicault,nm9239001,401340.0,0.0,0.0,2.0
5928,MarcMeillassoux,nm9249900,1360482.0,0.0,0.0,2.0
5929,AndreKadi,nm9255137,339999.0,0.0,0.0,0.0
5930,AhmadBahrami,nm9267956,442370.0,0.0,0.0,3.0
5931,PatrickCassir,nm9279546,259922.0,0.0,6.0,3.0
5932,JonathanAttias,nm9294400,9943183.0,0.0,0.0,0.0
5933,AlexandreLumbroso,nm9294401,10923098.0,0.0,0.0,0.0
5934,JosephTruflandier,nm9315330,11991889.0,0.0,0.0,0.0
5935,DelphineDetrie,nm9325979,1728669.0,0.0,1.0,2.0
5936,FrancisGendron,nm9344626,3642413.0,0.0,0.0,2.0
5937,QuentinRavelli,nm9351116,11301107.0,0.0,0.0,0.0
5938,SylvestreMeinzer,nm9351554,10604346.0,0.0,0.0,2.0
5939,AlassaneDiago,nm9357905,1941614.0,0.0,0.0,3.0
5940,JohanCasinie,nm9379598,12412107.0,0.0,0.0,0.0
5941,TamaraKotevska,nm9393813,107414.0,0.0,1.0,2.0
5942,PierrePezerat,nm9401543,5085785.0,0.0,0.0,2.0
5943,SandraBlondel,nm9401550,11746463.0,0.0,9.0,3.0
5944,PascalHennequin,nm9401551,4794516.0,0.0,9.0,3.0
5945,LoupBureau,nm9405926,6190670.0,0.0,0.0,0.0
5946,HakimAtoui,nm9426369,4434334.0,0.0,0.0,0.0
5947,EnautCastagnet,nm9462760,9326282.0,0.0,0.0,0.0
5948,ArnaudFournierMontgieux,nm9463535,12743781.0,0.0,0.0,2.0
5949,SuhaibGasmelbari,nm9466043,490084.0,0.0,0.0,0.0
5950,VanessaGauthier,nm9482214,10646243.0,0.0,0.0,2.0
5951,EllaKowalska,nm9484834,11191133.0,0.0,0.0,0.0
5952,PatrickJ.Exenat,nm9503394,1645311.0,0.0,0.0,0.0
5953,DaouidarSaidali,nm9503395,8348820.0,0.0,0.0,0.0
5954,SophieArlot,nm9506689,11289884.0,0.0,0.0,2.0
5955,FabienRabin,nm9506690,3450029.0,0.0,0.0,2.0
5956,OleksandraRuban,nm9514641,408079.0,0.0,0.0,0.0
5957,CatherineDiran,nm9521118,2070695.0,0.0,0.0,0.0
5958,NathalieVannereau,nm9542207,3040651.0,0.0,0.0,2.0
5959,AlexandreLeter,nm9549933,1996116.0,0.0,0.0,0.0
5960,ViniciusLopes,nm9554069,4307614.0,0.0,2.0,2.0
5961,EmilieB.Guerette,nm9581358,6141832.0,0.0,0.0,2.0
5962,AnaSofiaFonseca,nm9599146,636388.0,0.0,1.0,0.0
5963,HadrienLaVapeur,nm9617543,1210904.0,0.0,0.0,0.0
5964,CortoVaclav,nm9617544,3673052.0,0.0,0.0,0.0
5965,EdouardZambeaux,nm9624444,11784310.0,0.0,0.0,0.0
5966,FabricePoirier,nm9635211,1642698.0,0.0,0.0,0.0
5967,KiraKovalenko,nm9645596,276227.0,0.0,0.0,2.0
5968,BrianAlexanderJackson,nm9648909,1545540.0,0.0,0.0,0.0
5969,LizeteUpite,nm9712081,12682172.0,0.0,0.0,0.0
5970,Francois-XavierDestors,nm9758083,1003030.0,0.0,0.0,2.0
5971,MichalKondrat,nm9761320,339179.0,0.0,0.0,4.0
5972,JulieLerat-Gersant,nm9774441,1224913.0,0.0,5.0,3.0
5973,AudreyGordon,nm9800883,913074.0,0.0,0.0,2.0
5974,UbaydahAbu-Usayd,nm9815843,795080.0,0.0,0.0,0.0
5975,JosePabloEstradaTorrescano,nm9816866,8091594.0,0.0,0.0,0.0
5976,PanahPanahi,nm9824984,98651.0,0.0,0.0,0.0
5977,NicolasChampeaux,nm9843385,9263038.0,0.0,0.0,2.0
5978,Jean-MarieMontangerand,nm9847299,3325954.0,0.0,5.0,3.0
5979,MartinaSvojikova,nm9894483,2193458.0,0.0,0.0,0.0
5980,AnnaKokoszka-Romer,nm9896989,4927774.0,0.0,0.0,0.0
5981,ZhangTao,nm9935456,9613183.0,0.0,0.0,0.0
5982,ManeleLabidi,nm9957570,195160.0,0.0,0.0,2.0
5983,Ramata-ToulayeSy,nm9967860,114761.0,0.0,5.0,2.0
5984,AdrienPiquet-Gauthier,nm9970487,4674798.0,0.0,0.0,2.0
5985,HayaoMiyazaki,,,3.0,55.0,50.0
5986,NatalieFuchs,,,0.0,0.0,0.0
5987,TreyParker,,,0.0,33.0,21.0
5988,WongKar-Wai,,,3.0,35.0,25.0
5989,SamRaimi,,,1.0,46.0,50.0
5990,BillyBobThornton,,,2.0,37.0,84.0
5991,JohnCarpenter,,,1.0,53.0,44.0
5992,HaroldRamis,,,1.0,38.0,28.0
5993,AlbertPereiraLazaro,,,0.0,0.0,4.0
5994,FrankOz,,,0.0,53.0,34.0
5995,RonHoward,,,3.0,68.0,99.0
5996,AlainChabat,,,2.0,39.0,64.0
5997,QuentinTarantino,,,9.0,36.0,64.0
5998,TonieMarshall,,,3.0,47.0,42.0
5999,J.J.Abrams,,,5.0,39.0,29.0
6000,Jean-ClaudeBarny,,,0.0,23.0,7.0
6001,JacquesPerrin,,,6.0,76.0,120.0
6002,KeenenIvoryWayans,,,0.0,37.0,15.0
6003,BillPaxton,,,0.0,42.0,85.0
6004,RemyWaterhouse,,,1.0,33.0,3.0
6005,JenniferJasonLeigh,,,0.0,42.0,80.0
6006,AndrewStanton,,,2.0,37.0,16.0
6007,PatO&#039;Connor,,,,,
6008,BobDolman,,,0.0,17.0,2.0
6009,BernieBonvoisin,,,0.0,31.0,17.0
6010,TsuiHark,,,1.0,60.0,65.0
6011,JamesB.Rogers,,,0.0,15.0,4.0
6012,MichaelHaigney,,,0.0,0.0,3.0
6013,MiguelCourtoisPaternina,,,0.0,30.0,28.0
6014,JohannesRuneborg,,,0.0,0.0,2.0
6015,FlorentSiri,,,0.0,25.0,9.0
6016,DeanDeBlois,,,0.0,20.0,10.0
6017,ClaudeBerri,,,5.0,57.0,56.0
6018,AnthonyMinghella,,,4.0,21.0,14.0
6019,ParkChan-Wook,,,4.0,29.0,28.0
6020,PaulJ.Bolger,,,0.0,0.0,0.0
6021,KellyAsbury,,,0.0,30.0,7.0
6022,StephenNorrington,,,0.0,9.0,6.0
6023,StephenChow,,,0.0,33.0,40.0
6024,Sung-SooKim,,,0.0,38.0,12.0
6025,WillGluck,,,0.0,23.0,22.0
6026,KevinCostner,,,8.0,42.0,73.0
6027,IgorMinaev,,,0.0,30.0,8.0
6028,Kwon-taekIm,,,2.0,45.0,27.0
6029,JandeBont,,,0.0,41.0,6.0
6030,MarcLawrence(II),,,0.0,32.0,5.0
6031,BradBird,,,6.0,39.0,15.0
6032,JonFavreau,,,0.0,32.0,77.0
6033,BenAffleck,,,14.0,43.0,90.0
6034,DaiSijie,,,0.0,27.0,6.0
6035,JeffMcGrath,,,0.0,0.0,2.0
6036,StevenAntin,,,0.0,28.0,12.0
6037,RobertDeNiro,,,6.0,61.0,148.0
6038,PhilLord,,,2.0,22.0,13.0
6039,KirkJones(II),,,1.0,18.0,6.0
6040,TerryGilliam,,,1.0,52.0,47.0
6041,MikeBinder,,,0.0,31.0,25.0
6042,WolfgangBecker(II),,,1.0,29.0,6.0
6043,LaurentBenegui,,,0.0,25.0,11.0
6044,GarriBardine,,,2.0,44.0,27.0
6045,JulianFellowes,,,1.0,42.0,21.0
6046,ChristopherB.Stokes,,,0.0,0.0,2.0
6047,WillFinn,,,0.0,24.0,4.0
6048,PaulHaggis,,,7.0,39.0,15.0
6049,StephenHillenburg,,,0.0,27.0,3.0
6050,DavidJ.Burke,,,0.0,20.0,3.0
6051,TomTykwer,,,1.0,32.0,27.0
6052,TerryGeorge,,,1.0,26.0,14.0
6053,ChrisMiller(LX),,,0.0,33.0,8.0
6054,EwanMcGregor,,,4.0,31.0,85.0
6055,HirokazuKore-eda,,,4.0,30.0,35.0
6056,MauriceBarthelemy,,,1.0,24.0,31.0
6057,VincentdeBrus,,,0.0,8.0,3.0
6058,LadislasStarewitch,,,0.0,56.0,14.0
6059,MikeMitchell(V),,,0.0,22.0,15.0
6060,JeremieElkaim,,,2.0,24.0,47.0
6061,DidierCaron,,,0.0,13.0,4.0
6062,FrankNissen,,,0.0,10.0,2.0
6063,SteveWilliams,,,0.0,24.0,4.0
6064,JamelDebbouze,,,2.0,32.0,43.0
6065,RobReiner,,,0.0,56.0,77.0
6066,MabroukelMechri,,,0.0,23.0,12.0
6067,PietDeRycker,,,0.0,7.0,7.0
6068,JiaZhangke,,,3.0,26.0,29.0
6069,BrianRobbins,,,0.0,37.0,24.0
6070,SteveOedekerk,,,0.0,22.0,13.0
6071,MatthewO&#039;Callaghan,,,,,
6072,RobZombie,,,0.0,18.0,24.0
6073,ShinjiAramaki,,,0.0,17.0,16.0
6074,JillCulton,,,0.0,18.0,2.0
6075,BrianPimental,,,0.0,13.0,0.0
6076,SantiagoAmigorena,,,0.0,31.0,8.0
6077,KimJee-Woon,,,7.0,25.0,15.0
6078,HouHsiao-Hsien,,,5.0,40.0,32.0
6079,JulieDelpy,,,3.0,43.0,76.0
6080,ChenKaige,,,2.0,39.0,24.0
6081,SylvesterStallone,,,5.0,54.0,110.0
6082,DanyBoon,,,8.0,30.0,44.0
6083,ThomasLangmann,,,7.0,39.0,23.0
6084,JulieLopesCurval,,,2.0,18.0,7.0
6085,GillesBenizio,,,0.0,4.0,5.0
6086,Pierre-FrancoisMartin-Laval,,,2.0,31.0,51.0
6087,HenryBean,,,1.0,36.0,4.0
6088,Alexandra-ThereseKeining,,,0.0,15.0,4.0
6089,Jin-HoHur,,,0.0,25.0,11.0
6090,EliRoth,,,0.0,29.0,46.0
6091,GavinO&#039;Connor,,,,,
6092,CharlotteDeTurckheim,,,0.0,49.0,71.0
6093,DanScanlon,,,0.0,14.0,4.0
6094,BillyO&#039;Brien,,,,,
6095,MarinaDeVan,,,1.0,24.0,17.0
6096,JohnCameronMitchell,,,3.0,35.0,31.0
6097,TommMoore,,,2.0,14.0,3.0
6098,LuisDeLaMadrid,,,0.0,25.0,0.0
6099,TonyJaa,,,0.0,29.0,25.0
6100,AshBrannon,,,0.0,0.0,5.0
6101,OlivierdePlas,,,0.0,17.0,6.0
6102,SteveMcQueen(II),,,7.0,13.0,16.0
6103,DebsGardner-Paterson,,,0.0,15.0,8.0
6104,CharlieKaufman,,,5.0,26.0,7.0
6105,GaborCsupo,,,0.0,30.0,8.0
6106,DavidWain,,,0.0,21.0,35.0
6107,AndreyKonchalovsky,,,3.0,56.0,33.0
6108,Jean-PaulRouve,,,4.0,30.0,79.0
6109,BrunoDega,,,0.0,27.0,2.0
6110,CatherineCastel(II),,,0.0,6.0,2.0
6111,DianeEnglish,,,0.0,23.0,3.0
6112,DougLefler,,,0.0,13.0,9.0
6113,CraigMazin,,,1.0,24.0,4.0
6114,KareyKirkpatrick,,,1.0,33.0,5.0
6115,LeeUnkrich,,,5.0,25.0,10.0
6116,JorgeBlanco(I),,,0.0,0.0,0.0
6117,SamanSalour,,,0.0,3.0,4.0
6118,RobStewart(II),,,0.0,33.0,8.0
6119,JenniferFlackett,,,0.0,30.0,2.0
6120,LeeChang-Dong,,,2.0,25.0,6.0
6121,JuanAntonioBayona,,,4.0,16.0,14.0
6122,GadElmaleh,,,1.0,27.0,57.0
6123,Jacques-OlivierMolon,,,0.0,12.0,0.0
6124,PatrickTatopoulos,,,0.0,26.0,3.0
6125,LeighWhannell,,,0.0,23.0,32.0
6126,JacovanDormael,,,8.0,35.0,13.0
6127,SanjayLeelaBhansali,,,0.0,22.0,13.0
6128,JeonSoo-il,,,0.0,21.0,11.0
6129,JonHarris(II),,,0.0,36.0,2.0
6130,RickyGervais,,,3.0,20.0,31.0
6131,TheoAngelopoulos,,,5.0,44.0,24.0
6132,DavidMorlet,,,0.0,17.0,13.0
6133,RonitElkabetz,,,1.0,26.0,29.0
6134,DrewBarrymore,,,2.0,41.0,63.0
6135,ScottStewart(XX),,,0.0,9.0,7.0
6136,MichaelYoun,,,4.0,24.0,55.0
6137,RakhshanBani-Etemad,,,2.0,24.0,10.0
6138,ChuYen-Ping,,,0.0,27.0,9.0
6139,BradLewis,,,0.0,23.0,0.0
6140,SergeyDvortsevoy,,,1.0,24.0,7.0
6141,ValeriaGaiGuermanika,,,2.0,0.0,0.0
6142,YinLichuan,,,1.0,3.0,3.0
6143,MatthewAeberhard,,,0.0,11.0,0.0
6144,ReneFeret,,,0.0,42.0,30.0
6145,PascalJardin(II),,,0.0,0.0,0.0
6146,ReshefRegevLevi,,,0.0,6.0,4.0
6147,HPG,,,0.0,19.0,10.0
6148,CarolineDuPotet,,,0.0,0.0,3.0
6149,SethRogen,,,0.0,24.0,69.0
6150,AgnesTrouble,,,1.0,22.0,2.0
6151,EdwardNorton,,,1.0,28.0,48.0
6152,RaymonddeFelitta,,,0.0,29.0,13.0
6153,MarkRuffalo,,,4.0,35.0,81.0
6154,PierreRomanello,,,0.0,0.0,2.0
6155,PhilipSeymourHoffman,,,7.0,24.0,61.0
6156,EnriqueRivero(II),,,0.0,0.0,3.0
6157,JeonYun-su,,,0.0,5.0,3.0
6158,DavidMichod,,,2.0,16.0,9.0
6159,AlixdeMaistre,,,0.0,0.0,0.0
6160,JeffreyLevy-Hinte,,,0.0,14.0,0.0
6161,DamienDanteWayans,,,0.0,18.0,14.0
6162,SrinathChristopherSamarasinghe,,,0.0,0.0,2.0
6163,ToddGraff,,,0.0,34.0,12.0
6164,AnttiJokinen,,,0.0,11.0,5.0
6165,Grand-Jouan,,,0.0,32.0,5.0
6166,JamesL.Brooks,,,4.0,53.0,14.0
6167,CatherinePozzoDiBorgo,,,0.0,25.0,3.0
6168,OlivierVanMalderghem,,,0.0,0.0,2.0
6169,DoverKosashvili,,,0.0,13.0,9.0
6170,HagarBenAsher,,,0.0,16.0,12.0
6171,ZachCregger,,,0.0,23.0,20.0
6172,TangCheng,,,0.0,29.0,2.0
6173,Ik-juneYang,,,2.0,2.0,4.0
6174,LouYe,,,1.0,25.0,12.0
6175,HongSang-Soo,,,4.0,28.0,36.0
6176,FelixVanGroeningen,,,2.0,21.0,8.0
6177,AntoinedeBaecque,,,0.0,12.0,3.0
6178,Gyeong-TaeRoh,,,0.0,8.0,3.0
6179,AttilaGalambos,,,0.0,0.0,2.0
6180,DominiqueFarrugia,,,0.0,30.0,20.0
6181,XavierDeChoudens,,,0.0,20.0,10.0
6182,TranAnhHung,,,3.0,32.0,9.0
6183,RoshaneSaidnattar,,,0.0,0.0,0.0
6184,VivianSchilling,,,0.0,23.0,8.0
6185,YusriNasrullah,,,0.0,31.0,14.0
6186,JacquesRichard(II),,,0.0,45.0,15.0
6187,PeggyHolmes,,,0.0,17.0,4.0
6188,BradleyCooper,,,3.0,24.0,78.0
6189,NahidPerssonSarvestani,,,0.0,13.0,11.0
6190,JohnFrancisDaley,,,0.0,22.0,27.0
6191,QuananWang,,,2.0,21.0,7.0
6192,KadMerad,,,4.0,29.0,98.0
6193,AvaDuVernay,,,3.0,13.0,27.0
6194,KaranJohar,,,1.0,28.0,16.0
6195,DjamshedUsmonov,,,0.0,13.0,6.0
6196,ChristianRivers,,,0.0,0.0,3.0
6197,TomHanks,,,12.0,43.0,113.0
6198,Kafka,,,0.0,11.0,2.0
6199,FeoAladag,,,3.0,13.0,10.0
6200,DahmaneOuzid,,,0.0,0.0,0.0
6201,JayDuplass,,,0.0,18.0,33.0
6202,JamesMather(II),,,0.0,28.0,3.0
6203,AntonioZurera,,,0.0,0.0,2.0
6204,LuisMinarro,,,0.0,25.0,4.0
6205,ConradVernon,,,0.0,22.0,13.0
6206,ZhangLu,,,3.0,16.0,14.0
6207,GarethEdwards(V),,,0.0,13.0,7.0
6208,MichaelBullyHerbig,,,0.0,20.0,27.0
6209,JohnKani,,,0.0,43.0,21.0
6210,SethMacFarlane,,,0.0,24.0,23.0
6211,JeanPaulCiveyrac,,,0.0,30.0,15.0
6212,SergeiLoznitsa,,,3.0,25.0,37.0
6213,WangXiaoshuai,,,3.0,29.0,23.0
6214,AliBorgini,,,0.0,0.0,0.0
6215,JanusMetzPedersen,,,1.0,11.0,8.0
6216,PhanDangDi,,,3.0,5.0,2.0
6217,MichaelRowe(III),,,0.0,0.0,4.0
6218,IsabellePartiot-Pieri,,,1.0,0.0,0.0
6219,FrederickMarx,,,0.0,17.0,0.0
6220,EricAtlan,,,3.0,31.0,4.0
6221,Jean-ChristopheRoger(II),,,0.0,12.0,5.0
6222,EnzoD&#039;Alo,,,,,
6223,AlexanderVoytinskiy,,,0.0,0.0,0.0
6224,LeiaMaitresse,,,0.0,0.0,0.0
6225,Peter-ArthurStraubinger,,,0.0,0.0,0.0
6226,JocelyneLemaireDarnaud,,,0.0,12.0,3.0
6227,CaseyAffleck,,,5.0,33.0,53.0
6228,Francois-JacquesOssang,,,2.0,39.0,15.0
6229,LiHongqi,,,0.0,6.0,4.0
6230,ChristianClavier,,,4.0,51.0,92.0
6231,DamianoD&#039;Innocenzo,,,,,
6232,RZA,,,0.0,22.0,49.0
6233,Jean-ClaudeSchlim,,,0.0,4.0,0.0
6234,TaikaWaititi,,,2.0,24.0,44.0
6235,JenniferWestfeldt,,,0.0,25.0,19.0
6236,MichaelMadsen(II),,,0.0,0.0,4.0
6237,StilesWhite,,,0.0,25.0,2.0
6238,AlexandreDeLaPatelliere,,,0.0,28.0,6.0
6239,StevenBrill,,,1.0,32.0,24.0
6240,LouisBecker,,,0.0,41.0,7.0
6241,SlavaRoss,,,0.0,0.0,3.0
6242,DjoTundaWaMunga,,,0.0,5.0,2.0
6243,PhilippeLefebvre(II),,,0.0,32.0,8.0
6244,AlexandreSokourov,,,1.0,49.0,69.0
6245,Jung,,,1.0,0.0,0.0
6246,Pen-ekRatanaruang,,,0.0,21.0,15.0
6247,AnastasyiaPopova,,,0.0,0.0,0.0
