ID,star,STARmeter
nm11307605,Leopold Pallua,518158
nm9374927,Kelly Depeault,74174
nm10026347,Swamy Rotolo,197107
nm11361347,Piseth Chhun,9895523
nm13370171,Galyar Nerway,308757
nm7585878,Victor Belmondo,47933
nm10625508,Alexandre Constant,12147081
nm6784988,Leandro Faria Lelo,306294
nm8091885,Billie Holiday,6087237
nm11686416,Lamia Zerioul,8742258
nm12887350,Paul Diaconescu,1337802
nm6208051,Alice Raucoules,843254
nm7024798,Ann Skelly,20335
nm14761707,Ayoub Elaid,528222
nm11175692,Farouk Saidi,9822077
nm11617232,Maryna Klimova,2036910
nm11725602,Paul Belhoste,1941768
nm13580111,Mallory Wanecque,182564
nm9169945,Mael Rouin Berrandou,410740
nm12559119,Tanguy Mercier,767536
nm14724246,Edward Klein,9662463
nm4036191,Meltem Kaptan,187490
nm11813307,Lara Tortosa,13120471
nm0531042,Lincoln Maazel,136693
nm10426510,Hari Santika,586621
nm0546280,Rebecca Marder,1637005
nm12723870,Jonathan Feltre,352417
nm11496744,Dilayda Gunes,1027024
nm1655668,Jasna Djuricic,28694
nm10414454,Obinna Nwachukwu,6456493
nm7707649,Lucas Schell,2817025
nm12494645,Luna Pamies,447872
nm13106812,Oleksandr Yatsentyuk,372549
nm11436471,Lucie Zhang,79913
nm12056075,Sabrina Levoye,368140
nm6330431,Khansa Batma,384742
nm0221131,Jo Deseure,3191905
nm8873841,Joakim Robillard,452293
nm4410185,Yile Yara Vianello,102811
nm11579814,Almudena Amor,23607
nm4372913,Moussa Mansaly,559027
nm11515057,Tiara Richards,1376191
nm6875292,Yasin Houicha,458792
nm13591542,Raymond Baur,787923
nm13510191,Gilles-Alane Ngalamou Hippocrate,2839568
nm2754446,Eye Haidara,94320
nm11991648,Alice Henri,2200655
nm8833899,Flavie Delangle,130938
nm4944432,Katia Pascariu,66968
nm11488724,Martin Lopez Lacci,1340034
nm10611965,Celeste Brunnquell,65834
nm6150253,Sandro Kalandadze,984770
nm2146927,Yllka Gashi,65281
nm12150405,Jesmark Scicluna,453964
nm2848058,Jelena Kordic Kuret,270471
nm14429716,Tom Castaing,680068
nm13577111,Pablo Schils,266477
nm14080427,Abdulah Sissoko,8752997
nm12324070,Theo Kermel,12833675
nm7431180,Giorgi Bochorishvili,218392
nm10823391,Elisheva Weil,64904
nm11683990,Aran-Sina Keshvari,747733
nm12331539,Claudia Grob,1652996
nm12309507,Maria Fedorchenko,404283
nm13959741,Ana Cabral,747396
nm12032367,Capucine Sainson-Fabresse,642338
nm9866792,Riadh Belaiche,280295
nm5380206,Raffiella Chapman,11151
nm9170320,Ioana Bugarin,86371
nm10083182,Oumy Bruni Garrel,240824
nm12483114,Juliette Jouan,191566
nm2534303,Seidi Haarla,55795
nm1816892,Sophia Aram,12507256
nm11462650,Jin Jing,688357
nm11042810,Maya Vanderbeque,203943
nm12647561,Milana Aguzarova,398033
nm11307930,Jose Calcina,728493
nm12837015,Paolo Cossi,412109
nm12758331,Celeste Cescutti,478026
nm0488441,Regis Laroche,1054506
nm0992119,Levan Tedaishvili,378377
nm12719983,Nehemie Bastien,1097961
nm1845365,Umut Karadag,128800
nm12723534,Demyana Nassar,631816
nm12249455,Cheryl Isheja,794984
nm12165855,Bhumisuta Das,1142248
nm12771900,Agathe Talrich,1466614
nm10309430,Jeremy Lopez,12991949
nm0577256,Jose Antonio Mejias,1976590
nm13465094,Eden Dambrine,19213
nm11346353,Nina Dziembrowski,360798
nm8758308,Simon Bourgade,1222675
nm12896230,Julio Cesar Ticona,1050436
nm12798511,Thaveeratana Leelanuja,12715273
nm2245806,Leonard Cohen,1647414
nm9964190,Antonio Saboia,2033498
nm6085434,Roukiata Ouedraogo,10736442
nm10262805,Jonas Vermeulen,12055733
nm11983383,Suzanne Jouannet,132584
nm14531795,Khady Mane,2114125
nm4860332,Candela Recio,1700289
nm13758581,Saar Rogiers,280658
nm13597026,Rene Collombat,11367861
nm14338511,Yassir Drief,1041624
nm12326480,Tamara Rocca,951600
nm13763512,Mohamed Lefkir,1224139
nm14876500,Louise Mauroy-Panzani,241292
nm2769392,Max Gomis,1498593
nm11078297,Karine Loriau,3489454
nm9789770,Adema Yerzhanova,7880778
nm13465973,Anta Diaw,665460
nm14048080,Brune Moulin,914275
nm11922612,Valentina Di Pace,60878
nm13315534,Elodie Atsade,12022733
nm0426237,Sigrid Johnson,6990125
nm12079070,Yerdos Kanaev,4664373
nm14298219,Marin Grigore,8120690
nm10812753,Youssouf Abi-Ayad,239512
nm9729714,Birane Ba,178118
nm13571049,Didier Moreira,6209052
nm12089183,Lua Michel,235912
nm5661500,Pablo Alarson,1143900
nm9229144,Pierre Gomme,284898
nm9650966,Rosa Palasciano,10486505
nm5854804,Ugo Broussot,11515635
nm14885343,Ayomi Domenica,878415
nm4582035,Amandine Noworyta,190626
nm13023657,Ara Alejandra Medal,5882102
nm13824711,Daniela Marin Navarro,125107
nm10679421,Selma Lhaij,1019165
nm0042682,Stephane Auvray-Nauroy,2779825
nm13652411,Ameni Fdhili,322199
nm13455248,Maher El Khair,945164
nm2224971,Clementine Deluy,1186088
nm10916544,Carlos Urena,3100848
nm14040625,Stanley Good Voice Elk,1013583
nm13580193,Ali Junejo,93829
nm0708299,Felipe Ramirez,7656368
nm13610611,Fatma Oussaifi,430507
nm5438400,Mahamadou Sangare,468007
nm0938590,Elsa Wolliaston,1160963
nm10016904,Christophe,3048807
nm10356045,Dave Turner,6938714
nm13806048,Enea Sala,262852
nm4221521,Ali Bagheri,4083011
nm4878092,Samantha Davies,6830809
nm3130226,Linnett Hernandez Valdes,386851
nm12583113,Lucile Balezeaux,11738247
nm13543540,Joana Bernardo,425465
nm14848829,Hugo Trophardy,526193
nm10538218,Rosy McEwen,15347
nm13954819,Aicha Tebbae,320827
nm5429286,Alicia Falco,206557
nm14270269,Jovan Ginic,428630
nm0845912,Tomoko Tabata,169591
nm6754272,Leo Pochat,988579
nm14282085,Anaita Wali Zada,50238
nm8490058,Ari McCarthy,31686
nm8184048,Alfred Ekker Strande,141547
nm14805452,Louise Faure,11055214
nm13087555,Mwajemi Hussein,891253
nm3514372,Megan Suri,8970
nm3114563,Frederick Guillaud,808867
nm14979973,Bianca Cuculici,411266
nm7954529,Jessica Mazzoli,5101530
nm1899307,Masayuki Yamamoto,10043831
nm14744252,Eiman Yousif,110327
nm14765778,Le Phong Vu,735518
nm10612456,Eka Chavleishvili,111150
nm10850078,Amelie Rose,132529
nm10186994,Sean Cackoski,11328978
nm0494667,Jean-Jacques Le Vessier,3478195
nm0460789,Alden Knight,963200
nm11653053,Robert Lloyd,11953168
nm1390915,Nicolas Nollet,6557613
nm0592149,Marcello Miranda,2201541
nm0756150,Havva Saglam,783879
nm0541104,Nargess Mamizadeh,512871
nm0369669,Florence Hautier,1572538
nm0394042,Sharon Hope,4268811
nm1342057,Laetitia Chardonnet,1719176
nm0267009,Ramsey Faragallah,88318
nm0077346,Pierre Berriau,1808831
nm0610163,Caroline Mouton,12087080
nm0355361,Bradley Hall,6773018
nm1052966,Alexandra Negrao,582853
nm0427801,Constance Jones,487745
nm0553402,Alessandra Martines,34925
nm0970321,Hassan Tantai,1376955
nm1154862,Benjamin Chaouat,4322744
nm0582755,Stephane Metzger,519198
nm1180205,Thomas Craig,4286259
nm12180307,Bridgette Wilson,1254495
nm0891853,Julio Vega,382379
nm0539787,Cylia Malki,321333
nm1159365,Manal Khader,865454
nm0740220,Michael Roof,73489
nm3360549,Cecile Coustillac,2163647
nm0875307,Kaori Tsuji,1220833
nm11153878,Emma Caulfield,497369
nm0171436,Sean Colgan,1119623
nm1586391,Regina Nemni,754231
nm1742328,Paul Nteri Ole Sekenan,5325620
nm1213266,Elita Klavina,638356
nm8792211,Yves Bertrand,1774276
nm1141714,Adriana Karembeu,62941
nm1101361,Jordan Allison,464612
nm0011571,Shulamit Adar,10765747
nm1503450,Yenny Paola Vega,264298
nm0060015,Rudy Basquez,491358
nm7661487,Fiona Monbet,8292710
nm1626086,Ayu Kitaura,209397
nm1705242,Martin Combes,705813
nm1595736,Tim Cinnante,1098309
nm13652241,Shi Chen,8866419
nm0123830,Blandine Bury,123736
nm11373398,Seear Kohi,339404
nm0062449,Valerie Baurens,658974
nm0503033,Atossa Leoni,103601
nm1741784,Rafik Ben Mebarek,1809680
nm1030819,Jae Hee,122794
nm3521049,Agame Malembo-Emene,479362
nm4561544,Aymara Rovera,10756747
nm0667287,Nicolas Pauls,178361
nm10271331,Anja Schmidt,10139718
nm1840046,Franck Musard,10321887
nm2366794,Raymonde Dullers,10591531
nm0067955,Karim Belkhadra,192776
nm0088600,Bernard Bloch,313259
nm2112347,Emmanuel Suarez,820752
nm2307392,Elysee Rouamba,10299793
nm0122336,Angela Burnett,550926
nm2970943,Daniel Raymond,13048852
nm3175582,Declan Swift,597522
nm1827138,Moshe Agazai,1210923
nm6765169,Zuka Tsirekidze,7188928
nm0182982,Julien Cottereau,10846247
nm3275927,Jean Arrondel,10394923
nm1357627,Ana Kostovska,693341
nm0434191,Nadia Kaci,491008
nm1417163,Ludovic Tattevin,12009577
nm2287687,Tiecoura Traore,6409702
nm2293514,Marta Nobili,5601004
nm10450152,Cali,12418888
nm3177137,Firat Ayverdi,1085481
nm2743396,Lika Minamoto,216282
nm1218654,Martin Jobert,442311
nm2392266,Daisy Broom,71514
nm2465112,Robert William Bradford,1177270
nm1574565,Alysson Paradis,31871
nm2274539,Noa Raban,357431
nm2656295,Thomas Millet,11834380
nm2113343,Mei Sun,12871908
nm0664281,Lucien Pascal,1626615
nm2224659,Anthony Kavanagh,9472172
nm3119427,Nathan Georgelin,586329
nm2604359,Mathieu Bulle,2016736
nm2242168,Abraham Belaga,281861
nm1577418,Ronit Yudkevitz,467112
nm7757337,Bono,10330185
nm1693019,Laura Vasiliu,127780
nm2762227,Paul Hofmann,905912
nm3302203,Galoba Gambaria,8934913
nm2661179,Eric Ndorunkundiye,5092119
nm2437642,Osamu Ogasawara,1434062
nm3102689,Sari Lennick,29896
nm2364667,Wallison Felipe Leal Barroso,8999277
nm3426838,Abdurrahim Apak,13084681
nm0214771,Claude Degliame,744877
nm14862196,Alexander David,8804452
nm3142172,Pourya Mahyari,11033444
nm4794503,Lindsey Henocque,1787212
nm3119471,Raymond Adam,7625856
nm1227338,Carole Deffit,574822
nm3095766,Natalie Rehorova,285961
nm0420889,Julika Jenkins,18209
nm0157762,Keith Chin,244040
nm3119224,Haron Ahad,3357834
nm0878379,Desmond Tutu,237255
nm3020511,Giselle Irrazabal,832583
nm2808769,Adiel Zamro,1312382
nm2161431,Garance Le Guillermic,341670
nm0477836,Basak Koklukaya,97271
nm2208271,Emma Cooper,506463
nm3010930,Linnea Cart-Lamy,336440
nm2996841,Pimwalee Thampanyasan,5050514
nm3033296,Olga Shuvalova,1234354
nm2256891,Lluis Carbo,1099989
nm0947947,Zhang Yi,966147
nm3464020,Yasmine Haj,2137899
nm11602528,Margaret James,3437248
nm3798891,Eulalie Juster,1957055
nm3186693,Adoum Moussa,12413370
nm2478992,Anna Cottis,751733
nm2031248,Alba Gaia Bellugi,39058
nm11167210,Romain Bertrand,6735600
nm3434003,Jacob Auzanneau,8137721
nm1395440,Jean-Michel Bertrand,8954290
nm2918668,Nancy Orozco,8253205
nm6912489,Benjamin Gasquet,8498308
nm0898798,Francois Vincentelli,91794
nm12119178,Vanessa David,8151231
nm12229711,Matt King,2852530
nm0596681,Enrique Molina,1541126
nm3218796,Mahmud Shalaby,216351
nm1559970,Michel Theboeuf,1468756
nm0829453,Jackie Stewart,550911
nm0895633,Marie Vialle,867306
nm8646460,Chalmers Johnson,9267597
nm0203170,Andrea Davidovics,6800695
nm11303458,Maria del Carmen Jimenez,7466491
nm3729751,Marie-Christine Lefort,3489301
nm0468085,Natacha Koutchoumov,416575
nm10772728,Hugo Martinez,9651556
nm2836106,Aidos Sagatov,5473744
nm2688456,Felkissam Mahamat,7223732
nm9419822,Sara Martins,10857234
nm2696392,Francesco Campobasso,2129131
nm0351180,Manuel Gomez,2026257
nm2559371,Emilie Cozette,805342
nm2486832,Julien Frison,75268
nm4593138,Ali Badarni,9779448
nm3397607,Arielle Moutel,7340351
nm3368593,Sanna Persson,5218561
nm0147974,Claudia Celedon,768946
nm1249471,Michel Gomes,129363
nm13291685,Eric Schlosser,9163755
nm9264946,Song Hee Kim,6635838
nm1464658,Bassem Loulou,11914402
nm0812568,Catherine Sola,347636
nm0647716,Lars Olsen,12115110
nm2600074,Sebastian Gregory,86461
nm7744248,Kim Kkot-bi,1748577
nm3560281,Amine Slimane,1615775
nm3231467,Marissa Gibson,579691
nm5032052,Tae-woo Kim,11634355
nm3436520,Asia Crippa,7421903
nm3387660,Nicolas Treise,764985
nm3184979,Oscar Genova,12246121
nm3162158,Phuong Thi Bich,9780899
nm0722113,Judit Rezes,591855
nm11951411,Miklos Toth,9128401
nm15667556,Richie Ren,1671646
nm1797820,Khieu Samphan,11377355
nm0169779,Simon Cohen,11318842
nm0517442,Abdelkader Lofti,1776765
nm3100239,Jelena Trkulja,168472
nm2552046,Arita Shahrzad,939293
nm3872229,Isaie Sultan,1316880
nm0684039,Pablo Pineda,12427635
nm3938287,Christopher Ruiz-Esparza,6453861
nm2278625,Irit Kaplan,46497
nm3654325,Antonio Medeiros,2634742
nm0714229,Cecile Rebboah,128393
nm1363064,Pierre Bergounioux,1681371
nm3377932,Murat Tokgoz,4621924
nm1188458,Isabelle Alonso,1132383
nm0621909,Ramsey Nasr,68376
nm3636510,Tsering Kipale Gurung,10429542
nm1302126,Francois Sabado,5516964
nm0901114,Valerie Vogt,332956
nm1294472,Mickael Rebouilleau,6649545
nm2102481,Micha Celektar,455781
nm3831100,Celine Esperin,2064645
nm0223520,Sebastien Dhavernas,383630
nm4303211,Julien Lambert,5406817
nm4379929,Karim Zenimi,5895120
nm0782035,Karim Seghair,5070062
nm2963019,Peter Plaugborg,78101
nm0493214,Esse Lawson,695888
nm3594735,Arnobio Salazar Rivas,12835235
nm0286642,Gregg Forrest,246125
nm3987088,Silvia Drori,7119375
nm4362383,Juliette Darche,1007876
nm13699457,Teresa Lynn,6416630
nm0456268,Jerome Kircher,68251
nm3662468,Guillemette Barioz,373779
nm3874839,Lil Quesada Morua,926360
nm3932698,Gregory Barboza,6473535
nm4041416,Jinglin Li,9054312
nm3625386,Radik Anaguritsi,4286374
nm1465673,Erwan Ribard,8061367
nm3890565,Bruno Timpano,2067306
nm0466345,Mihaly Kormos,454394
nm3921940,Elise Lhomeau,161535
nm3906912,Lerato Mvelase,542841
nm0014780,Helene Arie,585396
nm0106356,David Brazil,1994042
nm0852698,Keith Taylor,64339
nm2372506,Amanda Diniz,537885
nm8189859,Kim Wilde,477158
nm3802600,Mariasun Pagoaga,1464550
nm3890434,Taalaikan Abazova,12823286
nm15572065,Paramej Noiam,3164395
nm4292198,Angelina Dauber,9677684
nm3528400,Stefan Stern,10724630
nm3193918,Sammuel Soifer,332981
nm1169990,Melanie Peres,639596
nm0653450,Assita Ouedraogo,864829
nm15004939,Rocco Giovanni,7084574
nm4239921,Ginger Roman,400524
nm4017794,Naqi Zhang,3145137
nm1015349,Jesus Noguero,294531
nm4087010,Paul Francois,8223866
nm0946993,Lu Ye,10235208
nm0069177,Gilles Bellomi,5833171
nm1671123,Astrid Casali,252464
nm3633841,Nicola Garofalo,462095
nm5034430,Carlos Vallarino,1535952
nm1024814,Paco Manzanedo,220577
nm3725110,Te Aho Eketone-Whitu,142431
nm3850986,Jackson Nicoll,33749
nm15026298,David Usher,11717728
nm4391872,Malonn Levana,191661
nm2936549,Issa Doumbia,294465
nm1911044,Regina Advento,807518
nm1354220,Laura Agorreca,150156
nm1041519,Karafil Shena,310599
nm4047399,Genaro Aristizabal,3748646
nm4463554,Yvonne Maalouf,1395541
nm1185720,Christian Milia-Darmezin,1983682
nm1203242,Fouad Labied,2120391
nm10829455,Andrei Smirnov,3486202
nm0221697,Thierry Desroses,349868
nm5602821,Rebecca Loi,6082257
nm5658329,Rut Reygadas,975324
nm3595344,Victoire Belezy,166811
nm11711765,Jacob Torres,3708655
nm15660508,Edouard Montoute,2864062
nm0527829,Eduardo Luis,3093180
nm4444671,Bob Adriaens,466391
nm0520550,Francoise Loreau,1239101
nm4465377,David Rauchenberger,1065797
nm3952735,Charlie Keegan,190548
nm5080746,Pierre Burguiere,6400930
nm6504661,Lei Ting,6688967
nm4140956,Joshua Caouette,745293
nm5216658,Jeremy Taieb,7972103
nm15620456,Sudipto Mukherjee,7764845
nm10906444,Jarlinsson Ramirez Reinoso,7037049
nm1045892,Sylvie Lachat,991303
nm4168390,Karin Lischka,1083713
nm4445472,Mouna Bahmad,12081212
nm12218348,Pierre Fontaine,9862608
nm4503210,Cesar Lakits,1198945
nm4502790,Mengjuan Liu,7970949
nm4624168,Xiang Chuifen,2569023
nm4276851,Matias Myren,1125970
nm1603979,Laurence Ferrari,621907
nm0440537,Yanina Kasheva,153481
nm3917816,Daizy Blu,597696
nm5248211,Rocco Campochiaro,8037679
nm3939196,Sea Kumada,13096539
nm1302423,Igor Skreblin,1548500
nm4933812,Hitoshi Ito,1034152
nm4705458,Stefania Comodin,6668468
nm4580550,Alain Sabras,12712683
nm0140412,Ron Carrier,9296847
nm15589726,Deannie Yip,9519102
nm2401904,Fiorella Campanella,227154
nm4947031,Durukan Ordu,790861
nm0060516,Pierre Bastien,1461940
nm4354240,Kiomars Giti,3006001
nm8663161,Seo Jun-Young,1116689
nm0617396,Laine Magi,348309
nm5441378,Mytri Attal,13038239
nm2478310,Neil Belakhdar,901169
nm2613275,Cindy Dollar,53784
nm0819455,Franco Sportelli,10370900
nm1927502,Sylvia Etcheto,2979043
nm11087061,Mahamadou Yaffa,659660
nm1855709,Arzu Balkan,550691
nm1644250,Christian Quevedo,11551308
nm4719588,Katie Coseni,1070452
nm0676566,Loek Peters,78926
nm0901667,Giselda Volodi,47367
nm4534554,Elya Inbar,1201988
nm4741714,Dominik Wojcik,9456165
nm3527892,Loredana Simioli,312686
nm4259091,Nilay Erdonmez,82763
nm4884137,Anailin de la Rua de la Torre,813359
nm2207142,Anneke Schwabe,276533
nm4852397,Gyongyi Lendvai,2047506
nm0816310,Laura Soveral,511806
nm1368431,Luca Bianchi,1106655
nm4870759,Sofia Nicolaescu,179873
nm4425316,Vukasin Jasnic,259436
nm0126724,Nathalie Becue,1902353
nm6199380,Kolia Abiteboul,946994
nm10024608,Dave,11622368
nm5853063,Chloe Lecerf,456227
nm10965871,Hamidreza Javdan,4230532
nm5116070,Idrissa Diabate,876468
nm11857409,James Solis,7122483
nm5551256,Abdelilah Rachid,236212
nm4770169,Luca Schipani,4516467
nm4873397,Ohad Hall,8720499
nm5254936,Subashini Balasubramaniyam,2975357
nm5629171,Carole Eugenie,5233296
nm4892859,Uzma Ali,9796256
nm9199233,Gal Friedman,188440
nm4982022,Roberto Cowal,4711388
nm4836214,Buffy Visick,1915375
nm5090408,Julio Cesar Roble,6441235
nm3903664,Peter Kazungu,188229
nm4793182,Ismir Gagula,617401
nm3994542,Anne Lambert,11751136
nm1139380,Natalya Baranova,550100
nm4683339,Alice Pehlivanyan,884260
nm5479692,Sami Bouzid,667546
nm2205945,Walter Saabel,1447520
nm5904389,Samir Yahia,10388341
nm0263123,Peter Evans,201457
nm5208224,Julia Auchynnikava,5215872
nm5329868,Gabi Bolenge,11429742
nm0853390,Lounes Tazairt,11417753
nm0737681,Gia Roinishvili,10188480
nm0332657,Rivka Gur,794825
nm5419459,Verena Lehbauer,1181635
nm5631198,Anais Monory,357189
nm5363942,Stefano Rabatti,5203133
nm8939228,Amalia Salas,1488494
nm15007978,Brittany Shaw,6462686
nm5619969,Janagi,872632
nm10456737,Ken Robinson,7122549
nm12421987,Khaled Benaissa,3334079
nm4098728,Abelardo Jaimes,11305157
nm2727318,Anemone Valcke,45664
nm5583323,Malu Chouza,10226325
nm5392159,Mustafa Abdulsatar,2573544
nm9569842,Lisa Fischer,12638372
nm4250878,Hakan Cimenser,1462622
nm5521294,Aslan Anarbayev,4952202
nm0538051,Mohamed Majd,516079
nm5395863,Cendrine Genty,6170706
nm5695524,Hanna Wozene,9858344
nm6170886,Jeremy Chabriel,334351
nm4848309,Solene Hebert,506190
nm5603189,Ben Riga,2127906
nm0158098,Chiquinho,11251169
nm4174647,Cheila Lima,937810
nm1025359,Gregoire Tachnakian,593591
nm5088963,Rodolfo Dominguez,288487
nm1832026,Archie Alemania,158468
nm5635633,Colby Trichell,9326593
nm3614103,Romain Brosseau,1533140
nm5631881,Aziz El Hadachi,4725285
nm2958992,Joao Veiga,7329635
nm2910260,Francisca Walker,107874
nm5061769,Yahya El Fouandi,12772495
nm13588408,Stewart Lee,13118438
nm5753295,Sarassar Sarayan,4521761
nm5502528,Mamadu Baio,3043444
nm1361511,Mohamed Metina,8731590
nm2976143,Antoine Gautron,9594000
nm6588181,Remi Boutet de Monvel,11905701
nm0757765,Susana Salazar,302106
nm5503625,Eitan Cunio,1950776
nm1330244,Olivier Clastre,5429368
nm1347139,Rodrigo Pedreira,202954
nm5977136,Martin Lauda,3715950
nm8698456,Kaan Guldur,41228
nm3732226,Michael Mormentyn,10322038
nm0440149,Valerie Karsenti,178066
nm5937509,Nassima Belmihoub,10714876
nm10707649,Nelson Mandela,11973137
nm4343209,Bruna Linzmeyer,90159
nm6196909,Yolin Francois Gauvin,10094205
nm5961235,Pierre Andrau,875736
nm3740457,Sabrina Benhamed,5467695
nm1671102,Charlie Bruneau,168856
nm5404677,Armando Miguel Gomez,623762
nm1696090,Jung In-sun,49867
nm0103153,Brian Bradley,73432
nm6472568,Avi Shnaidman,523784
nm12617678,Vikram Sharma,3837061
nm4250799,Paola Barrientos,349885
nm5851787,Shaker Shihane,8070506
nm3212967,Ornella Boule,1751756
nm6222091,Aslan Elbiev,9256793
nm6287286,Juanlu Sevillano,8248345
nm6260242,Alechan Tagaev,4938283
nm4567471,Mehdi Djaadi,444696
nm0336115,Sigi Graue,630483
nm0080989,Susie Bick,123595
nm6263350,Romain Barbieux,3000736
nm5128372,Chiara Capitani,5206693
nm5020034,Sophie Guyard,11131705
nm4444243,Ted Pluviose,236033
nm0915385,Anat Waxman,870135
nm6750307,Victor Cabal,1860271
nm1327236,Aleksandra Justa,390033
nm1317067,Anna Mihalcea,240340
nm3097722,Megumi Ayukawa,7645806
nm3080893,Stephen Plunkett,36890
nm12387795,Abel Mestre,6095123
nm15171321,Graca de Andrade,3188427
nm6551035,Joseph Bour,9483409
nm6444774,Philippine Stindel,317404
nm4288381,Isabeau Blanche,490003
nm6951153,Sameena Jabeen Ahmed,454489
nm7427261,James Star Pierre,12117229
nm6901865,Raphael Bouvet,12790649
nm4862432,Su Su,3775376
nm6445323,Endurance Newton,4767413
nm5945164,Rafal Uchiwa,3438992
nm6447087,David Istok,8531452
nm6568418,Spartacus Ursu,4198616
nm2574881,Emmanuel Gradi,1400650
nm0078326,Marius Bertram,1667232
nm10712646,Steve Mackey,7314218
nm7322144,Doga Zeynep Doguslu,247685
nm0326659,Marina Golovine,96275
nm6588249,Suzanne Dobel,7515931
nm1570600,Juanma Diez,3982807
nm11697511,Neil Armstrong,3576373
nm5718759,Melissa Cornu,10892015
nm13411832,Marie Delmas,4558422
nm3661737,Amanda Dawson,5570935
nm4062501,Anya Louanchi,3994067
nm6018502,Pfeifer Brown,208963
nm6579574,Joshua Raccah,346681
nm2493955,Adrian Purcarescu,9090326
nm6523680,Matteo Leborne,5920406
nm14153610,Greg Poole,2203933
nm0698821,Christelle Prot,685947
nm6778210,Florian Lemaire,1578335
nm5331611,Leana Doucet,5563116
nm7474355,Meshi Olinski,8887076
nm7519102,Dachi Orvelashvili,964817
nm0735715,Alina Rodriguez,1415482
nm6671993,Calvin Buenaventura,6839487
nm6507706,Camila Mardila,74631
nm0484023,Maurice Lamy,171897
nm0582010,Patrick Messe,13224328
nm3079329,Maria Jose Siebald,2182047
nm0512054,Jimena Lindo,641995
nm6854397,Archibald Smith,5214010
