ID,star,STARmeter
nm10276797,Laura Ketels,7355945
nm14020461,Sereen Khass,331589
nm14397832,Nina Poletto,395467
nm8402694,Ruby Minard,1028306
nm14067993,Florentina Elena Pop,208578
nm13525105,Hala Zein,982184
nm11100187,Maayane Conti,2140561
nm6901634,Kasia Wolf,9492954
nm0373661,Mona Heftre,268374
nm10769743,Alyona Mikhailova,51329
nm5967164,Fiorella de Ferrari,1731310
nm12466218,Iris Jodorowsky,235959
nm9000158,Virginia Raquel Sevilla Garcia,887371
nm7549607,Justine Demeaux,12933573
nm10971488,Olav Benestvedt,12836106
nm14067225,Payar Allahyari,1064298
nm13652409,Fide Fdhili,505544
nm14004195,Mudathir Musa,7291355
nm13662317,Nicolas Sepulveda,444065
nm13493218,Eirik Saether,108104
nm13614598,Jojo Bapteise Whiting,216561
nm13121123,Andre Cabral,215763
nm13607861,Aimie Lombard,2852628
nm11398752,Kim Si-eun,131551
nm2482601,Ashraf Farah,406293
nm13611674,Salima Maatoug,1342410
nm13668363,Ebla Mari,58918
nm7028122,Lea Lopez,193570
nm6888511,Regine Elmaleh,342319
nm14497800,Nawid Elham,1048635
nm0221574,Aimee Despaigne,2074280
nm13883429,Daniel De Palma,1778732
nm8000117,Hugo Bentes,450115
nm11958857,Kerrie Hayes,1404685
nm13954818,Abdellah El Hajjouji,461995
nm6500160,Alex Blanchard,8025205
nm5402477,Julie Gallibert,2055821
nm14050639,Mohammad Eghbali,7290299
nm7084093,Svetlana Leon,9094316
nm8452357,Yuqi Chen,49690
nm13087556,Deepthi Sharma,4345048
nm9279520,Alexandra Holzhammer,604906
nm14979975,Laur Bondarenco,3168090
nm10747080,Camilo Arancibia,154553
nm11092730,Pierre-Yves Massip,6614550
nm14744253,Siran Riak,102246
nm14765779,Nguyen Thi Truc Quynh,565711
nm15244943,Uwe Steinmetz,8099912
nm0096715,Marianne Borgo,162126
nm2887354,Girija Oak,45429
nm3526501,Gael Tanniou,4973623
nm0470567,Jan Kreczmar,1789532
nm0009693,Bertina Acevedo,10196135
nm0771425,Salvatore Schiera,7316541
nm1225156,Isabelle Van Waes,516506
nm10449371,David McKay,10392223
nm0320316,Carlo Giordano,8062989
nm13581686,Jon Stewart,9083057
nm0127352,Cihat Butun,1417468
nm0097950,Silvana Bosi,900569
nm0038450,Pierre Banderet,2064422
nm0619318,Fatemeh Naghavi,6449122
nm0973007,Attilio Cucari,2084930
nm0700061,Sharrieff Pugh,146882
nm0134416,Anne Canovas,182096
nm0631958,Johannes Nikolussi,668700
nm0480027,Catherine Lachens,82461
nm0494233,Gaela Le Devehat,569986
nm1169742,Eileen Essell,21281
nm0357293,Mohamed Hamaidi,6005071
nm1050149,Serge Livrozet,6371306
nm0689627,Alexander Pollock,118470
nm0168303,Serge Cockburn,31518
nm0970343,Sadou Teymouri,7454384
nm15581808,Selina Cadell,1172420
nm0898613,David Vincent,1916390
nm0244911,Joe Duttine,30417
nm0591645,Tadeusz Minc,1958590
nm0349726,Maritza Gutti,943656
nm1158727,Nayef Fahoum Daher,3204495
nm0840486,Taro Suwa,230099
nm0004382,Jean-Jacques Vanier,1955960
nm0071114,Jean Benguigui,182025
nm1544372,Jerome Le Banner,155478
nm3358816,Dilbar Gunayeva,11357461
nm1742326,Parkasio Ole Muntet,9496991
nm0156756,Arno Chevrier,335773
nm13953640,Chris McKinney,7320078
nm0294417,Philippe Fretun,820308
nm1210895,Stephanie Szostak,4178
nm0949379,Charlie Young,358076
nm1560300,Nana Gbewonyo,40769
nm0885739,Alex Van Bibber,1456821
nm1495519,Morgane Cabot,397128
nm0782134,Ariane Seguillon,466235
nm1625521,Hiei Kimura,467441
nm4426211,Assaf Cohen,3426360
nm0228028,Moustapha Diop,12197482
nm1007965,Henriette Richter-Rohl,56474
nm0252714,Micky El Mazroui,6100453
nm1679250,Brieuc Quiniou,1743981
nm0187814,Jean-Noel Cridlig-Veneziano,1882948
nm3520443,Angelica Sancio,566705
nm1931975,Yannick Nasso,1711601
nm1064823,Cayden Boyd,9908
nm0344470,Olga Grumberg,11769433
nm0539014,Kelvin Malave,3213799
nm1840007,Francois Mayet,3363400
nm0083920,Daniela Bisconti,1908307
nm1728407,Micol Estevez,954886
nm1714614,Babak Ansari,1018707
nm0266751,Mei Fang,5338691
nm0999419,Miles Thompson,155381
nm1703507,Razika Simozrag,901920
nm2629057,Alexandru Boghiu,9585216
nm2085530,Farida Benkhetache,1189856
nm2280791,Kamran Rehman,11047108
nm2011422,Misty Wilkins,423184
nm2312057,Rodrigue Ouattara,8274982
nm0596257,Kazem Mojdehi,13090410
nm0381418,Annelise Hesme,26083
nm2235048,Daniele Rampello,1296903
nm0190211,Olivier Cruveiller,434181
nm0145539,Fidel Castro,949631
nm2827673,Dillon Freasier,14006
nm3117473,Franck Semonin,250656
nm2086897,Joy Doyle,1486870
nm1760429,Aylin Prandi,223993
nm6259468,Thomas Gonzalez,9916512
nm2262539,Alessandra Streignard,8744978
nm0224821,Maimouna Helene Diarra,10171570
nm9916416,Yousef Sweid,1170444
nm0230521,Nicole Dogue,590491
nm15384595,Bill Buell,10589913
nm7637049,Dagbeh Tweh,4365074
nm3080020,Yonathan Alster,4647964
nm2325855,Gael Tavares,1105996
nm1105708,Noemie Lenoir,16096
nm2113899,Florian Renner,552126
nm0044206,Alain Azerot,651661
nm1495361,Gera Sandler,162358
nm1890509,Yeelem Jappain,168573
nm2738524,Julien Amate,6202296
nm2390234,Paola Rotela,6614579
nm10716982,Maggie Ma,4855765
nm2181760,Kelsang Chukie Tethtong,9213953
nm1883057,Yiliana Chong,768370
nm2436145,Alice Parkinson,26887
nm0685014,Sven Pippig,553272
nm2471706,Gracie Bednarczyk,328083
nm0370574,Masao Hayama,435844
nm2706885,Caroline Guerin,1353432
nm0071501,Anne Bennent,73739
nm3562900,Hadar Avigad,9428548
nm3303081,Nika Alajajev,10415123
nm14879113,Ron Wood,12353453
nm2604959,Sebastien Pages,3982148
nm0924510,Betty White,5507444
nm8466115,Doug Stone,6373433
nm10465585,Joshua Cox,12069402
nm0396063,Catherine Hosmalin,221806
nm3396478,Fabiana Belot,9278497
nm2079233,Haci Aslan,3850316
nm0098812,Julien Bouanich,621972
nm0371515,Nathaniel Haynes,9533669
nm3120115,Ladislav Sedivy,965206
nm2204744,Mariza,1261800
nm3168923,Mohamed Bouchaib,8135653
nm0029256,Jean-Pierre Andreani,3671398
nm3141743,Kamran Rad,8949554
nm4794972,Jean-Claude Ayrinhac,12729829
nm3160898,Magalie Contreras,4106777
nm13399025,Carlos Ceja,6715375
nm3181055,Nadia Chibani,316530
nm4222315,Vasil Vivitz Grecu,11737620
nm1731793,Thomas Durand,635580
nm12535928,Andres Ramirez,7100515
nm5421822,Charles Crombez,1039271
nm3524804,Agatha Couture,932133
nm0267789,Paul Farmer,11252089
nm3018235,Nieves Cabrera,1224773
nm3115704,Ahney Her,16508
nm1090066,Aissa Ihamouine,2059246
nm12463251,Armelle,12553901
nm2068625,Danielle McLeod,1467538
nm2858776,Liam McIlfatrick,2133287
nm2996925,Petch Mekoh,7056628
nm1747516,Memo Dorantes,219154
nm2931365,Wayne Chin,5492688
nm2968781,Marcel Mankita,3546632
nm3226276,Alice Tremolieres,191290
nm12440940,Mateo Morales,1327436
nm4421570,Georgetta Leahu,279732
nm2793021,Valentin Vigourt,2014108
nm2008954,Mahamadou Alzouma,1340615
nm2669257,Renaud Dehesdin,1120054
nm2672171,Maxime Bessette,637393
nm6682918,Axel Honounou,4108211
nm3118933,Takelech Beyene,7671711
nm3812136,Nelson Lariccia,9418728
nm3119765,Nour Zoubi,4548524
nm11121894,Ha-na Lee,10199001
nm3312496,Corentin Chapa,4257105
nm3060213,Diana Franco Galindo,857700
nm3308636,Marie-Rose,3374975
nm0829424,Helen Stewart,367650
nm0159810,John Christensen,852648
nm0239962,Servane Ducorps,1339872
nm11548430,Maria Botto,11093162
nm3118963,Emilse Roldan,3863105
nm3648778,Myriam Tuil,4627642
nm2001914,Elodie Weber,2178000
nm2932809,Kevin Lelannier,12023069
nm2083825,Fernando Armani,7357262
nm1225639,Celia Cruz,814196
nm0781139,Valeria Seciu,322060
nm2686518,Billy Josephine,3335354
nm2702746,Aba Rash,1666183
nm0521924,Pierre Louis-Calixte,1116941
nm1753982,Ovul Avkiran,1055885
nm3816263,Samir El Hakim,6262101
nm0793696,Tsuyu Shimizu,176712
nm2992182,Melkar Muallem,8423503
nm1305661,Carlos Lissardy,8574998
nm2961396,Efrain Solis,3835401
nm3457212,Frey Ranaldo,320506
nm2255761,Monique Le Negaret,4934420
nm3562643,Antonio Sommella,1478137
nm3981573,Justine Lerooy,865396
nm3628562,Cedric Constantin,1474851
nm0495609,Abraham Leber,10186106
nm2981006,Laura Neiva,149372
nm15004458,Sasha Allard,1134077
nm3436967,Cornelio Villagran,9815895
nm1242332,Miroslav Stevanovic,8883124
nm3394719,Kimke Desart,212945
nm3580667,Fakher Mohammad Barzani,4874153
nm3359867,Ibrahim Frege,1493846
nm2432287,Pauline Grossen,956028
nm3357652,Chema Torre,10685177
nm3162864,Adelyn Bacon,7220546
nm2939122,Edgar Saba,9769699
nm13257549,Nina Rodriguez,13075874
nm3704625,Gurgun Argan,6777611
nm0261323,Hassan Essakali,1195214
nm3868604,Linda Doudaeva,11353077
nm2846903,Wassila Dari,355589
nm0119650,Antonio Buil,169552
nm3554150,Asami Yaguchi,1378813
nm1871170,Pep Ricart,5266746
nm1522426,Sarah Biasini,97480
nm1547989,Delfine Bafort,186256
nm3602655,Duy Khoa Nguyen,5895753
nm3871538,Muriel Dubois,5795605
nm3781393,Sabila Moussadek,1067553
nm4012460,Thomas Durastel,4787171
nm3655408,Mercedes Quinteros,10847497
nm2590777,Emilia Verginelli,231465
nm1300532,Victoria Larchenko,380548
nm0076291,Julie Bernard,10550901
nm3376745,Umut Ilker,13115209
nm9444182,Agathe Schlencker,11970735
nm0481456,Alicia Laguna,779576
nm0445130,Jukka Keinonen,1087454
nm1306081,Yasmin Paige,12921
nm3637182,Tenjing Sherpa,2535659
nm0494433,Patrick Le Mauff,2132518
nm10257760,Ismael Martinez,10568596
nm3708675,Noureddine Denoul,12193266
nm2083076,Farzin Mohades,1085327
nm3646447,Saba Yaghoobi,3505376
nm0723198,Bruno Ricci,133092
nm14015744,Feng Lin,6157486
nm1533122,Jyoti Subhash,406617
nm4380352,Habib Aichouche,11436434
nm15579458,Chih-Ju Lin,7316552
nm1277138,Marie Raynal,1885893
nm10634727,Carmen Corral,13255164
nm3594871,Rodrigo Velez,9578952
nm4500170,Joe Szula,271529
nm0544140,Doreen Mantle,22815
nm4216460,Talid Ariss,309696
nm1505857,Agnes Delachair,132399
nm3932815,Deborah Durand,872442
nm3786368,Nadezhda Pyrerko,2787188
nm0878732,Motshabi Tyelele,570218
nm0916352,Carlos Weber,334791
nm1109293,Fanny Gonin,8461360
nm0592976,Jean-Marie Mistral,5925571
nm3603495,Imogen Jones,1015890
nm3888949,Ronit Peled,1228939
nm4013156,Martina Albano,11934692
nm12629315,Kika Farias,2192499
nm1444973,Jose Ramon Argoitia,741997
nm0360559,Michael Hanrahan,76428
nm1982059,Askat Sulaimanov,1187713
nm3620409,Anchana Ponpitakthepkij,8916027
nm3676513,Judy Minx,80972
nm4292504,Joseph Dorkel,2353311
nm3741063,Elvira Rimbu,5261561
nm4563783,Emilien Neron,376921
nm3186020,Jade Viggiano,8921274
nm14363999,Olivia Ruiz,11700116
nm0691645,Orna Porat,450869
nm14862076,Romain David,8485881
nm0028441,Nina Andresen Borud,200818
nm0875579,Lionel Tua,700315
nm4024536,Noemie Le Carrer,4525756
nm0253967,Per Christian Ellefsen,76621
nm4017418,Jinfeng Bai,7483245
nm2992630,Mac Danzig,642946
nm0062012,Javier Baigorri,8029385
nm0193191,Emmanuel Curtil,236113
nm1863607,Nansi Aluka,280343
nm4653424,Bernard Bureau,9096542
nm1767570,Ahcen Titi,1277608
nm13645409,Arcangel,1121891
nm6206853,Julieta Gentile,5586070
nm4081866,Hind Taher,3621020
nm4716341,Veronique Rebizov,4871831
nm4736135,Slimane Khettabi,6439860
nm3785503,Chloe Csengery,19096
nm0259435,Lilay Huser,1067260
nm11078734,Yan Ni,1675527
nm0938256,Jean-Francois Wolff,626037
nm3780357,Chloe Hollings,122886
nm4392658,Jeanne Disson,128884
nm4757932,Valerie Mestdagh,1775055
nm1758944,Jean Gadrey,5689730
nm0078427,Valere Bertrand,4824019
nm2943075,Johanna Morck,133306
nm4281080,Sharon Herrera,9007919
nm1300688,Todi Llupi,1685159
nm11014345,Big Boy,7440760
nm4047271,Nolberto Sanchez,12384424
nm4463556,Claude Baz Moussawbaa,926340
nm0706153,Joachim Rafaelsen,578504
nm4288407,Isabella Lindquist,566055
nm4111780,Patrick Rutherford,5149468
nm6818569,Aziza Gorgi,1827493
nm0563669,Eleonora Mazzoni,1914009
nm4853715,Kenji Levan,10510358
nm0521041,Francois Loriquet,271047
nm3086126,Ryoga Hayashi,1004762
nm4059450,Sharon Tal,978740
nm1186254,Gen Shimaoka,9640987
nm12655616,Ken Jacobs,3816907
nm4760121,Sandra Adjaho,12737343
nm4520399,Sarah Yagoubi,8860508
nm5658411,Eleazar Reygadas,1838831
nm0521646,Rabah Loucif,1355772
nm0054453,Nadia Barentin,554090
nm0553507,David Martinez,8365493
nm0139672,David Carr,11895896
nm2468631,Ivan Cori,1238366
nm5787486,Gabriel Weinstein,603720
nm0365027,Louise Harris,9104787
nm4409697,Pasqualina Scuncia,680978
nm1501203,Patrick Harley,5625411
nm0193883,Mimmo Cuticchio,1957381
nm0045994,Thomas Badek,933744
nm3398633,Christine Kain,4330240
nm0779587,Michelle Scott,461119
nm4155819,Nayra Calle Mamani,8373807
nm4796909,Zoe Emre Dahan,11388889
nm10906445,Yor Jasbleidy Santos Torres,12865145
nm1559364,Ulysse Grosjean,1117966
nm4444925,Nouzha Akel,12115315
nm4511602,Christian Henrard,12563706
nm4503078,Abubakar Jamil,1570442
nm4502983,Yingying,4567411
nm4511866,Presylia Alves,8139699
nm4660322,Shi Guangjin,4309709
nm4143487,Nathan Duval,169913
nm0094786,Jean-Paul Bonnaire,327617
nm0751111,Dick Russell,785409
nm1088477,Alain Duhamel,2904322
nm3035232,George Sampson,66709
nm4816070,Elena Popa,578575
nm4264988,Kaloian Siriiski,12112613
nm4390537,Sarah Coulaud,2866824
nm4591915,Francois Viette,1297562
nm4552732,Dengaryu,5866620
nm2066325,Ricardo Felix,8987918
nm4704900,Barbara Colombo,6478409
nm4704333,Sebastian Zimmler,552087
nm5025868,Jaume Terradas,2514070
nm4593529,Roman Merinov,1218486
nm4563045,Matilda Manzano,941901
nm4442063,Francesco Huang,12254003
nm4150462,Jib Pocthier,1789751
nm5478174,Robert Leroy,768175
nm11758514,Sarkis Seropyan,3970465
nm0462439,Wolfram Koch,108099
nm10287919,Thomas Baumgartner,3463467
nm4355012,Amir Hossein Maleki,8700955
nm1769795,Cassandre Manet,1559682
nm10096855,Jung-min Park,11207547
nm0684001,Patrick Pineau,796356
nm3663632,Morten Larsen,10543814
nm0699687,Friedhelm Ptok,361827
nm5484865,Shana Castera,340689
nm0814525,Stephane Soo Mongo,780336
nm0862371,Claude Thebert,3551525
nm12099191,Margarita Lopez,8932627
nm4664489,Madeleine Bisson,778304
nm0647433,Cahit Olmez,568449
nm4541656,Fabrizio Falco,1199361
nm13569161,Maxim Emelianov,5771250
nm5507277,Agnes Belkadi,8079076
nm0660097,Nando Paone,179706
nm4878024,Giovanni Arcuri,4923335
nm4884095,Javier Nunez Florian,722291
nm4853184,Lajos Sarkany,11116287
nm2182460,Henry Stange,675965
nm1274042,Olga Kokorina,10758795
nm4676995,Suzanne Faha,1385741
nm3206301,Sanja Mikitisin,429685
nm0489161,Charlotta Larsson,397951
nm7442832,Sarah Stern,11222369
nm8247612,Christian Bayerlein,849304
nm4947025,Hassina Burgan,822497
nm0116197,Marc Brunet,589527
nm0128328,Gary Cady,57375
nm5368373,Ismael Ouazzani,2028913
nm6872481,Andres Murillo,11777052
nm1018525,Mauricio Minetti,13057296
nm5038871,Annika Wedderkopp,34392
nm5343396,Laity Fall,13024200
nm5171479,Edige Bolysbaev,3512135
nm4318648,Juliette Besson,162768
nm5628596,Jean-Paul Edwiges,10512362
nm0738388,Delphine Rollin,437668
nm4190763,Itzik Golan,1006430
nm12869037,Sofia Brito,9727444
nm4647933,Lorena Guadalupe Pantaleon Vazquez,12792761
nm9282403,Carolina Centurion,13253428
nm5089104,Floralba Achicanoy,6252564
nm0561356,Inge Maux,186850
nm5184964,Abdullrahman Al Gohani,510052
nm1688714,Rene Rupnik,1811630
nm0522149,Jean-Pierre Loustau,7775635
nm5494407,Ki-Hong Woo,885747
nm1246529,Gilberto Ramirez,814911
nm5548943,Ulfur AEgisson,9380775
nm11548927,Ahmed Ali,4021330
nm5324690,Fabien Heraud,1034701
nm6593921,Charles Merienne,989928
nm0260582,Michaela Eshet,8547947
nm10045425,Christian Patrick,6768206
nm0684996,Ela Piplits,1814776
nm4799306,Claude Morel,747201
nm1420220,Gerard Garouste,915055
nm10026015,Megan Park,2597425
nm5141971,Baris Hacihan,617185
nm5175919,Jonathan Lampinen,684447
nm4975947,Macarena del Corro,3950537
nm5904390,Ali Zarif,5625587
nm5176576,Heloise Leveau,12087479
nm13243727,Oscar Ayala,8605006
nm5329895,Gauthier Kiloko,6323498
nm4936339,Stig Werner Moe,7684162
nm4620648,Anna Bellezza,1102405
nm3350137,Michelle DeFraites,28426
nm5176371,Mikhail Veksler,12083527
nm0816442,Jose Soza,472451
nm5363488,Brigitte Apruzzesi,1035904
nm8939229,Juan Chirinos,8088999
nm6425836,Clara Wettergren,114728
nm0733983,Stephane Roche,12334589
nm4686126,Isaac Leyva,410677
nm5496428,Victor Laforge,4492715
nm0054403,Djemel Barek,436586
nm3737845,Ghida Nouri,1348691
nm2251999,Aleksey Podolskiy,623397
nm0324400,Patricia Goemaere,338892
nm3922902,Jean-Baptiste Lafarge,1092708
nm5684254,Yasmin Mwanza,257490
nm8430404,Naomi Christie,1622912
nm5370274,Joyce Payne,2073891
nm5739547,Samson Dajczman,7611027
nm1160480,Louise Szpindel,306257
nm5581681,Joaquin Castiglioni,13177713
nm4356951,Gizem Akman,254269
nm5521422,Mukhtar Andassov,7381225
nm4444502,Sonia Chraibi,3548009
nm5553598,Data Zakareishvili,368108
nm0376610,Stephen McKinley Henderson,3966
nm0445060,Leonor Keil,12364346
nm5629668,Tomohiko Kyogoku,3368381
nm1470167,Peter Garrett,10375603
nm5695537,Thor Roissum,6648510
nm6451534,Florence Mezzara,313685
nm3905232,Clovis Fouin,253914
nm13525344,Alcides,8425631
nm0899517,Dorel Visan,181168
nm1163935,Rebecca Convenant,574060
nm6733167,Lindsay Karamoh,427782
nm2758227,Willion Brandao,7394703
nm0726883,Hildegun Riise,432071
nm0806833,Francois Smesny,1654842
nm5770162,Matheo Boisselier,635978
nm12465643,Yuan Tian,9522348
nm0138031,Tim Carlson,13223885
nm3213635,Marina Keltchewsky,9027584
nm5643019,Nelson da Cruz Duarte Rodrigues,11241653
nm5672095,Jalal Boulftaim,9767509
nm1624304,Alan Moore,889469
nm5218776,Giovanna Salimeni,427134
nm5018074,Paco Casaus,960856
nm5753296,Hovhanes Khoderyan,3043288
nm0078696,Melchior Derouet,269574
nm2685846,Chloe Jouannet,45692
nm6557453,Larouci Didi,1581528
nm7216916,Fernando Hechavarria,2126366
nm5151052,Modou Cisse,1556276
nm6117802,Samuel Bousbib,2915347
nm5998769,Antoine Fichaux,4429426
nm5245721,Barbara Perrin Rivemar,1936536
nm5612982,Diana Laszlo,8999519
nm5543541,Ursula Bedena,723656
nm4456971,Achille Ridolfi,949956
nm2979171,Aleksandr Lyapin,529367
nm5856484,Cindy Dumont,11652250
nm6018106,Patrick Chanfray,9357438
nm5882933,Nelly Ramos,1265106
nm5072836,Giacomo Lazotti,1331385
nm0238635,Karen Drury,76255
nm5807179,Maximilian Scheidt,10630709
nm0804518,Halina Skoczynska,809024
nm2623569,Suat Usta,816553
nm6182402,Ramzan Idiev,1390560
nm1113321,Farida Amrouche,10773542
nm1799342,Joman Chiang,275292
nm6772137,Romain Depret,7923284
nm12762899,Jawed Hannachi Herzi,9475553
nm1840773,Kulliki Saldre,1447812
nm0893783,Rocio Verdejo,89017
nm0331928,Luis Antonio Gotti,951944
nm6213459,Melisa Celayir,1832769
nm0493980,Giulia Lazzarini,1137294
nm0302369,Don Gallagher,121945
nm1526568,Elisabeth Lando,600374
nm1388352,Alvin Astorga,8663975
nm2688361,Amine Ennaji,420633
nm12252716,Paul Besson,2174561
nm4874707,Jackee Toto,947518
nm0441165,Takataro Kataoka,99413
nm6222092,Kheda Gazieva,2855227
nm6260243,Ivan Kriznjak,5198853
nm6037545,Salum Abdallah,5368968
nm7246865,Haregewine Assefa,9836313
nm0837142,Tapa Sudana,1735247
nm3227837,Warren Ellis,1004294
nm0400322,Martin Hug,7377695
nm9980514,Serge Geairain,2888926
nm7570637,Mariana Oliveira,9621066
nm4865458,Helene De Vos,595503
nm5157681,Anouar Toubali,146618
nm0046295,Caroline Baehr,564675
nm5877155,Xiao Mu Lee,12148872
nm7502808,Alyne Santana,1501767
nm3025097,Mario Theis,6047702
nm6444776,Jad Solesme,777636
nm5619260,Elyes Aguis,446471
nm0097356,Alejandra Borrero,310889
nm10364070,Xu Zhang,6033873
nm6900806,Dieudonne Bertrand Balo'o,9640120
nm0162192,Milan Cifra,8098797
nm1941252,Dimitri Sani,3125478
nm0784111,Luc Senay,605855
nm0973412,Laetitia Lefebvre,949735
nm7089573,Adriane Gradziel,153124
nm10214804,Nick Banks,10087355
nm0483259,Michael Lambert,10139049
nm6620299,Marius Jauffret,4318147
nm3514395,Itxaso Gonzalez,11490731
nm7992771,Zineb Ahmidou,3570657
nm6602386,Marie Demasi,1438110
nm6512673,Lou-Emilie Alves,12740458
nm6579575,Johanna Lindstedt,223523
nm0915320,Claire Wauthion,188697
nm5420684,Isabelle Ottmann,143575
nm7182477,Corneliu Cozmei,10090482
nm7304567,Louise Middleton,4509686
nm6523681,Mailys Leborne,7994454
nm6672054,Tito Furtado,7898556
nm4298294,Genevieve Montaigu,987794
nm5595493,Hrvoje Vladisavljevic,1241313
nm0959300,Silvia Aguila,562493
nm6671995,Gustavo Ruiz Montoya,10966034
nm2376938,Michel Joelsas,293856
nm3887078,Mounzer Baalbaki,6212029
nm14001836,Claire Cahen,1294047
nm7373505,Anne Plumejeau,7310559
nm6854398,Selim Zahrani,12721357
nm0970329,Alice Taurand,1159151
nm8016855,Erikas Sizonovas,6836209
nm1351754,Emile Salvador,3614991
nm0088300,Jacques Bleu,3278361
nm2270043,Hugo Tourita,1016041
nm8982446,Panya Yimmumphai,71703
nm2530407,Helene Reingaard Neumann,99919
nm1503409,Taysha Fuller,279121
nm0297764,Yumi Fujimori,8800021
nm7379141,Matthieu Schaller,1971752
nm6726013,Nicola Nocchi,2223168
nm0893655,Jos Verbist,364988
nm6857816,Manuel Antun,1521555
nm6358452,Sivert Giaever Solem,2737370
nm5796606,Daotie Wang,638626
nm4583659,Truong The Vinh,1402889
nm5021422,Elisa Brites,2062738
nm9533080,Ahmed Hafez,8739949
nm5005426,Redouane Behache,625139
nm0755652,Isabelle Sadoyan,432403
nm0684514,Lotte Pinoy,270965
nm5632769,Bian Oscar Rodriguez Gala,1580898
nm6725564,Lorenzo Lefebvre,144648
nm9460263,Abidine Dioari,4310373
nm3887352,Kyara Uchida,150969
nm7449626,Chris Hedges,3158399
nm4725421,Louise Chen,3967482
nm4380691,Aymen Omrani,4675776
nm13687770,Ashalata Wabgaonkar,3998696
nm7718974,Seydou Doucoure,9941299
nm8393926,Mikaele Tuugahala,12576783
nm9236549,Kamal El Amri,1121749
nm6352830,Timur Bondarenko,5741732
nm6646037,Sayeh Sodeyfi,12305264
nm0367855,Jens Harzer,35912
nm4268649,Surafel Teka,1792821
nm6854277,Narinman Bekbulatov-Areshev,1330351
nm7308371,Edison Raigosa,1251495
nm12133635,Manal Awad,10875261
nm12525165,Ivan Georgiev,3051637
nm7327255,Halima Karaouane,131697
nm7116214,Chico Chapas,1993465
nm10127008,Aaron Rivera,7555953
nm7306669,Erik Ruiz,12210322
nm6601913,Ella Frey,552857
nm2060055,Philip Desmeules,111481
nm7311883,Nami Kamata,12525779
nm6854333,Mathis Crusson,2193992
nm7350709,Buddy Duress,21664
nm7398531,Maiko Mihara,575951
nm2457868,Julia Glaus,9529613
nm1290832,Annie Alba,6142551
nm0432568,Mathias Jung,969142
nm4655830,Rodrigo Perdigao,1263233
nm8770110,Marceline Rofit,1228723
nm8411759,Jomar Bisuyo,11644273
nm7495721,Hiba Attalah,9661270
nm6951862,Yannick Gobeil-Dugas,1554144
nm5509325,Carole Lo,10937887
nm6120325,Pavleen Gujral,159003
nm6451201,Marian Farias Gomez,1004837
nm10821851,Mita Rahman,6734151
nm5109591,Elzio Vieira,2165860
nm7579320,Eli Piz,9545136
nm2704324,Claire Tran,50146
nm4111888,Pauline Cheviller,116315
nm9384029,Helie Thonnat,294059
nm1603552,Stephane Coulon,781316
nm7844224,Dylan McKiernan,363601
nm0582228,Bob Messini,1258799
nm11160159,Trisha,8052990
nm0152812,Mathieu Chardet,1661538
nm12026024,Maritza Gonzalez,5073236
nm7758612,Denis Nardin,9065544
nm4843603,Patrice Tepasso,1962042
nm11367950,Arantzazu Ruiz,3606518
nm7600205,Daniel Kadlec,1465096
nm3017544,Ralf Tempel,12009751
nm0639214,Carlos Nunez,12569801
nm0099346,Christian Bouillette,424219
nm8642655,Madeza Chhem,6814764
nm8644855,Gaetan Claudia,3462602
nm6442123,Robert Harutyunyan,10716463
nm0887426,Francis Van Litsenborgh,10191078
nm8084770,Francois Nour,736953
nm0352670,Salwa Nakkara,449885
nm4612043,Pascal Turmo,10978652
nm7864211,Heloise Dugas,1980563
nm1408936,Dorota Kolak,178466
nm8224582,Claudia Placer,142780
nm8004102,Herbert Corimanya,8655349
nm6935289,Evgenia Brendes,157801
nm1295289,Fusako Urabe,637689
nm0210221,Nieve de Medina,267470
nm4403955,Alfie Thomson,3923627
nm0135875,David Caracol,1134340
nm3861494,Joseba Usabiaga,394626
nm8859562,Antonio Torres Lima,7304325
nm8124725,Sobere Sessouma,3210108
nm0849113,Carmen Tanase,165156
nm6050322,Dimi Hart,828801
nm8890407,Joan Botey,10940789
nm8614343,Zarema Asanalieva,2192976
nm3727250,Irina Chipizhenko,686471
nm2428946,Lena Suijkerbuijk,413072
nm0309322,Caroline Gasser,7193334
nm1277427,Dan Shapira,464700
nm7189102,Nagibe Chader,11665997
nm8124774,Romain Leger,5396767
nm10312139,Adam Fekete,5390393
nm9854781,Mimoun Benabderrahmane,12711936
nm9025090,Matvey Novikov,292934
nm3612797,Kamille McCuin,97574
nm2530687,Jochen Hagele,270443
nm8495698,Gregory Baud,10047201
nm8471743,Joris Dangles,12795942
nm9222898,Renely Alfred,1352516
nm12738568,Melissa Haguma,8629541
nm8062426,Mamadou Bathily,482789
nm8342690,Arthur Robin,1347168
nm1850997,Muriel Gaudin,11741337
nm9494061,Jihed Fourti,4105882
nm8473779,Ana Maria Henriquez,1833748
nm7719609,Dorothee Dentel,11037226
nm5040021,Gaston Salgado,176414
nm1728739,Somany Na,10779594
nm8315992,Enuki Gvenatadze,6394641
nm7803802,Mia Erika Sparrok,332819
nm8389249,David Semedo,3334680
nm8106175,Digbeu Cravate,12794958
nm7455117,Young-Min Kim,8506474
nm0075167,Sylvia Berge,806871
nm8369605,Shaden Kanboura,487254
nm0947986,Bennu Yildirimlar,49470
nm10962449,Gallea,3448310
nm7311139,Andrea-Laure Finot,9622178
nm8804259,Pierre Molinier,2691862
