director,director_id
Amp Wong,nm5332002
Tomohisa Taguchi,nm5263494
Leroy Kincaide,nm3798034
Gary Ross,nm0002657
Mimi Leder,nm0001460
Gil Junger,nm0432627
Betty Thomas,nm0858525
Peter Thorwarth,nm0861826
Joel Schumacher,nm0001708
Karan Johar,nm0424103
Sôichi Masui,nm1637806
Oliver Stone,nm0000231
Terry George,nm0313623
James Cullen Bressack,nm4097598
Josh Boone,nm1837748
John Carpenter,nm0000118
Makoto Kamiya,nm0436780
Andrew Jones,nm2096009
Egor Abramenko,nm3325960
Takeo Takahashi,nm1167962
Luis Llosa,nm0515891
Alejandro G. Iñárritu,nm0327944
Tensai Okamura,nm0645513
Mikael Håfström,nm0405632
Michael Matthews,nm3462290
Rupert Sanders,nm2782185
Trey Parker,nm0005295
Annabel Jankel,nm0417708
Dennis Gansel,nm0304541
Rob Letterman,nm1224299
Jan de Bont,nm0000957
Ga-Young Jeong,nm9282974
Alex Kurtzman,nm0476064
Phil Lord,nm0520488
John Woo,nm0000247
Dominic Cooke,nm4315078
Rodrigo Fiallega,nm1109126
George Tillman Jr.,nm0863387
Ted Berman,nm0075859
Bobby Boermans,nm0091335
Sean S. Cunningham,nm0192446
Michael Cuesta,nm0191147
Bryan Gordon,nm0330057
Walt Dohrn,nm0230666
Perry Lang,nm0485878
Simon J. Smith,nm0971239
Tim Story,nm1103162
Lluís Galter,nm3121098
Sid Bennett,nm2108205
Babak Najafi,nm0619836
Lewis Milestone,nm0587277
Elliott Lester,nm1714255
Kar-Wai Wong,nm0939182
Thorbjørn Christoffersen,nm1580685
Emmanuel Silvestre,nm0799110
Anna Zielinski,nm1267470
Iain Softley,nm0812200
Navot Papushado,nm4142927
Gil Kenan,nm1481493
David Hackl,nm0352524
Coralie Fargeat,nm0267287
John Singleton,nm0005436
Simon Kinberg,nm1334526
John Hyams,nm0404882
Liming Li,nm10868023
Harold Ramis,nm0000601
David Lynch,nm0000186
Braden R. Duemmler,nm3521344
Rosalind Ross,nm6793979
Renny Harlin,nm0001317
Ryûichi Hiroki,nm0386382
Nicholas Stoller,nm0831557
David Dobkin,nm0229694
Susan Johnson,nm0426287
Tony Oliver,nm0031407
Greg Marcks,nm1009775
Kate Cox,nm9409111
Kevin Greutert,nm0340436
Kimberly Peirce,nm0005303
Ryûhei Kitamura,nm0457565
Siddharth Anand,nm1893457
Prachya Pinkaew,nm1272773
Chad Faust,nm1039977
Babak Anvari,nm2035118
Menahem Golan,nm0324875
Christophe Gans,nm0304521
Lewis Teague,nm0853546
Patrick Tatopoulos,nm0851281
David Jacobson,nm0414817
Robert Schwentke,nm0777881
Yang Lu,nm4772813
John Landis,nm0000484
D.C. Fairhurst,nm4248682
Andrew Dominik,nm0231596
Julien Leclercq,nm2182866
Paul Verhoeven,nm0000682
Lone Scherfig,nm0771054
Alexs Stadermann,nm0821128
Jack Peter Mundy,nm9484608
Hideo Nakata,nm0620378
Patrick Read Johnson,nm0425957
Hiromasa Yonebayashi,nm0948488
David Bowers,nm0101047
Diego Kaplan,nm0438228
James Marsh,nm1016428
Akira Kurosawa,nm0000041
Dan Bradley,nm0103187
Brian Levant,nm0505152
Len Wiseman,nm0936482
Maisie Benson,nm11207005
Noah Baumbach,nm0000876
Isaac Gabaeff,nm2028380
Anthony Hemingway,nm0376006
Angela Robinson,nm1286340
Richard Lester,nm0504513
Justin Lin,nm0510912
Emy Jay,nm13189140
Jimmy Hayward,nm0371755
Toshiya Shinohara,nm0794000
Justin P. Lange,nm3336170
Stephen Hopkins,nm0394280
Gil-Byeong Chae,nm9234697
Jesús Franco,nm0001238
Peter MacDonald,nm0003423
Gregory Hoblit,nm0387706
Shigeyasu Yamauchi,nm0945674
Mark Baldo,nm0049786
Noriyuki Abe,nm0008352
Jis Joy,nm7834624
Henrik Martin Dahlsbakken,nm4104149
Michael Winterbottom,nm0935863
George A. Romero,nm0001681
Michael Pearce,nm3705960
Li Jun,nm8412166
Zhou Jiu Qin,nm12933234
Cedric Nicolas-Troyan,nm1031639
Mary Lambert,nm0005116
Christopher Smith,nm1247462
Sung-hee Jo,nm3644812
Ericson Core,nm0179697
Sean Penn,nm0000576
Kevin Costner,nm0000126
Mauricio Eça,nm4144240
Robert Dyke,nm0245829
David Helling,nm5278287
Iris K. Shim,nm1771279
Eva Longoria,nm0519456
Kellie Madison,nm0355192
Toby Genkel,nm0312881
Ethan Maniquis,nm0542450
Aditya Chopra,nm0159147
Patrick Gilmore,nm1369708
Rachel Talalay,nm0003080
Aly Hardt,nm8844176
M.L. Pundhevanop Dhewakul,nm4154470
Greg Mottola,nm0609549
Ol Parker,nm0662530
James Ward Byrkit,nm0126096
A.J. Edwards,nm2270935
Phyllida Lloyd,nm1630273
Ronny Yu,nm0950553
Sharon Maguire,nm0536632
Joachim Trier,nm1258686
Brannon Braga,nm0103804
Howard Zieff,nm0956052
Takanori Tsujimoto,nm2764304
Tsutomu Hanabusa,nm3108153
Antonio Negret,nm0624423
Michael Gornick,nm0331193
Phil Alden Robinson,nm0004675
Tobe Hooper,nm0001361
Dwight H. Little,nm0514546
Tom McLoughlin,nm0572951
Giuliano Carnimeo,nm0002189
Robert Cullen,nm2366527
Chris Juarez,nm10851807
Maneesh Sharma,nm1834891
Maritte Lee Go,nm2728447
Tyler Perry,nm1347153
Hiroyuki Morita,nm1293863
Benny Safdie,nm1509478
Oh-Seung Kwon,nm12785791
Yoshihiro Fukagawa,nm2128244
Eric Demeusy,nm4383646
Edward Bazalgette,nm0063279
Frank Capra,nm0001008
Shin'ya Kawatsura,nm1450274
Stéphane Rybojad,nm1360702
Galder Gaztelu-Urrutia,nm2008067
Jay Roach,nm0005366
Isabel Coixet,nm0170043
Leigh Whannell,nm1191481
Karl Holt,nm6682916
Mar Targarona,nm0850173
Elle Callahan,nm3547147
Shady El-Hamus,nm1553529
Carlos Moreno,nm2872021
David Yarovesky,nm0946521
Anna Mastro,nm1457361
George Gallo,nm0303032
John Glen,nm0322515
Tarsem Singh,nm0802248
Johannes Hartmann,nm4224379
Eren Celeboglu,nm2202596
Zhiwei Deng,nm10880739
Thet Win,nm3794735
Daniel Benmayor,nm2038223
Israel Horovitz,nm0395262
Stiles White,nm0925482
Ody C. Harahap,nm2678073
Lewis Gilbert,nm0318150
Mikkel Brænne Sandemose,nm3511659
Adam Randall,nm1726691
Kai Li,nm0508441
Matthew Currie Holmes,nm0996696
Joel Lamangan,nm0482774
John Curran,nm0192845
Wanuri Kahiu,nm1393967
John Fawcett,nm0269502
Turkan Derya,nm0220720
Wes Miller,nm5090040
Kevin Donovan,nm1019493
Stephen Chbosky,nm0154716
Myles Clohessy,nm8168644
Claudio Fäh,nm0299603
Andy Tennant,nm0855035
Darren Aronofsky,nm0004716
Michael Grandage,nm0334787
William A. Graham,nm0334353
Derrick Borte,nm0097517
Satoshi Kon,nm0464804
Jean-Jacques Annaud,nm0000269
Meir Zarchi,nm0953392
Jesse Atlas,nm1897760
Aaron Schneider,nm0773689
Sergei Bodrov,nm0091076
Robert Stevenson,nm0829038
Frances O'Connor,nm0640323
Wolfgang Petersen,nm0000583
Doug Murphy,nm0614222
Penny Marshall,nm0001508
Marc Meyers,nm1836315
Charles E. Bastien,nm0060505
George Seaton,nm0780833
Oliver Parker,nm0662529
Gordon Chan,nm0150906
Ramin Bahrani,nm1023919
Dario Argento,nm0000783
Naoyoshi Shiotani,nm2022248
Rob Schneider,nm0001705
Don Chaffey,nm0149548
Ben Stiller,nm0001774
Akiyuki Shinbô,nm0793840
Laura Mañá,nm0563760
David Robert Mitchell,nm1379002
Soon-rye Yim,nm0948027
Peter Collinson,nm0172772
Alex Lehmann,nm1411972
David Mahmoudieh,nm2550041
Garth Davis,nm0204628
Jamie Uys,nm0371059
Steve Barron,nm0006625
Andrew Douglas,nm1497918
Alejandro Springall,nm0819702
Nikita Argunov,nm1583510
Nan Zhou,nm8041830
Will Slocombe,nm2034711
Justin Kurzel,nm0997291
William Peter Blatty,nm0087861
Sam Liu,nm0515005
Anand Tucker,nm0875793
Todd Haynes,nm0001331
Noboru Iguchi,nm1175724
Alexandre Astier,nm1594248
Joseph Zito,nm0957263
Lindsay Gossling,nm1761263
Joseph L. Mankiewicz,nm0000581
Rob Greenberg,nm0338576
Toshiyuki Kubooka,nm0473549
Thurop Van Orman,nm3006131
Kevin Kölsch,nm1556116
Chip Bryant,nm11311282
Kae-Byeok Lee,nm2078406
Alejandro Amenábar,nm0024622
Ben Howling,nm3262170
Thor Freudenthal,nm0294457
Kôji Shiraishi,nm1823283
Craig Mazin,nm0563301
Aleem Hossain,nm1803260
Jill Culton,nm0191717
Colm McCarthy,nm1142073
Srdjan Spasojevic,nm3094978
Gints Zilbalodis,nm6478535
Michael Curtiz,nm0002031
Kevin Reynolds,nm0721817
Sungkyu Cho,nm1250961
Hisashi Kimura,nm1195123
Michael Cristofer,nm0188165
Tony Gilroy,nm0006904
John Poliquin,nm2151439
David S. Goyer,nm0275286
Matthijs van Heijningen Jr.,nm0374048
Guy Hamilton,nm0357891
Aneesh Chaganty,nm3792134
Walerian Borowczyk,nm0097259
Takashi Ôtsuka,nm2445201
Vince Gilligan,nm0319213
Jabbar Raisani,nm2085752
Charles Shyer,nm0796124
JK Youn,nm1082740
Adam Marcus,nm0546057
David Soren,nm1659741
Dan Berk,nm3228270
Petter Næss,nm0639033
Mario Van Peebles,nm0005522
Jayson Thiessen,nm2149505
Jean-Pierre Jeunet,nm0000466
Gilbert Adler,nm0012155
Ben Ramsey,nm0708870
Hisashi Saitô,nm1843517
Jeff Baena,nm1337885
Robert Adetuyi,nm0011950
Jon Harris,nm1154184
Anurag Basu,nm1397301
Kwang Il Han,nm3391600
Tony Giglio,nm0317638
Bille Woodruff,nm0937306
David Lean,nm0000180
Jason Friedberg,nm0294997
Antonia Bogdanovich,nm0091668
Shane Acker,nm0009942
Katsuhiro Ôtomo,nm0960028
Newt Arnold,nm0036582
Franklin J. Schaffner,nm0769874
Marc Fehse,nm1047856
Chris Addison,nm1128050
Riley Stearns,nm2720681
Joe Dante,nm0001102
Tomohiko Itô,nm2423816
Paul Haggis,nm0353673
Keith Emerson,nm3394423
Derrick Granado,nm3325172
Shunji Iwai,nm0412517
Tatsuya Nagamine,nm0619110
Michal Rogalski,nm1732848
Ken Annakin,nm0002175
Scott Speer,nm1228976
Jean-Baptiste Léonetti,nm1515266
Kim Farrant,nm2040537
Mark L. Lester,nm0504495
Tony Kaye,nm0443411
Kathryn Bigelow,nm0000941
Hiroyuki Seshita,nm2670218
Phil Nibbelink,nm0629216
Jack Bender,nm0070474
Keiichirô Kawaguchi,nm2553357
Tyler Spindel,nm2634746
Sion Sono,nm0814469
Takashi Yamazaki,nm0945724
P.J. Pettiette,nm0678646
Jim Field Smith,nm1637768
Lars Klevberg,nm2209002
Junji Shimizu,nm2910657
Trish Sie,nm2586324
John Swab,nm6461537
Brian G. Hutton,nm0404606
Jon Amiel,nm0000750
John Whitesell,nm0925870
John Milius,nm0587518
Corey Yuen,nm0477035
Andrew Dosunmu,nm0234506
Klay Hall,nm0355806
Roxann Dawson,nm0206259
Bobby Farrelly,nm0125803
Afonso Poyart,nm4139472
Nora Fingscheidt,nm3519173
Atsuko Ishizuka,nm3966426
Talia Osteen,nm0652300
Anthony Minghella,nm0005237
Gorô Miyazaki,nm2066439
J Blakeson,nm2128335
Jung-hwan Kim,nm6119117
Sam Fell,nm0271402
Peter Webber,nm0916424
Christopher Spencer,nm0817895
James Mather,nm1140492
James Whale,nm0001843
Gregg Bishop,nm0084059
Richard Berry,nm0006939
Yiu-Kuen Ng,nm0628724
Shinsuke Terasawa,nm0855424
Mark Dennis,nm3246780
Joseph Gordon-Levitt,nm0330687
Xavier Gens,nm1164755
Oren Peli,nm2305431
S.J. Clarkson,nm1237416
Jason Bourque,nm1028302
Michael Sucsy,nm1302591
Jackie Chan,nm0000329
Takuya Igarashi,nm0407024
Hugo Cardozo,nm10959418
Nicolás López,nm1240647
Johane Matte,nm3028578
Sophon Sakdaphisit,nm1637163
Sandeep Reddy Vanga,nm9227039
Andrea Di Stefano,nm0224331
Steve Carr,nm0139867
Russell Crowe,nm0000128
Florian Henckel von Donnersmarck,nm0003697
Lena Dunham,nm2501633
Hamish Grieve,nm2842319
Elem Klimov,nm0459552
Carl Rinsch,nm0727754
Les Mayfield,nm0562645
Simon Wincer,nm0934578
Mitch Davis,nm0205199
Clark Johnson,nm0424800
David Frankel,nm0291205
Suraj Singhan,nm13312314
Alejandro Montiel,nm1210360
Amy Heckerling,nm0002132
Steven Lisberger,nm0513974
BJ McDonnell,nm1103496
Hayato Kawai,nm2432984
Kim Tae-soo,nm9297525
Gary Shore,nm2411495
Matt Thompson,nm0860483
Zalman King,nm0455394
Steven K. Tsuchida,nm1286069
Tom Brady,nm0103744
Jonathan Lynn,nm0528718
Benny Chan,nm0150802
Tod Williams,nm0931095
Andrew Erwin,nm3401779
Masaaki Yuasa,nm1482702
Dennis Iliadis,nm1531934
Peter Winther,nm0936044
Damien O'Connor,nm2063968
Rebecca Sugar,nm3566987
Bernardo Bertolucci,nm0000934
Masahiro Andô,nm1622836
Santiago Menghini,nm3914507
Herbert Ross,nm0006889
Anvita Dutt,nm2101751
Ruth Platt,nm0686903
Joel Coen,nm0001054
Gareth Evans,nm2153088
Roger Donaldson,nm0002044
Daniel Mark Young,nm6507770
Fionn Watts,nm2830260
Olatunde Osunsanmi,nm1069989
David Mackenzie,nm0533284
Juan Carlos Fresnadillo,nm0294379
François Ozon,nm0654830
Hang-jun Jang,nm1203013
Chiwetel Ejiofor,nm0252230
Josh Ruben,nm2063694
Howard Hawks,nm0001328
Nicol Paone,nm0660098
Ariel Winograd,nm1033668
Ruggero Deodato,nm0219959
Michael Lembeck,nm0501185
Yûichirô Hayashi,nm3210514
Diederik Van Rooijen,nm1082611
Ben Falcone,nm1229520
Bart Freundlich,nm0294505
Nick Powell,nm0694249
Joe Pytka,nm0701592
William Wyler,nm0943758
Park Hoon-jung,nm4219902
Philip G. Atwell,nm0041161
Jon Gunn,nm0348197
Daniel Farrands,nm0268107
Hans Petter Moland,nm0596407
Josh Sternfeld,nm0973835
Jeong-hoon Kim,nm4422247
Régis Roinsard,nm1672051
Larry Yang,nm6225858
Joe D'Amato,nm0001090
Terry Gilliam,nm0000416
Toshimasa Kuroyanagi,nm4911300
Charles Martin Smith,nm0001747
Peter R. Hunt,nm0402597
Glenn Campbell,nm0132485
Ji Zhao,nm4368529
Bradley Parker,nm0662086
Alain Darborg,nm2132883
Loren Bouchard,nm0098908
Mikhail Kalatozov,nm0435563
Don Siegel,nm0796923
James L. Brooks,nm0000985
Michael Pressman,nm0696309
Robert Kouba,nm4134911
Blake Edwards,nm0001175
Sam Weisman,nm0918873
Dan O'Bannon,nm0639321
Eskil Vogt,nm1258777
Robert Clouse,nm0167195
Bobby Moresco,nm0604263
Lawrence Guterman,nm0349183
Steve Bencich,nm0070368
Jamie Blanks,nm0087595
Patrick Lussier,nm0527261
Andreas Fontana,nm7287167
Charles Stone III,nm0831690
Tom Hammock,nm1729978
Kwak Jeong-duk,nm13786298
David Hamilton,nm0357807
Paul Greengrass,nm0339030
Michael Caton-Jones,nm0001994
Alper Mestçi,nm2201450
Jag Mundhra,nm0612730
John Gulager,nm0347657
Mahiro Maeda,nm0535340
Halina Reijn,nm0717603
Hanno Olderdissen,nm1315409
Mel Brooks,nm0000316
Santiago Segura,nm0782213
Greig Cameron,nm4248415
Hannes Holm,nm0391502
Richard Claus,nm0165290
Lars von Trier,nm0001885
Mamoru Oshii,nm0651900
Doron Paz,nm3575912
Tim Brown,nm2303666
Andrew Fleming,nm0281598
Nic Mathieu,nm0558873
Sebastián Cordero,nm0179542
Hikaru Yamaguchi,nm7691142
Dylan Brown,nm0113477
Aleksandr Boguslavskiy,nm7204868
Krzysztof Kieslowski,nm0001425
Hu Guan,nm1299690
Salvatore Samperi,nm0760072
Christopher Borrelli,nm0096319
Deon Taylor,nm1938064
Takeru Nakajima,nm2411128
Steve McQueen,nm2588606
Jonathan Frakes,nm0000408
Clay Tarver,nm0850774
Ben Young,nm1587778
Clive Barker,nm0000850
Bruce Lee,nm0000045
Rob Bowman,nm0101385
Tathagata Mukherjee,nm6909474
J.J. Marcos,nm4872982
Colin Strause,nm0833779
Mick Jackson,nm0413875
Kônosuke Uda,nm0879812
Brian Kirk,nm1047532
Samuel Bayer,nm1207904
Angelina Jolie,nm0001401
Miguel Arteta,nm0037708
Gabe Ibáñez,nm2688320
John Lafia,nm0480843
James Rewucki,nm2068332
Ja-kwan Kong,nm4293131
Del Kathryn Barton,nm7112708
Charlie Bean,nm0063769
Paul Schrader,nm0001707
Simon Curtis,nm0193508
Roger Michell,nm0585011
J.C. Chandor,nm1170855
Ron Underwood,nm0881038
John Flynn,nm0283500
Rocky Soraya,nm3151107
Masayuki,nm0556094
Pragesh P. Sukumaran,nm4191178
Daniel Attias,nm0003733
Richard Lanni,nm4175844
Irvin Kershner,nm0449984
Steven Gomez,nm2684095
Elisa Amoruso,nm2620532
R.J. Cutler,nm0191712
Pedro Almodóvar,nm0000264
Chris Nelson,nm0625245
Emmanuel Osei-Kuffour,nm3222363
Kentarô Hagiwara,nm2513693
John A. Davis,nm0204884
Jing Wu,nm0943104
Simon Wells,nm0920425
Bruce Beresford,nm0000915
Julia Hart,nm1257352
Rowan Joffe,nm0423626
Hiroyuki Imaishi,nm0408043
Yi Ge,nm7892898
Steve Beck,nm0065284
Victor Soares,nm7008435
Danny Cannon,nm0134176
Allen Coulter,nm0002339
Ryôtarô Makihara,nm2606944
Tom George,nm3437361
Ciarán Foy,nm1164602
Lawrence Kasdan,nm0001410
Richard Fleischer,nm0281507
James Watkins,nm1220140
Anthony Scott Burns,nm2227980
Mark Rosman,nm0743093
Mike Gan,nm6120217
Steven Shainberg,nm0787601
Yoshiyuki Momose,nm1077423
Martin McDonagh,nm1732981
Randall Wallace,nm0908824
Jeff Lew,nm0506703
Vincent Ward,nm0911910
Andrew Davis,nm0001112
Peter Hyams,nm0001382
Kenya Barris,nm1244069
John Pasquin,nm0664756
Gerard Bush,nm4680113
Florian Zeller,nm1725469
Chris Butler,nm2752098
DjMao,nm8017940
Luv Ranjan,nm3060331
Cristina Jacob,nm4463312
David Zucker,nm0001878
Fabio De Luigi,nm0209948
Paco Cabezas,nm2161247
Tim Smit,nm4914022
Craig Zobel,nm0957505
Sammo Kam-Bo Hung,nm0005033
Gary Katona,nm0441429
Frank Nissen,nm0632893
Clement Virgo,nm0899364
Yorgos Lanthimos,nm0487166
Kresten Vestbjerg Andersen,nm1601862
Otto Bathurst,nm1163264
Raúl Caballero,nm2156410
John Hillcoat,nm0384825
Jim Malone,nm0540443
Jon Hewitt,nm0382054
Akihiko Shiota,nm0794048
Rick Jacobson,nm0414910
Kevin P. Farley,nm0267659
Jane Campion,nm0001005
Vanessa Caswill,nm2726305
Dean Parisot,nm0661751
Jennifer Kent,nm0448768
Henry Levin,nm0505610
John Dahl,nm0001093
Martin Zandvliet,nm1324710
John Stockwell,nm0007082
Jeong-beom Lee,nm2556572
Aaron Sorkin,nm0815070
Isao Takahata,nm0847223
Jay Russell,nm0751221
Tina Gordon,nm1202276
Tatsuyuki Nagai,nm2171473
Ronald Neame,nm0623768
Owen Hurley,nm0403481
Brea Grant,nm2647420
Mike Judge,nm0431918
Penelope Spheeris,nm0790715
Kyle Marvin,nm5568803
Donald Petrie,nm0677953
William Eubank,nm1827931
Kim Min-Ho,nm7950804
Christian Alvart,nm0023355
Kay Cannon,nm0134224
Peter Hutchings,nm4050491
Ralph Bakshi,nm0000835
Haoling Li,nm9717486
Vaughn Stein,nm2389363
Özcan Deniz,nm1384721
Marco Brambilla,nm0104193
Hernán Jiménez,nm2076099
Bille August,nm0000806
Roger Spottiswoode,nm0006854
Roberto De Feo,nm3248608
Fedor Bondarchuk,nm0094080
Ari Sandel,nm1847738
Keishi Otomo,nm3311094
Barry Levinson,nm0001469
Pitof,nm0685759
Renato De Maria,nm0210101
Ringo Lam,nm0482681
Thomas Bezucha,nm0080120
Kinji Fukasaku,nm0297935
Joseph Winter,nm3234892
Dante Lam,nm0482592
Richard Rich,nm0723704
Jeff Zimbalist,nm1905310
Steve Miner,nm0591171
Emile Ardolino,nm0001915
Fritz Kiersch,nm0452607
Bruce Macdonald,nm3147478
Haruka Fujita,nm7743299
Anthony C. Ferrante,nm0003116
Vincent Kok,nm0463674
John Suits,nm2986811
Teddy Chan,nm0151125
Cyrus Nowrasteh,nm0637493
Jeong-woo Park,nm1203781
Ferdinando Cito Filomarino,nm2982028
Javier Fesser,nm0275250
Frank Oz,nm0000568
Timothy A. Chey,nm0156828
Ji-hoon Kim,nm1537157
Valdimar Jóhannsson,nm5762091
Leander Hanssen,nm7693021
Oleg Pogodin,nm0688239
John Schlesinger,nm0772259
Michaël R. Roskam,nm1742427
Michael Fimognari,nm0277342
Igor Kovalyov,nm0468335
Kyu-dong Min,nm0590855
Hany Abu-Assad,nm0009463
George Roy Hill,nm0001351
Graham Annable,nm0030253
Shinsuke Sato,nm0766263
Richard LaGravenese,nm0481418
Ali Abbasi,nm4389150
David Swift,nm0842582
Kevin Macdonald,nm0531817
Joshua Wong,nm3988854
Stuart McDonald,nm0568018
Siu-Tung Ching,nm0155642
Christopher Caldwell,nm4938950
Jose Magan,nm0535706
Ri-Woong Park,nm13633544
Matthew O'Callaghan,nm0639965
Carlos Algara,nm3844924
Sergio Pablos,nm0655053
Nick Castle,nm0145309
Sean Ellis,nm1193346
Damiano Damiani,nm0198765
Jake Szymanski,nm2021516
Ram Madhvani,nm0534879
Lisa Joy,nm2847370
Ralph S. Singleton,nm0802326
Kim Tae-hyung,nm10924776
Billy Wilder,nm0000697
Takeshi Nozue,nm1481959
Nils Gaup,nm0310168
Tom McCarthy,nm0565336
Danny Leiner,nm0500444
Dave Filoni,nm1396048
Sung-hyun Byun,nm2604863
Joo-hwan Kim,nm8460699
David McNally,nm0573589
Leonard Nimoy,nm0000559
Seiji Mizushima,nm1159782
Jonas Åkerlund,nm0959774
Glen Keane,nm0443855
Sylvie Verheyde,nm0894173
Kevin Bray,nm0106230
Andrzej Bartkowiak,nm0005647
Joey Stewart,nm0829518
Gilles de Maistre,nm0537923
Nelson Dilipkumar,nm12135964
Jeffrey Nachmanoff,nm0618680
Nick Stagliano,nm0821406
S.K. Dale,nm5642951
Julius Onah,nm1564809
Nawapol Thamrongrattanarit,nm3849565
Sofia Alvarez,nm2531261
David Mickey Evans,nm0262693
Ji-woo Jung,nm0161242
Roger Vadim,nm0671862
Mabrouk El Mechri,nm1333798
Takashi Shimizu,nm1234345
Richard Benjamin,nm0000907
Stephen S. Campanelli,nm0132120
Tom Elkins,nm0253899
Karen Maine,nm3505289
Troy Miller,nm0003474
Alexandre Moratto,nm2910292
Alex Ranarivelo,nm1156199
Florent-Emilio Siri,nm0802807
Angel Sallem,nm10586587
Karen Leigh Hopkins,nm0394212
Alex Tsitsilin,nm6230142
Roseanne Liang,nm1755396
Steve 'Spaz' Williams,nm0931727
Tom Dey,nm0223359
Takahiro Miki,nm3410783
Dito Montiel,nm1996918
Peter Flinth,nm0282425
Justin Tipping,nm3258390
Stephen Daldry,nm0197636
Céline Sciamma,nm1780037
Jack Fletcher,nm0282027
Nikolaj Arcel,nm1064048
Tommaso Paradiso,nm9686670
Dominique Othenin-Girard,nm0652860
Kuo-Fu Chen,nm0155295
Sidney J. Furie,nm0002089
Nicholas Ray,nm0712947
Cameron Crowe,nm0001081
Ilias Mylonakos,nm0590474
David Koepp,nm0462895
Yoshiaki Kawajiri,nm0159109
Sita Likitvanichkul,nm12674932
Jessica Woodworth,nm0941017
Andrey Konchalovskiy,nm0464846
Fred Olen Ray,nm0676248
Oliver Daly,nm3513273
Andrzej Zulawski,nm0958558
Doug Campbell,nm0132414
Masaki Kobayashi,nm0462030
Lluís Quílez,nm1589515
Paul Thomas Anderson,nm0000759
Ariel Martínez Herrera,nm1445551
Todd Field,nm0276062
Richard Greenberg,nm0338572
Jeremiah Jones,nm1371053
Justin Dec,nm2280148
Mari Okada,nm2584046
Greg Berlanti,nm0075528
Eunkyung 'Jude' Jung,nm1978806
Bruno Mattei,nm0559769
Brett Haley,nm1417640
Do Joon Sung,nm6296990
Jeremy Guenette,nm2271282
Yu Yang,nm1169562
Jon Avnet,nm0000816
John Carl Buechler,nm0119106
Courtney Solomon,nm0813309
Lena Khan,nm3414572
Dimitri Logothetis,nm0517768
Debaditya Bandyopadhyay,nm7410546
Keola Racela,nm4324803
John Madden,nm0006960
Chris Gorak,nm0329755
Gérard Pirès,nm0000091
Howard Deutch,nm0222043
Jeff Tomsic,nm1762961
Marius Vaysberg,nm0049592
Kevin Altieri,nm0022828
Ui-seok Jo,nm1181534
Anil Sharma,nm0788858
Damián Szifron,nm1167933
David Holroyd,nm1310207
Rohit Dhawan,nm2539328
Lorene Scafaria,nm1032521
Nzingha Stewart,nm1971220
Alfonso Quijada,nm0703544
Lee Sang-soo,nm13361361
Jeffrey Grellman,nm3582757
Reed Morano,nm1543747
Jim Gillespie,nm0318947
Felix van Groeningen,nm0886976
Romola Garai,nm0304801
Shane Dax Taylor,nm1360971
Oz Perkins,nm0674020
Tomm Moore,nm1119079
Eric Till,nm0863254
Scott Kalvert,nm0436284
John N. Smith,nm0808807
Tommy Weber,nm5990228
Luis Mandoki,nm0001502
Sam Peckinpah,nm0001603
Bryan Bertino,nm1052162
David Shin,nm4680696
Patricia Harris Seeley,nm1917587
Victor Cook,nm0177328
Gene Stupnitsky,nm1969144
Hun Jang,nm1922242
Jim Cummings,nm3526993
William Oldroyd,nm4399706
Eugene Kotlyarenko,nm2671096
James Isaac,nm0410494
Takuya Satô,nm0766272
Chia-Liang Liu,nm0514906
Gérard Kikoïne,nm0048158
Baran bo Odar,nm2171633
Gary Winick,nm0935095
Matthew Ross,nm0743676
Robert Iscove,nm0410769
Ryan Eslinger,nm1435316
Jingle Ma,nm0155598
Geoff Murphy,nm0614276
Raj Mehta,nm3262433
Jack Kinney,nm0455741
Na Hong-jin,nm2947553
Taran Killam,nm0453115
Akan Satayev,nm0766112
Aamir Pallikkal,nm12924196
Bo Zenga,nm0954848
Eli Horowitz,nm4896277
Fernando Coimbra,nm2036500
Charlie Davis,nm13380347
Werner Herzog,nm0001348
Peter Weir,nm0001837
April Mullen,nm0611983
Steve Oedekerk,nm0644203
Antonio Navarro,nm0622826
Jean-Pierre Melville,nm0578483
Gary Alazraki,nm1890752
John Boorman,nm0000958
Neil Jordan,nm0001403
Douglas Aarniokoski,nm0007439
Simon Barrett,nm1440023
Rob Hedden,nm0373154
Andrés Baiz,nm1223381
Woody Allen,nm0000095
Jorge Blanco,nm3360961
Simon Fellows,nm1415540
Tom Vaughan,nm0891114
Riccardo Milani,nm0586837
Kelly Marcel,nm0545150
Michael Linn,nm0513005
David Prior,nm0697936
Mike Mendez,nm0579079
Sebastián Hofmann,nm2003820
Lexi Alexander,nm0591994
Cory Edwards,nm0249897
Jingming Guo,nm5794009
Ángel Gómez Hernández,nm3026803
