Column1;ID;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;distrib_1;distrib_2;distrib_3;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;premiere_semaine_france;budget
6676;233917;Dora oder die sexuellen Neurosen unserer Eltern;Victoria Schulz; Lars Eidinger; Jenny Schily; Urs Jucker;Stina Werenfels;;;Stina Werenfels; Boris Treyer;;Esperanza Productions;;;Drame;;;;;;;Suisse;7.0;6.0;2017.0;2.0;2.3;92.0;337.0;
6677;233934;Cosmos;Sabine Azéma; Jean-François Balmer; Jonathan Genet; Johan Libéreau;Andrzej Zulawski;;;Andrzej Zulawski; Witold Gombrowicz;;Alfama Films;;;Comédie dramatique; Policier;;;;;;France;9.0;12.0;2015.0;2.0;2.7;102.0;3392.0;
6678;233937;Censored Voices;;;;;Mor Loushy;;;Mor Loushy; Daniel Sivan; Ran Tal;ASC Distribution ; Films Distribution;;Documentaire;;;;;;;Israël;21.0;10.0;2015.0;2.0;3.4;87.0;956.0;$450,000 (estimated)
6679;233939;Ton cœur est plus noir que la nuit;Jean-Yves Arrivé; Carole Lesguillon; François Zabaleta;;François Zabaleta;;;;;;Cinéma Saint-André des Arts;;;Drame;;;;;;;France;25.0;10.0;2017.0;2.0;2.0;85.0;24.0;
6680;233954;Buoni a nulla;Gianni Di Gregorio; Marco Marzocca; Valentina Lodovini; Daniela Giordano;Gianni Di Gregorio;;;Gianni Di Gregorio;;;Bellissima Films;;;Comédie;;;;;;;Italie;18.0;2.0;2015.0;2.0;2.9;87.0;9681.0;$341,470
6681;233989;Optimistene;Gerd Bergersen; Lillemor Berthelsen; Mary Holst Bremstad; Aase-Marit Børke;Gunhild Westhagen Magnor;;;Gunhild Westhagen Magnor;;;Pickup ; Jour2fête;;Documentaire;;;;;;;Norvège;29.0;4.0;2015.0;2.0;3.6;90.0;8016.0;NOK 4,720,000 (estimated)
6682;233993;Sembène!;Ousmane Sembene;" Therese M&#039;Bissine Diop";;;Samba Gadjigo; Jason Silverman;;Samba Gadjigo; Jason Silverman;;Splendor Films;;;Documentaire;;;;;;;Sénégal;14.0;7.0;2021.0;2.0;3.4;86.0;80.0;$28,059
6683;233994;The Visit;;;;;Michael Madsen (II);;;Michael Madsen (II);;;Pickup;;;Documentaire;;;;;;;Danemark;4.0;11.0;2015.0;2.0;3.5;83.0;292.0;
6684;233998;Spider-Man: Into the Spider-Verse;;;;;Bob Persichetti; Peter Ramsey; Rodney Rothman;Phil Lord; Rodney Rothman; Brian Michael Bendis;Sony Pictures Releasing France;;;Action; Animation; Famille;;;;;U.S.A.;12.0;12.0;2018.0;2.0;4.2;117.0;218728.0;
6685;234023;The Founder;Michael Keaton; Nick Offerman; John Carroll Lynch; Laura Dern;John Lee Hancock;;;Robert Siegel;;;EuropaCorp Distribution;;;Biopic; Drame;;;;;;U.S.A.;28.0;12.0;2016.0;2.0;3.1;115.0;45991.0;$25,000,000 (estimated)
6686;234027;Fou d'amour;Melvil Poupaud; Dominique Blanc; Diane Rouxel; Lise Lametrie;Philippe Ramos;;;Philippe Ramos;;;Alfama Films;;;Comédie dramatique;;;;;;;France;16.0;9.0;2015.0;2.0;3.4;107.0;11448.0;
6687;234088;Chorus;Sébastien Ricard; Fanny Mallette; Geneviève Bujold; Pierre Curzi;François Delisle;;;François Delisle;;;UFO Distribution;;;Drame;;;;;;;Canada;20.0;1.0;2016.0;2.0;3.4;97.0;5173.0;CA$2,000,000 (estimated)
6688;234099;The Super Mario Bros. Movie;;;;;Aaron Horvath; Michael Jelenic;;Matthew Fogel;;;Universal Pictures International France;;;Animation; Comédie; Famille;;;;;U.S.A.;5.0;4.0;2023.0;2.0;3.1;92.0;1866914.0;
6689;234103;Short Skin;Matteo Creatini; Franscesca Agostini; Nicola Nocchi; Mariana Raschillà;Duccio Chiarini;;;Duccio Chiarini; Ottavia Madeddu; Marco Pettenello;Epicentre Films;;;Comédie;;;;;;;Italie;17.0;6.0;2015.0;2.0;3.1;86.0;2223.0;150000.0
6690;234104;Cykelmyggen og Minibillen;;;;;Jannik Hastrup; Flemming Quist Moller;;Flemming Quist Moller; Hélène Grisvard;;Les Films du Préau;;;Animation; Famille;;;;;;Danemark;3.0;2.0;2016.0;2.0;3.0;75.0;1730.0;€2,000,000 (estimated)
6691;234109;Min lilla syster;Rebecka Josephson; Amy Deasismont; Annika Hallin; Henrik Norlén;Sanna Lenken;;;Sanna Lenken;;;Urban Distribution;;;Comédie dramatique;;;;;;;Suède;16.0;12.0;2015.0;2.0;3.3;95.0;6080.0;$355,306
6692;234111;Anton Tchékhov 1890;Nicolas Giraud; Lolita Chammah; Robinson Stévenin; Jacques Bonnaffé;René Féret;;;René Féret;;;JML Distribution;;;Biopic; Drame;;;;;;France;18.0;3.0;2015.0;2.0;3.9;96.0;19081.0;$21,462
6693;234143;Tangerine;Kitana Kiki Rodriguez; Mya Taylor;" Mickey O&#039;Hagan"; James Ransone;Sean Baker;;;Sean Baker; Chris Bergoch;;ARP Sélection;;;Comédie; Drame;;;;;;U.S.A.;30.0;12.0;2015.0;2.0;3.6;88.0;383.0;$100,000 (estimated)
6694;234150;45 Years;Charlotte Rampling; Tom Courtenay; Geraldine James; Dolly Wells;Andrew Haigh;;;Andrew Haigh; David Constantine;;Ad Vitam;;;Drame;;;;;;;Grande-Bretagne;27.0;1.0;2016.0;2.0;3.9;95.0;76662.0;$4,247,285
6695;234154;La Vie est belge;Amaryllis Uitterlinden; Arthur Dupont; Jos Verbist; Marc Weiss;Vincent Bal;;;Pierre De Clercq; Vincent Bal; Pierre De Clercq;Paradis Films;;;Comédie;;;;;;;Belgique;13.0;7.0;2016.0;2.0;3.3;100.0;3212.0;
6696;234157;Ixcanul;María Mercedes Croy; Mari?a Telo?n; Manuel Antún; Justo Lorenzo;Jayro Bustamante;;;Jayro Bustamante;;;ARP Sélection;;;Drame;;;;;;;Guatemala;25.0;11.0;2015.0;2.0;3.8;91.0;25046.0;$295,157
6697;234159;Umrika;Suraj Sharma; Tony Revolori; Prateik Babbar; Smita Tambe;Prashant Nair;;;Prashant Nair;;;ARP Sélection;;;Bollywood; Drame;;;;;;Inde;29.0;7.0;2015.0;2.0;3.3;105.0;10310.0;$138,706
6698;234164;The Circle;Emma Watson; Tom Hanks; John Boyega; Karen Gillan;James Ponsoldt;;;James Ponsoldt; Dave Eggers;;Mars Films;;;Drame; Science Fiction; Thriller;;;;;U.S.A.;12.0;7.0;2017.0;2.0;2.6;110.0;154698.0;18000000.0
6699;234179;A Love You;Antoine Gouy; Paul Lefèvre; Fanny Valette; Dominique Pinon;Paul Lefèvre;;;Paul Lefèvre; Paul Lefèvre;;EuropaCorp Distribution;;;Comédie;;;;;;;France;24.0;6.0;2015.0;2.0;2.6;90.0;22668.0;$77,357
6700;234193;Mistress America;Greta Gerwig; Lola Kirke; Matthew Shear; Heather Lind;Noah Baumbach;;;Noah Baumbach; Greta Gerwig;;Twentieth Century Fox France;;;Comédie;;;;;;;U.S.A.;6.0;1.0;2016.0;2.0;3.1;84.0;18595.0;$2,500,431
6701;234215;La Loi de La Jungle;Vincent Macaigne; Vimala Pons; Pascal Légitimus; Mathieu Amalric;Antonin Peretjatko;;;Antonin Peretjatko; Frédéric Ciriez; Antonin Peretjatko;Haut et Court;;;Comédie;;;;;;;France;15.0;6.0;2016.0;2.0;3.6;99.0;44892.0;
6702;234222;L'Echappée, à la poursuite d’Annie Le Brun;Annie Le Brun; Michel Fau;;;Valérie Minetto;;;Cécile Vargaftig; Valérie Minetto;;A3 Distribution;;;Documentaire;;;;;;;France;29.0;4.0;2015.0;2.0;3.2;78.0;122.0;
6703;234231;Mot Naturen;Ole Giæver; Marte Magnusdotter Solem; Sivert Giæver Solem; Rebekka Nystabakk;Ole Giæver; Marte Vold;;Ole Giæver;;;Epicentre Films;;;Comédie; Drame;;;;;;Norvège;9.0;9.0;2015.0;2.0;3.5;80.0;4429.0;NOK 8,000,000 (estimated)
6704;234238;Muntele Magic;;;;;Anca Damian;;;Anca Damian; Anna Winkler;;Arizona Distribution;;;Animation; Comédie dramatique;;;;;;Roumanie;23.0;12.0;2015.0;2.0;3.9;85.0;1570.0;
6705;234291;Kubo And The Two Strings;;;;;Travis Knight;;;Marc Haimes; Chris Butler; Shannon Tindle;Universal Pictures International France;;;Animation;;;;;;;U.S.A.;21.0;9.0;2016.0;2.0;4.2;101.0;142109.0;$60,000,000 (estimated)
6706;234312;Malgré la nuit;Kristian Marr; Ariane Labed; Roxane Mesquida; Paul Hamy;Philippe Grandrieux;;;Philippe Grandrieux; Bertrand Schefer; Rebecca Zlotowski;Shellac;;;Drame;;;;;;;France;6.0;7.0;2016.0;2.0;2.7;156.0;668.0;
6707;234315;Préjudice;Nathalie Baye; Arno Hintjens; Thomas Blanchard; Ariane Labed;Antoine Cuypers;;;Antoine Cuypers; Antoine Wauters;;Les Films du Losange;;;Drame;;;;;;;Belgique;3.0;2.0;2016.0;2.0;3.4;105.0;14340.0;€2,800,000 (estimated)
6708;234318;Les Malheurs de Sophie;Anaïs Demoustier; Golshifteh Farahani; Muriel Robin; Caroline Grant;Christophe Honoré;;;Christophe Honoré; Gilles Taurand; Comtesse de Ségur;Gaumont Distribution;;;Comédie;;;;;;;France;20.0;4.0;2016.0;2.0;3.5;106.0;191612.0;€7,900,000 (estimated)
6709;234319;Encore Heureux;Sandrine Kiberlain; Edouard Baer; Anna Gaylor; Carla Besnaïnou;Benoît Graffin;;;Mika Tard; Deborah Saïag; Benoît Graffin;EuropaCorp Distribution;;;Comédie;;;;;;;France;27.0;1.0;2016.0;2.0;3.3;93.0;224459.0;€5,000,000 (estimated)
6710;234346;Dans les forêts de Sibérie;Raphaël Personnaz; Evgueni Sidikhine;;;Safy Nebbou;;;Safy Nebbou; David Oelhoffen; Sylvain Tesson;Paname Distribution;;;Aventure;;;;;;;France;15.0;6.0;2016.0;2.0;3.4;105.0;80433.0;$1,891,986
6711;234367;Une Histoire Américaine;Vincent Macaigne; Kate Moran; Sofie Rimestad; Murray Bartlett;Armel Hostiou;;;Vincent Macaigne; Armel Hostiou; Léa Cohen;UFO Distribution;;;Comédie dramatique; Romance;;;;;;France;11.0;2.0;2015.0;2.0;2.8;86.0;5408.0;
6712;234386;Arès;Ola Rapace; Micha Lescot; Thierry Hancisse; Hélène Fillières;Jean-Patrick Benes;;;Jean-Patrick Benes; Allan Mauduit; Benjamin Dupas;Gaumont Distribution;;;Action; Science Fiction;;;;;;France;23.0;11.0;2016.0;2.0;3.1;80.0;18577.0;$109,143
6713;234388;Tang Jia Lang;Kailin Tang; Shu Yao; Daotie Wang; Yin Shanshan;Yang Huilong;;;Shiwei Lin;;;Jupiter Films;;;Drame;;;;;;;Chine;6.0;5.0;2015.0;2.0;3.3;88.0;946.0;
6714;234389;Kommunisten;Franco Fortini; Danièle Huillet; Arnaud Dommerc; Juliette Semaran;Jean-Marie Straub;;;Franco Fortini; Mahmoud Hussein; Friedrich Holderlin;JHR Films;;;Drame;;;;;;;France;11.0;3.0;2015.0;2.0;3.9;70.0;624.0;
6715;234402;Vicky;Victoria Bedos; Chantal Lauby; François Berléand; Olivier Urvoy de Closmadeuc;Denis Imbert;;;Victoria Bedos; Denis Imbert; Victoria Bedos;Gaumont Distribution;;;Comédie;;;;;;;France;8.0;6.0;2016.0;2.0;2.6;88.0;44527.0;
6716;234404;Julieta;Emma Suárez; Adriana Ugarte; Daniel Grao; Inma Cuesta;Pedro Almodóvar;;;Pedro Almodóvar; Alice Munro;;Pathé;;;Drame;;;;;;;Espagne;18.0;5.0;2016.0;2.0;4.4;100.0;234345.0;
6717;234406;La Femme bourreau;Claude Merlin; Solange Pradel; Myriam Mézières; Jackie Raynal;Jean-Denis Bonan;;;Jean-Denis Bonan;;;Luna Park Films;;;Policier;;;;;;;France;11.0;3.0;2015.0;2.0;3.6;70.0;166.0;
6718;234427;Mike And Dave Need Wedding Dates;Zac Efron; Adam Devine; Anna Kendrick; Aubrey Plaza;Jake Szymanski;;;Andrew Jay Cohen;" Brendan O&#039;Brien";;Twentieth Century Fox France;;;Comédie;;;;;;;U.S.A.;17.0;8.0;2016.0;2.0;2.5;99.0;128267.0;$33,000,000 (estimated)
6719;234437;Lamia;Pascale Habib; Joelle Hélary; Christophe Karabache; Edward Kallajeh;Christophe Karabache;;;Christophe Karabache;;;VisioSfeir;;;Drame;;;;;;;Liban;21.0;10.0;2015.0;2.0;3.3;103.0;100.0;
6720;234569;Eddie The Eagle;Taron Egerton; Hugh Jackman; Christopher Walken; Keith Allen;Dexter Fletcher;;;Sean Macaulay; Simon Kelton; Simon Kelton;Twentieth Century Fox France;;;Biopic; Comédie dramatique;;;;;;Grande-Bretagne;4.0;5.0;2016.0;2.0;3.3;105.0;51964.0;$23,000,000 (estimated)
6721;234622;Nine Lives;Kevin Spacey; Jennifer Garner; Christopher Walken; Malina Weissman;Barry Sonnenfeld;;;Matt Allen; Daniel Antoniazzi; Gwyn Lurie;EuropaCorp Distribution;;;Comédie; Fantastique;;;;;;France;3.0;8.0;2016.0;2.0;2.2;88.0;141432.0;
6722;234643;Big Father, Small Father and Other Stories;Do Thi Hai Yen; Le Cong Hoang; Truong The Vinh; Nguyen Ha Phong;Phan Dang Di;;;Phan Dang Di;;;Memento Distribution;;;Drame;;;;;;;Vietnam;20.0;4.0;2016.0;2.0;3.5;102.0;11231.0;
6723;234644;Taxi;Jafar Panahi;;;;Jafar Panahi;;;Jafar Panahi;;;Memento Distribution;;;Comédie; Documentaire; Drame;;;;;Iran;15.0;4.0;2015.0;2.0;4.3;86.0;151267.0;
6724;234677;14+;Gleb Kalyuzhny; Ulyana Vaskovich; Olga Ozollapinya; Aleksey Filimonov;Andreï Zaytsev;;;Andreï Zaytsev;;;Fratel Films;;;Comédie; Romance;;;;;;Russie;10.0;5.0;2017.0;2.0;3.1;106.0;363.0;
6725;234707;Beira-Mar;Mateus Almada; Maurício José Barcellos; Elisa Brites; Francisco Gick;Filipe Matzembacher; Marcio Reolon;;Filipe Matzembacher; Marcio Reolon;;Epicentre Films;;;Drame;;;;;;;Brésil;17.0;2.0;2016.0;2.0;2.1;84.0;1201.0;
6726;234714;Nøgle hus spejl;Ghita Norby; Sven Wollter; Trine Pallesen; Jens Brenaa;Michael Noer;;;Michael Noer; Anders Frithiof August;;ASC Distribution;;;Drame; Romance;;;;;;Danemark;17.0;2.0;2016.0;2.0;3.4;91.0;1350.0;
6727;234725;The Girl On The Train;Emily Blunt; Rebecca Ferguson; Haley Bennett; Justin Theroux;Tate Taylor;;;Erin Cressida Wilson; Paula Hawkins;;Metropolitan FilmExport;;;Thriller;;;;;;;U.S.A.;26.0;10.0;2016.0;2.0;2.4;113.0;256506.0;$45,000,000 (estimated)
6728;234748;Ouija: Origin Of Evil;Annalise Basso; Elizabeth Reaser; Lulu Wilson; Henry Thomas;Mike Flanagan;;;Mike Flanagan; Jeff Howard (III);;Universal Pictures International France;;;Epouvante-horreur;;;;;;;U.S.A.;2.0;11.0;2016.0;2.0;2.9;90.0;167060.0;$9,000,000 (estimated)
6729;234760;Polina, Danser Sa Vie;Anastasia Shevtsova; Niels Schneider; Juliette Binoche; Jérémie Bélingard;Valérie Müller; Angelin Preljocaj;;Valérie Müller; Bastien Vivès;;UGC Distribution;;;Drame;;;;;;;France;16.0;11.0;2016.0;2.0;3.0;108.0;40168.0;$165,203
6730;234766;20th Century Women;Annette Bening; Greta Gerwig; Elle Fanning; Billy Crudup;Mike Mills;;;Mike Mills;;;Mars Films;;;Comédie; Drame;;;;;;U.S.A.;1.0;3.0;2017.0;2.0;3.6;119.0;35698.0;$7,000,000 (estimated)
6731;234775;The Forbidden Room;Mathieu Amalric; Udo Kier; Geraldine Chaplin; Roy Dupuis;Guy Maddin; Evan Johnson;;Guy Maddin; Evan Johnson; Robert Kotyk;Ed Distribution;;;Aventure; Expérimental; Fantastique;;;;;Canada;16.0;12.0;2015.0;2.0;3.3;119.0;973.0;$34,404
6732;234787;Bizarre;Pierre Prieur; Adrian James; Raquel Nave; Rebekah Underhill;Etienne Faure;;;Etienne Faure; Ray De Leon;;Eivissa Productions;;;Drame; Comédie musicale; Romance;;;;;France;22.0;7.0;2015.0;2.0;2.1;102.0;176.0;
6733;234790;Ymma;Rachid El-Ouali; Marc Samuel; Afida Tahri; Souad Amidou;Rachid El-Ouali;;;Hicham Lasri;;;Panoceanic Films;;;Comédie; Famille; Romance;;;;;Maroc;3.0;6.0;2015.0;2.0;2.8;103.0;180.0;
6734;234797;Aferim!;Teodor Corban; Mihai Comanoiu; Toma Cuzin; Alexandru Dabija;Radu Jude;;;Radu Jude; Florin Lazarescu;;Eurozoom;;;Comédie; Western;;;;;;Roumanie;5.0;8.0;2015.0;2.0;3.6;108.0;8912.0;€1,250,000 (estimated)
6735;234798;El Club;Alfredo Castro; Roberto Farías; Antonia Zegers; Jaime Vadell;Pablo Larraín;;;Guillermo Calderón; Daniel Villalobos; Pablo Larraín;Wild Bunch Distribution;;;Drame;;;;;;;Chili;18.0;11.0;2015.0;2.0;3.6;97.0;15007.0;$52,761
6736;234801;Vergine Giurata;Alba Rohrwacher; Flonja Kodheli; Lars Eidinger; Luan Jaha;Laura Bispuri;;;Laura Bispuri; Francesca Manieri; Elvira Dones;Pretty Pictures;;;Drame;;;;;;;Italie;30.0;9.0;2015.0;2.0;3.6;87.0;6131.0;$4,636
6737;234816;Regards sur nos assiettes;Marion Mazille; Yoann Baulaz; Florian Revol; Clément Jullien;Pierre Beccu;;;;;;Kamea Meah Films;;;Documentaire;;;;;;;France;9.0;9.0;2015.0;2.0;3.2;75.0;417.0;
6738;234828;La nuit et l'enfant;;;;;David Yon;;;David Yon;;;Survivance;;;Expérimental;;;;;;;France;7.0;9.0;2016.0;2.0;3.0;60.0;152.0;
6739;234830;Queen Of Earth;Elisabeth Moss; Katherine Waterston; Patrick Fugit; Kentucker Audley;Alex Ross Perry;;;Alex Ross Perry;;;Potemkine Films;;;Drame; Thriller;;;;;;U.S.A.;9.0;9.0;2015.0;2.0;3.5;90.0;3210.0;$200,000 (estimated)
6740;234831;Rabo de Peixe;;;;;Joaquim Pinto; Nuno Leonel;;Joaquim Pinto; Nuno Leonel;;Norte Distribution;;;Documentaire;;;;;;;Portugal;21.0;10.0;2015.0;2.0;3.8;103.0;731.0;
6741;234860;La Mort de Louis XIV;Jean-Pierre Léaud;" Patrick d&#039;Assumçao"; Marc Susini; Irène Silvagni;Albert Serra;;;Albert Serra; Thierry Lounas; Albert Serra;Les Bookmakers ; Capricci Films;;Biopic; Drame; Historique;;;;;France;2.0;11.0;2016.0;2.0;3.9;120.0;18407.0;$43,635
6742;234866;Eva no duerme;Gael García Bernal; Denis Lavant; Daniel Fanego; Imanol Arias;Pablo Agüero;;;Pablo Agüero;;;Pyramide Distribution;;;Drame;;;;;;;Argentine;6.0;4.0;2016.0;2.0;3.5;87.0;6815.0;$27,556
6743;234925;Libres !;;;;;Jean-Paul Jaud;;;Jean-Paul Jaud;;;J+B Séquences Distribution;;;Documentaire;;;;;;;France;11.0;3.0;2015.0;2.0;2.8;105.0;2330.0;
6744;234945;Al bahr min ouaraikoum;Malek Akhmiss; Fairouz Amiri; Mohamed Aouragh; Hassan Ben Badida;Hicham Lasri;;;Hicham Lasri;;;Les Films de l'Atalante;;;Drame;;;;;;;Maroc;28.0;9.0;2016.0;2.0;2.6;88.0;120.0;
6745;234947;Al-Hob wa Al-Sariqa wa Mashakel Ukhra;Sami Metwasi; Maya Abu Alhayyat; Ramzi Maqdisi; Riyad Sliman;Muayad Alayan;;;Muayad Alayan; Rami Musa Alayan;;ASC Distribution;;;Comédie; Drame; Thriller;;;;;Palestine;30.0;9.0;2015.0;2.0;3.1;93.0;1280.0;
6746;234956;Je suis Annemarie Schwarzenbach;Valentin Jean; Stephen Loye; Marion Ducamp; Pauline Leprince;Veronique Aubouy;;;Veronique Aubouy; Thomas Cheysson; Yves Nilly;;;;Documentaire;;;;;;;France;15.0;4.0;2015.0;2.0;3.5;86.0;190.0;
6747;234970;The Last: Naruto the Movie;;;;;Tsuneo Kobayashi;;;Kyozuka Maruo; Masashi Kishimoto;;Eurozoom;;;Animation; Comédie; Romance;;;;;Japon;13.0;5.0;2015.0;2.0;2.6;117.0;41421.0;¥120,000,000 (estimated)
6748;235019;The Boy;Lauren Cohan; Rupert Evans; Ben Robson; Jim Norton;William Brent Bell;;;Stacey Menear;;;Metropolitan FilmExport;;;Epouvante-horreur;;;;;;;U.S.A.;27.0;1.0;2016.0;2.0;3.1;97.0;174621.0;
6749;235022;Petting Zoo;Devon Keller; Deztiny Gonzales; Jocko Sims; Kiowa Tucker;Micah Magee;;;Micah Magee;;;Bodega Films;;;Drame;;;;;;;Allemagne;22.0;6.0;2016.0;2.0;3.3;92.0;1331.0;
6750;235031;Toto si surorile lui;;;;;Alexander Nanau;;;Alexander Nanau;;;JHR Films ; Wide;;Documentaire;;;;;;;Roumanie;6.0;1.0;2016.0;2.0;4.1;94.0;6158.0;
6751;235033;Les Cowboys;François Damiens; Finnegan Oldfield; Agathe Dronne; John C. Reilly;Thomas Bidegain;;;Thomas Bidegain; Noé Debré; Laurent Abitbol;Pathé;;;Drame;;;;;;;France;25.0;11.0;2015.0;2.0;3.5;105.0;114382.0;$73,725
6752;235045;Enfances Nomades;Irka Erdene Baatar; Otgonjargal Huygbaatar; Daria Ouvarovskaïa; Irina Nikolaevna Ivanova;Christophe Boula;;;Christophe Boula; Tenzin Kunchap;;Borealia Films;;;Aventure; Drame;;;;;;France;25.0;3.0;2015.0;2.0;2.5;93.0;167.0;
6753;235055;Révolution Zendj;Fethi Gares; Diyanna Sabri; Ahmed Hafez; Wassim Mohammed Ajawi;Tariq Teguia;;;Tariq Teguia;;;Neffa Films;;;Drame;;;;;;;Algérie;11.0;3.0;2015.0;2.0;4.1;133.0;1348.0;
6754;235061;Le Bois dont les rêves sont faits;;;;;Claire Simon;;;Claire Simon;;;Dulac Distribution;;;Documentaire;;;;;;;France;13.0;4.0;2016.0;2.0;3.8;146.0;9647.0;€500,000 (estimated)
6755;235063;The Forecaster;;;;;Marcus Vetter; Karin Steinberger;;Marcus Vetter; Karin Steinberger;;Jupiter Films;;;Documentaire;;;;;;;Allemagne;24.0;8.0;2015.0;0.0;3.0;93.0;1003.0;€860,000 (estimated)
6756;235116;That Sugar Film;Kyan Khojandi; Damon Gameau; Hugh Jackman; Stephen Fry;Damon Gameau;;;Damon Gameau;;;L'atelier d'images;;;Documentaire;;;;;;;Australie;24.0;1.0;2018.0;2.0;3.5;90.0;3139.0;$3,500
6757;235120;Nerve;Emma Roberts; Dave Franco; Emily Meade; Miles Heizer;Ariel Schulman; Henry Joost;;Jessica Sharzer; Jeanne Ryan;;Metropolitan FilmExport;;;Thriller;;;;;;;U.S.A.;24.0;8.0;2016.0;2.0;3.1;97.0;290562.0;$19,000,000 (estimated)
6758;235123;Braqueurs;Sami Bouajila; Guillaume Gouix; Redouane Behache; Youssef Hajdi;Julien Leclercq;;;Julien Leclercq; Simon Moutaïrou; Jérôme Pierrat;SND;;;Policier; Drame; Thriller;;;;;France;4.0;5.0;2016.0;2.0;3.3;81.0;176071.0;$3,246,104
6759;235141;Les Messagers;;;;;Hélène Crouzillat; Laetitia Tura;;;;;Primaluce Distribution;;;Documentaire;;;;;;;France;8.0;4.0;2015.0;2.0;3.4;70.0;207.0;
6760;235156;Médecin De Campagne;François Cluzet; Marianne Denicourt; Isabelle Sadoyan; Félix Moati;Thomas Lilti;;;Thomas Lilti; Baya Kasmi; Sherazade Khalladi;Le Pacte;;;Comédie dramatique;;;;;;;France;23.0;3.0;2016.0;2.0;3.7;102.0;521744.0;€5,400,000 (estimated)
6761;235175;Fasismos A.E.;;;;;Aris Chatzistefanou;;;Aris Chatzistefanou;;;Cinéma Saint-André des Arts;;;Documentaire;;;;;;;Grèce;18.0;2.0;2015.0;2.0;2.7;83.0;182.0;
6762;235197;Marguerite;Catherine Frot; André Marcon; Michel Fau; Christa Théret;Xavier Giannoli;;;Xavier Giannoli; Marcia Romano;;Memento Distribution;;;Comédie; Drame;;;;;;France;16.0;9.0;2015.0;2.0;4.0;129.0;264495.0;€8,000,000 (estimated)
6763;235198;Ma révolution;Samuel Vincent; Anamaria Vartolomei; Lubna Azabal; Samir Guesmi;Ramzi Ben Sliman;;;Ramzi Ben Sliman; Thomas Cailley; Nathalie Saugeon;Memento Distribution;;;Drame;;;;;;;France;3.0;8.0;2016.0;2.0;3.2;80.0;2395.0;
6764;235217;DANCERS;Lukas Bjørneboe Brændsrød; Syvert Lorenz Garcia; Torgeir Lund;;Kenneth Elvebakk;;;;;;ZED;;;Documentaire;;;;;;;Norvège;27.0;5.0;2015.0;2.0;2.6;73.0;1619.0;
6765;235229;A tout jamais;Koen De Graeve; Geert Van Rampelberg; Lotte Pinoy; Michel van Dousselaere;Nic Balthazar;;;Nic Balthazar;;;Bodega Films;;;Drame;;;;;;;Belgique;11.0;3.0;2015.0;2.0;3.3;118.0;142.0;
6766;235236;La Ch’tite famille;Dany Boon; Laurence Arné; François Berléand; Guy Lecluyse;Dany Boon;;;Dany Boon; Sarah Kaminsky;;Pathé;;;Comédie;;;;;;;France;28.0;2.0;2018.0;2.0;2.9;107.0;2429906.0;$49,954,866
6767;235259;Sleepless;Jamie Foxx; Michelle Monaghan; Dermot Mulroney; David Harbour;Baran bo Odar;;;Andrea Berloff; Frédéric Jardin; Nicolas Saada;Paramount Pictures France;;;Action; Thriller;;;;;;U.S.A.;9.0;8.0;2017.0;2.0;2.1;95.0;114663.0;
6768;235286;Shamitabh;Amitabh Bachchan; V Dhanush; Pete Meads; Rekha;R. Balki;;;R. Balki;;;Aanna Films;;;Comédie; Drame; Thriller;;;;;Inde;11.0;2.0;2015.0;2.0;3.4;158.0;400.0;$324,597
6769;235293;Final Portrait;Geoffrey Rush; Armie Hammer; Tony Shalhoub; Sylvie Testud;Stanley Tucci;;;Stanley Tucci; James Lord;;Bodega Films;;;Biopic; Comédie dramatique;;;;;;Grande-Bretagne;6.0;6.0;2018.0;2.0;3.3;90.0;9810.0;$461,972
6770;235296;Love & Friendship;Kate Beckinsale; Chloë Sevigny; Stephen Fry; Jenn Murray;Whit Stillman;;;Whit Stillman; Jane Austen;;Dulac Distribution;;;Comédie; Drame; Romance;;;;;Irlande;22.0;6.0;2016.0;2.0;3.9;93.0;48913.0;$3,000,000 (estimated)
6771;235341;John Wick: Chapter Two;Keanu Reeves; Riccardo Scamarcio; Ian McShane; Laurence Fishburne;Chad Stahelski;;;Derek Kolstad;;;Metropolitan FilmExport;;;Action;;;;;;;U.S.A.;22.0;2.0;2017.0;2.0;3.1;123.0;201953.0;
6772;235348;Poesía Sin Fin;Adan Jodorowsky; Pamela Flores; Brontis Jodorowsky; Alejandro Jodorowsky;Alejandro Jodorowsky;;;Alejandro Jodorowsky;;;Le Pacte;;;Biopic; Drame; Fantastique;;;;;France;5.0;10.0;2016.0;2.0;4.0;128.0;15326.0;$153,440
6773;235380;Un homme à la hauteur;Jean Dujardin; Virginie Efira; Cédric Kahn; César Domboy;Laurent Tirard;;;Laurent Tirard; Grégoire Vigneron; Marcos Carnevale;Gaumont Distribution;;;Comédie; Romance;;;;;;France;4.0;5.0;2016.0;2.0;2.8;99.0;278901.0;$8,273,919
6774;235389;The Hallow;Joseph Mawle; Bojana Novakovic; Michael McElhatton; Michael Smiley;Corin Hardy;;;Corin Hardy; Felipe Marino;;Océan Films;;;Epouvante-horreur;;;;;;;Grande-Bretagne;30.0;3.0;2016.0;2.0;3.1;97.0;22686.0;$13,906
