,nom,ID,STARmeter,recompenses,carriere_duree,films_series
2622,HermilaGuedes,nm2048432,97941.0,0.0,15.0,21.0
2623,YounesBouab,,,0.0,9.0,13.0
2624,ZoeyDeutch,nm3614913,511.0,0.0,13.0,30.0
2625,CathyNouchi,nm5396986,6198339.0,0.0,0.0,0.0
2626,LikaBabluani,nm5554445,184141.0,0.0,4.0,3.0
2627,PatrickRiester,,,0.0,0.0,0.0
2628,PierreRabhi,,,0.0,12.0,6.0
2629,KellanLutz,nm1553725,3400.0,0.0,19.0,53.0
2630,TeserOwansi,,,0.0,0.0,0.0
2631,ValerieDreville,nm0238811,218380.0,1.0,40.0,28.0
2632,CarolinaAmaral,nm3326365,44337.0,0.0,11.0,9.0
2633,AmyPoehler,nm0688132,3201.0,2.0,26.0,41.0
2634,SamClaflin,nm3510471,512.0,0.0,13.0,34.0
2635,FelicityJones,nm0428065,1286.0,0.0,25.0,44.0
2636,TimothySpall,nm0001758,2316.0,2.0,45.0,113.0
2637,BellaThorne,nm2254074,929.0,0.0,18.0,59.0
2638,KevAdams,nm1133795,51946.0,0.0,24.0,35.0
2639,FrancoisGerard,,,0.0,13.0,2.0
2640,FranckTrillot,nm3637666,12861921.0,0.0,11.0,9.0
2641,MichaelHaneke,,,26.0,43.0,31.0
2642,BrittRobertson,nm1429380,482.0,0.0,19.0,47.0
2643,JasonSchwartzman,nm0005403,1294.0,0.0,26.0,59.0
2644,TarajiP.Henson,nm0378245,1250.0,1.0,27.0,63.0
2645,RaphaelBeaugrand,,,0.0,0.0,0.0
2646,SatoKentarou,,,0.0,7.0,3.0
2647,JamesRansone,nm0710447,6779.0,1.0,20.0,45.0
2648,AviMograbi,,,0.0,38.0,11.0
2649,DavidAtrakchi,nm2331786,87988.0,0.0,11.0,14.0
2650,AnaClaudiaTalancon,nm0847799,17568.0,0.0,24.0,35.0
2651,EddaMagnason,,,0.0,0.0,2.0
2652,T.J.Miller,nm2554352,2753.0,0.0,13.0,32.0
2654,GilbertoGil,,,0.0,45.0,52.0
2655,AurelioCohen,nm1707812,803213.0,0.0,0.0,3.0
2656,ElinOdegaard,nm5695509,9467134.0,0.0,0.0,0.0
2657,RitonLiebman,nm0509504,229563.0,0.0,45.0,50.0
2658,Jean-PierreMocky,nm0006620,52652.0,0.0,77.0,119.0
2659,RemiGaillard,,,0.0,0.0,0.0
2660,AlexandreGuanse,nm2579025,1388358.0,0.0,8.0,4.0
2661,SouhirBenAmara,nm4060983,347175.0,0.0,0.0,4.0
2662,HalukBilginer,nm0082211,13053.0,0.0,36.0,59.0
2663,NabilDjedouani,,,0.0,0.0,3.0
2664,BahmanMohassess,,,0.0,0.0,0.0
2665,PaulodeFigueiredo,,,0.0,14.0,3.0
2666,GustavDyekjaerGiese,nm5489304,56330.0,0.0,10.0,14.0
2667,AndiVasluianu,nm0890632,102292.0,0.0,20.0,24.0
2668,WesBentley,nm0004747,541.0,0.0,26.0,47.0
2669,GabrielleMarion-Rivard,nm5861076,284184.0,0.0,0.0,0.0
2670,KaridjaToure,nm6414713,102125.0,0.0,7.0,14.0
2671,ConnorJessup,nm2862041,9350.0,0.0,13.0,10.0
2672,AmelleChahbi,nm2147000,257368.0,0.0,14.0,24.0
2673,CiomaraMorais,,,0.0,0.0,0.0
2674,AneDahlTorp,nm1335996,23671.0,0.0,19.0,24.0
2675,BrontisJodorowsky,nm0423526,25218.0,0.0,50.0,20.0
2676,JasmineTrinca,nm0872910,16542.0,2.0,23.0,38.0
2677,AnnaJulianaJaenner,,,0.0,0.0,3.0
2678,EstherGarrel,nm1081257,19314.0,0.0,23.0,34.0
2679,VimalaPons,nm2169779,40022.0,3.0,19.0,37.0
2680,SebastiaoSalgado,,,1.0,0.0,2.0
2681,MasaharuFukuyama,nm0298048,51550.0,0.0,15.0,12.0
2682,TakeruSato,nm10376938,2274159.0,0.0,8.0,10.0
2683,SophieDesmarais,nm1538828,28318.0,0.0,18.0,26.0
2684,BrandonLopez,nm5090373,933665.0,0.0,0.0,3.0
2685,JanBijvoet,nm0082052,12978.0,0.0,11.0,27.0
2686,SidLucero,nm1741333,43187.0,0.0,7.0,8.0
2687,CarinaLau,nm0490500,33035.0,0.0,36.0,39.0
2688,AdamBakri,nm4682935,42292.0,0.0,8.0,6.0
2689,SaraCarlson,nm0138013,378822.0,0.0,1.0,2.0
2690,WuJiang,nm0422640,277571.0,0.0,26.0,18.0
2691,ArmandoEspitia,nm5638007,86845.0,0.0,0.0,12.0
2692,GeorgesCorraface,nm0004248,20551.0,0.0,42.0,61.0
2693,NathanBernat,nm5712527,10403247.0,0.0,0.0,2.0
2694,Francois-JosephCulioli,nm5631763,5525032.0,0.0,4.0,3.0
2695,GeorgeMacKay,nm1126657,2727.0,0.0,18.0,37.0
2696,GabrielArcand,nm0033501,74395.0,0.0,45.0,21.0
2697,DenisShevod,,,0.0,0.0,0.0
2698,PedroFerreira,nm0274418,6499601.0,0.0,3.0,2.0
2699,GregoryCohen,nm12048490,6815998.0,0.0,14.0,7.0
2700,MaconBlair,nm0086301,8164.0,0.0,14.0,24.0
2701,ConnerChapman,nm5519350,175658.0,0.0,0.0,2.0
2702,AlejandroJodorowsky,nm0423524,9524.0,0.0,64.0,25.0
2703,YannYannYeo,nm2021003,57341.0,0.0,16.0,9.0
2704,RonitRoy,nm0747172,35177.0,0.0,8.0,12.0
2705,HassanBenBadida,,,0.0,4.0,6.0
2706,LaetitiaDosch,nm3270435,13290.0,1.0,15.0,41.0
2707,AndrewKotting,nm0467836,231536.0,0.0,22.0,9.0
2708,JennySchily,nm0771739,159630.0,0.0,27.0,45.0
2709,VijaySethupathi,nm4043111,10767.0,0.0,12.0,37.0
2710,GuillermoArriaga,,,1.0,20.0,9.0
2711,JoseSacristan,nm0755364,50976.0,2.0,55.0,111.0
2712,JuliusFeldmeier,nm4381156,46403.0,0.0,1.0,17.0
2713,GinaPiersanti,nm5219118,56161.0,0.0,3.0,5.0
2714,BarryWard,nm0911395,14712.0,0.0,27.0,30.0
2715,GuillaumeDeTonquedec,,,1.0,35.0,59.0
2716,AmiraAkili,nm5959031,236769.0,0.0,0.0,0.0
2717,CarminaBarrios,nm4847927,159964.0,0.0,1.0,11.0
2718,RubenVerdyan,nm5753294,12385092.0,0.0,0.0,0.0
2719,DanielGimenezCacho,nm0319843,25557.0,0.0,30.0,62.0
2720,Ocean,nm10663940,4820442.0,0.0,0.0,5.0
2721,RyanSteele,nm4857666,80866.0,0.0,0.0,4.0
2722,SurajBaba,,,0.0,0.0,0.0
2723,LolitaChammah,nm0150543,42973.0,0.0,36.0,60.0
2724,JonFavreau,nm0269463,1173.0,0.0,32.0,77.0
2725,BaptisteLecaplain,,,0.0,14.0,34.0
2726,FatuDjebate,nm5503428,8241579.0,0.0,0.0,2.0
2727,MarcZinga,nm3207271,125116.0,1.0,15.0,21.0
2728,IsabelSantos,nm0764118,345263.0,0.0,27.0,15.0
2729,Jean-MarcRavera,nm1361556,4842663.0,0.0,15.0,6.0
2730,EdSkrein,nm4534098,320.0,0.0,11.0,31.0
2731,JoyRieger,nm2380472,32772.0,1.0,8.0,11.0
2732,AmirBenAbdelmoumen,nm2977493,956578.0,0.0,7.0,7.0
2733,MarkChao,nm3609766,25439.0,0.0,17.0,12.0
2734,FredericPierrot,nm0682692,115019.0,0.0,37.0,118.0
2735,CarlosHipolito,nm0386176,114060.0,0.0,30.0,31.0
2736,JosephineJapy,nm1754147,21584.0,0.0,19.0,18.0
2737,MohamedDekhi,nm6588204,8016570.0,0.0,0.0,0.0
2738,ClementChauvin,nm5535345,6441515.0,0.0,2.0,2.0
2739,ManalIssa,nm6997839,36495.0,1.0,6.0,13.0
2740,AllisonMiller,nm1935292,7620.0,0.0,21.0,23.0
2741,FelixdeGivry,nm5064713,303797.0,0.0,0.0,3.0
2742,JesusPadilla,nm4410925,5121302.0,0.0,3.0,3.0
2743,AmyWinehouse,,,0.0,0.0,2.0
2744,DavidCunio,nm5503232,286828.0,0.0,0.0,0.0
2745,FrankGrillo,nm0342029,1463.0,0.0,40.0,106.0
2746,KlausTange,nm0849359,31101.0,0.0,14.0,10.0
2747,RaymondKurzweil,,,0.0,23.0,6.0
2748,FabianForte,nm1037826,172029.0,0.0,19.0,11.0
2750,EmiliedePreissac,nm1711344,59636.0,0.0,17.0,36.0
2751,AnneMarivin,nm0548156,51613.0,1.0,27.0,61.0
2752,TzahiGrad,nm0333523,152189.0,0.0,23.0,17.0
2753,SidneyGoyvaertz,nm5807918,7864776.0,0.0,0.0,0.0
2754,AstridWhettnall,nm2182605,40259.0,1.0,14.0,32.0
2755,SalimKechiouche,nm0444248,40445.0,0.0,27.0,49.0
2756,PhilippeLacheau,,,2.0,15.0,22.0
2757,FrederiqueBarre,nm5567108,11145166.0,0.0,0.0,0.0
2758,ArmenDzhigarkhanyan,nm0246150,250615.0,0.0,43.0,12.0
2759,BarbaraCassin,,,0.0,0.0,0.0
2760,KristyanFerrer,nm2946712,85768.0,0.0,11.0,26.0
2761,PierreDulaine,,,0.0,0.0,0.0
2762,RobertGustafsson,nm0349052,30604.0,0.0,22.0,11.0
2763,BataZivojinovic,,,0.0,50.0,18.0
2764,NeelSethi,nm5888481,14324.0,0.0,0.0,2.0
2765,MartinEsposito,nm8451738,3471006.0,0.0,18.0,6.0
2766,ChristophBlocher,,,0.0,0.0,0.0
2767,XimenaAyala,nm9379283,6167456.0,0.0,14.0,13.0
2768,DianaAvramut,nm5855960,1445752.0,0.0,0.0,3.0
2769,DavidMerabet,nm5856482,13217550.0,0.0,0.0,0.0
2770,JoaquimPinto,,,1.0,38.0,9.0
2771,CarloZoratti,,,0.0,0.0,0.0
2772,Liang-yuYang,nm6767851,1524093.0,0.0,0.0,0.0
2773,Yu-miJeong,nm6710649,10214691.0,0.0,21.0,15.0
2774,FlorianDavidFitz,nm1164552,19845.0,1.0,21.0,41.0
2775,JosephineJobert,nm2907225,2410.0,0.0,15.0,14.0
2776,DavidHarbour,nm1092086,1362.0,0.0,25.0,60.0
2777,YuvalScharf,nm2965644,24711.0,0.0,0.0,9.0
2778,EmmaDante,,,0.0,11.0,5.0
2779,AnneDorval,nm0234237,44361.0,0.0,34.0,25.0
2780,BenFoster,nm0004936,1158.0,1.0,25.0,57.0
2781,JuliaLouis-Dreyfus,nm0000506,818.0,7.0,41.0,31.0
2782,WinnieMandela,,,0.0,17.0,4.0
2783,KymVercoe,,,0.0,0.0,0.0
2784,LolaLasseron,nm5409944,517946.0,0.0,0.0,3.0
2785,SamuelLangeZambrano,nm5853160,357477.0,0.0,0.0,0.0
2786,GuguMbatha-Raw,nm1813221,166.0,0.0,17.0,41.0
2787,LucasTill,nm1395771,3907.0,0.0,20.0,35.0
2788,TommasoLanzotti,,,0.0,0.0,0.0
2789,ShadiMar&#039;i,,,,,
2790,ZakariaRamdane,,,0.0,0.0,0.0
2791,JesuitaBarbosa,nm4916455,165728.0,0.0,5.0,25.0
2792,ScottMarlowe,nm3597295,179315.0,0.0,59.0,16.0
2793,EddieMarsan,nm0550371,2332.0,0.0,27.0,119.0
2794,Dileepan,nm5575042,1230314.0,0.0,0.0,0.0
2795,JanDieterSchneider,nm5864709,1207251.0,0.0,0.0,3.0
2796,LisandroRodriguez,nm3027160,605726.0,0.0,8.0,6.0
2797,AnselElgort,nm5052065,1149.0,0.0,8.0,18.0
2798,Divine,nm0001145,10576.0,0.0,19.0,13.0
2799,PascalJ.Jardel,,,0.0,6.0,2.0
2800,DevinFrance,nm11293332,68842.0,0.0,0.0,0.0
2801,Pier-GabrielLajoie,nm5378719,77125.0,0.0,0.0,5.0
2802,SilviaLourenco,nm1062569,323732.0,0.0,20.0,22.0
2803,MichaelC.Hall,nm0355910,528.0,4.0,22.0,27.0
2804,AgataKulesza,nm0474492,28473.0,0.0,17.0,24.0
2805,AlisonBrie,nm1555340,211.0,0.0,18.0,40.0
2806,DermotMulroney,nm0000551,940.0,0.0,39.0,134.0
2807,VivianMaier,,,0.0,0.0,0.0
2808,BryanCranston,nm0186505,223.0,8.0,50.0,114.0
2809,GeraldineNakache,nm1995246,67770.0,2.0,17.0,40.0
2810,GuslagieMalanda,nm5961236,87735.0,0.0,0.0,3.0
2811,AlexanderFehling,nm2356421,23533.0,0.0,13.0,32.0
2812,MateuszBanasiuk,nm1794414,37862.0,0.0,15.0,11.0
2813,AurelienGabrielli,,,0.0,8.0,10.0
2814,TannishthaChatterjee,nm1318578,32265.0,0.0,16.0,33.0
2815,RainerVoss,,,0.0,0.0,0.0
2816,NataliaTena,nm1164730,1131.0,0.0,20.0,34.0
2817,IngvarSigurdsson,nm0797614,9954.0,1.0,28.0,40.0
2818,DinaraDrukarova,nm0238506,119262.0,0.0,33.0,38.0
2819,DeeyaMaskey,nm4090586,2988298.0,0.0,0.0,0.0
2820,HathaYogiBaba,,,0.0,0.0,0.0
2821,HannoKoffler,nm1269047,35693.0,0.0,21.0,48.0
2822,HrithikRoshan,nm0004335,1750.0,0.0,24.0,27.0
2823,StephanieCumming,nm3447387,592616.0,0.0,2.0,2.0
2824,AlexandreTharaud,,,0.0,1.0,2.0
2825,GunnarJonsson,nm0433603,174311.0,0.0,16.0,6.0
2826,MartinAleksa,,,0.0,0.0,0.0
2827,DignaQuispe,nm5990634,930562.0,0.0,0.0,0.0
2828,GhilhermeLobo,nm3978701,105801.0,0.0,0.0,10.0
2829,DavidGulpilil,nm0347858,11852.0,1.0,51.0,26.0
2830,LeavanAcken,,,0.0,6.0,18.0
2831,RaulArevalo,nm1666855,33758.0,4.0,17.0,54.0
2832,DidierMichon,nm6154227,1378812.0,1.0,7.0,6.0
2833,JR,nm15223780,4407297.0,0.0,11.0,6.0
2834,GabrielleLazure,nm0493959,55281.0,0.0,41.0,64.0
2835,CamilleChamoux,nm3548282,89380.0,0.0,14.0,32.0
2836,BaptisteAmigorena,,,0.0,0.0,0.0
2837,JamesSaintil,nm5874824,1651210.0,0.0,0.0,0.0
2838,HalimaBenhamed,nm12762898,8989063.0,0.0,0.0,0.0
2839,AamirKhan,nm0451148,4762.0,0.0,32.0,28.0
2840,ChristineArmanger,nm6537165,891309.0,0.0,0.0,0.0
2841,AnnabelleWallis,nm1834115,248.0,0.0,15.0,34.0
2842,ReeceRitchie,nm2201022,17243.0,0.0,15.0,20.0
2843,GuntherVanSeveren,,,0.0,0.0,2.0
2844,MarieDenarnaud,nm0218884,82517.0,0.0,25.0,73.0
2845,ArnaudGasson,,,0.0,0.0,0.0
2846,AlbanLenoir,nm1839955,19627.0,0.0,21.0,62.0
2847,ErcanKesal,nm1941926,43666.0,0.0,18.0,27.0
2848,MarionRichez,,,0.0,0.0,0.0
2849,MaitMalmsten,nm1046050,246178.0,0.0,15.0,9.0
2850,JordisTriebel,nm1935952,14891.0,1.0,17.0,52.0
2851,MarkGreenfield,nm0339008,665095.0,0.0,6.0,4.0
2852,YulietCruz,,,0.0,10.0,6.0
2853,MarcBertrand,,,0.0,0.0,0.0
2855,MargheritaBuy,nm0125540,26002.0,0.0,35.0,54.0
2856,Woo-heeChun,nm3825915,37135.0,0.0,10.0,13.0
2857,JaurisCasanova,nm0142921,1418894.0,0.0,16.0,7.0
2858,SergeAvedikian,nm0042848,187368.0,1.0,42.0,64.0
2859,KarthikSivakumar,,,0.0,5.0,9.0
2860,MirayAkay,nm5411225,38637.0,0.0,0.0,8.0
2861,VytautasKaniusonis,nm4482485,178136.0,0.0,0.0,6.0
2862,IgorSamobor,nm0759944,354982.0,0.0,6.0,5.0
2863,DanielCandia,nm4461567,758076.0,0.0,2.0,4.0
2864,Jean-JacquesRausin,nm2317224,172385.0,0.0,13.0,15.0
2865,AnnaMargaritaAlbelo,nm1779802,766482.0,0.0,20.0,6.0
2866,GiuliaSalerno,nm3065133,352871.0,0.0,6.0,4.0
2867,TeoHalm,nm5128387,58380.0,0.0,5.0,5.0
2868,LeviMiller(II),,,0.0,7.0,11.0
2869,RachaelBlake,nm0086697,22507.0,0.0,24.0,20.0
2870,IbrahimAhmedditPino,,,0.0,0.0,3.0
2871,TylerJamesWilliams,nm1927701,3364.0,1.0,24.0,22.0
2872,SaritLarry,nm0488686,507856.0,0.0,0.0,0.0
2873,HarmandeepPalminder,nm6148078,1857418.0,0.0,8.0,7.0
2874,MichelDiercks,nm5109749,161502.0,0.0,9.0,12.0
2875,NahuelPerezBiscayart,nm1465580,28510.0,3.0,20.0,31.0
2876,SaidMrini,nm5953719,570340.0,0.0,0.0,0.0
2877,AlvaroOgalla,,,0.0,0.0,3.0
2878,VanesaPrieto,nm4694013,8545232.0,0.0,9.0,9.0
2879,MariaSchrader,nm0775056,23102.0,1.0,29.0,32.0
2880,LeeDavid(I),,,0.0,11.0,9.0
2881,LuYulai,,,0.0,10.0,12.0
2882,ChristineDory,,,0.0,28.0,9.0
2883,MaguieAudier,,,0.0,0.0,0.0
2884,EllarColtrane,nm1294664,8197.0,0.0,7.0,11.0
2885,NaisElFassi,nm6296589,8803121.0,0.0,0.0,2.0
2886,MadhuriDixit,nm0002043,21310.0,0.0,29.0,21.0
2887,EllenDorritPetersen,nm2717241,41159.0,0.0,14.0,17.0
2888,DinaTukubaeva,,,0.0,0.0,0.0
2889,LaurynHill,,,0.0,23.0,8.0
2890,SheilaVand,nm2611074,7765.0,0.0,14.0,28.0
2891,TatjanaBozic,,,0.0,0.0,0.0
2892,ShaneHarper,nm2436499,8489.0,0.0,13.0,21.0
2893,TakakoMatsu,nm0559381,62543.0,0.0,22.0,16.0
2894,JonathanDaRosa,nm5510319,1203324.0,0.0,0.0,5.0
2895,RamasanMinkailov,nm6222090,3018562.0,0.0,0.0,0.0
2896,VictorGarcia(V),,,0.0,0.0,3.0
2897,LiaoFan,,,1.0,13.0,12.0
2898,MurathanMuslu,nm4256762,47522.0,0.0,10.0,40.0
2899,RainerWernerFassbinder,nm0001202,10047.0,2.0,17.0,70.0
2900,ThomasSalvador,nm1167415,120616.0,0.0,21.0,4.0
2901,HamisiBazili,,,0.0,0.0,0.0
2902,MeronGetnet,nm6288670,1240742.0,0.0,0.0,0.0
2903,JennySlate,nm2809577,1691.0,0.0,15.0,33.0
2904,Jim-AdhiLimas,,,0.0,43.0,13.0
2905,MarcelloConte,nm5286162,216352.0,0.0,0.0,0.0
2906,IreneJacob,nm0001393,8581.0,1.0,37.0,70.0
2907,BernardLeCoq,nm0494204,145610.0,2.0,56.0,164.0
2908,ChantalNeuwirth,nm0627262,260969.0,0.0,43.0,44.0
2909,VirginieGodier,,,0.0,0.0,0.0
2910,NickCave,nm6158375,1738059.0,0.0,35.0,24.0
2911,MatthiasHungerbuhler,nm3747101,416450.0,0.0,0.0,4.0
2912,JakeJohnson,nm2159926,453.0,0.0,16.0,36.0
2913,AlexiMathieu,nm6615039,1529762.0,0.0,0.0,0.0
2914,JoseMunnix,,,0.0,0.0,0.0
2915,ValentinaHerszage,nm3990647,231047.0,0.0,0.0,10.0
2916,PerditaWeeks,nm0917347,2239.0,0.0,25.0,24.0
2917,AmySchumer,nm2154960,3554.0,0.0,15.0,23.0
2918,JanDebski,nm1295960,13236552.0,0.0,9.0,7.0
2919,MayaRudolph,nm0748973,3823.0,2.0,27.0,59.0
2920,JeromeSoubeyrand,,,0.0,19.0,9.0
2921,PaulWalterHauser,nm3236159,125.0,1.0,13.0,27.0
2922,StefenEynius,nm3446962,1420709.0,0.0,9.0,4.0
2923,SophieNelisse,nm4563869,2035.0,0.0,12.0,19.0
2924,AaronKwok,nm0477209,37035.0,0.0,26.0,35.0
2925,OlivierAubin,nm1152485,957176.0,0.0,10.0,8.0
2926,FerdiaWalsh-Peelo,nm6916321,8758.0,0.0,0.0,7.0
2927,RobertA.A.Lowe,,,0.0,0.0,2.0
2928,BrookeBloom,nm1318410,16601.0,0.0,23.0,41.0
2929,MariekeAmbroise,,,0.0,0.0,0.0
2930,SamiraBrahmia,,,0.0,0.0,0.0
2931,TomVermeir,nm0973945,95032.0,0.0,5.0,14.0
2932,GijsBlom,nm4714014,21293.0,0.0,0.0,10.0
2933,RenatShuteev,nm3461393,662540.0,0.0,0.0,5.0
2934,WendyMoniz,nm0598166,2489.0,0.0,23.0,18.0
2935,MaxIrons,nm1796057,4532.0,0.0,19.0,20.0
2936,ScottyBowman,,,0.0,0.0,0.0
2937,FranckGastambide,nm4151736,45164.0,0.0,24.0,31.0
2938,SagaBecker,nm6223103,468691.0,0.0,0.0,2.0
2939,AthaliaRoutier,nm5998777,644385.0,0.0,0.0,2.0
2940,ReginaHall,nm0356021,3777.0,0.0,28.0,55.0
2941,NassimAmaouche,,,1.0,12.0,5.0
2942,BoguslawLinda,nm0511277,59182.0,0.0,38.0,22.0
2943,LewisMacDougall,nm6484968,31391.0,0.0,0.0,5.0
2944,PoojaUmashankar,nm2661079,58545.0,0.0,9.0,5.0
2945,AkshayKumar,nm0474774,5472.0,0.0,26.0,69.0
2946,DavidMartelleur,,,0.0,0.0,0.0
2947,MehranTamadon,,,0.0,15.0,4.0
2948,NinaMeurisse,nm0582889,42757.0,2.0,24.0,46.0
2949,JenjiraPongpas,nm1178649,184551.0,0.0,17.0,6.0
2950,MasahiroYoshino,nm10775528,3069310.0,0.0,0.0,0.0
2951,JulianoCazarre,nm2131960,187367.0,0.0,14.0,37.0
2952,ThomasRongen,,,0.0,0.0,0.0
2953,Plantu,,,0.0,0.0,2.0
2954,SoriaZeroual,nm7519070,1584718.0,0.0,0.0,2.0
2955,AubreyPeeples,nm2874427,12566.0,0.0,8.0,13.0
2956,AndreaRiseborough,nm2057859,678.0,0.0,19.0,56.0
2957,KanganaRanaut,nm2144007,13052.0,0.0,17.0,27.0
2958,NatWolff,nm1822659,3530.0,0.0,18.0,30.0
2959,DidierPourquery,,,0.0,0.0,0.0
2960,BrigitteLahaie,nm0221321,19675.0,0.0,44.0,44.0
2961,DarrenEvans(I),,,0.0,15.0,14.0
2962,KostasNikouli,nm5947573,119702.0,0.0,0.0,2.0
2963,AmbreGrouwels,,,1.0,7.0,3.0
2964,MariaCeliaCamargo,nm0131264,6716959.0,0.0,0.0,11.0
2965,AngeliqueLitzenburger,nm3026010,430689.0,0.0,10.0,4.0
2966,AnaNeborac,nm6444775,215357.0,0.0,0.0,4.0
2967,PeterSimonischek,nm0800638,35905.0,1.0,34.0,35.0
2968,IrvinKershner,,,0.0,52.0,24.0
2969,FranceCastel,nm0144583,350801.0,0.0,31.0,15.0
2970,StefanoBellotti,,,0.0,0.0,0.0
2971,KevinShen,nm5155912,11840044.0,0.0,7.0,9.0
2972,GaryLewis,nm0507207,4749.0,0.0,30.0,75.0
2973,ZsofiaPsotta,nm5625871,107131.0,0.0,0.0,0.0
2974,AlekseySerebryakov,nm0148516,18991.0,0.0,28.0,21.0
2975,IngridGarcia-Jonsson,,,0.0,10.0,32.0
2976,BirteSchnoeink,,,0.0,0.0,14.0
2977,MariaAlexandraLungu,,,0.0,0.0,2.0
2978,MarikaRivera,nm0729356,311512.0,0.0,38.0,3.0
2979,EmmanuelVilsaint,nm6340784,9610825.0,0.0,0.0,0.0
2980,BrayanSantamaria,nm6517264,10097047.0,0.0,0.0,0.0
2981,FlorianCarove,nm2061734,4346581.0,0.0,0.0,3.0
2982,FrederickSchmidt,nm5520750,6185.0,0.0,8.0,17.0
2983,MaayanTurjeman,nm6541296,271293.0,0.0,0.0,0.0
2984,ShashankArora,nm3508604,100607.0,0.0,5.0,9.0
2985,RuijieHu,,,0.0,0.0,0.0
2986,YanaNovikova,nm6444685,138985.0,0.0,0.0,0.0
2987,MaikaMonroe,nm2140860,270.0,0.0,12.0,30.0
2988,Maha,nm0536697,13208541.0,0.0,0.0,0.0
2989,JustinWang,nm12540829,7731271.0,0.0,0.0,0.0
2990,KTGorique,,,0.0,0.0,2.0
2991,KlaudiaDudova,nm6447086,523503.0,0.0,0.0,4.0
2992,JallelDridi,,,0.0,0.0,0.0
2993,SabrinaSeyvecou,nm0786904,72745.0,0.0,24.0,40.0
2994,EveBitoun,nm2310997,654400.0,0.0,13.0,9.0
2995,CassandraDumitru,nm6568417,1698061.0,0.0,0.0,0.0
2996,JulianneCote,,,0.0,15.0,13.0
2997,JasonFrancois,nm6485085,12332357.0,0.0,0.0,0.0
2998,JulietaDiaz,nm0246638,61402.0,0.0,16.0,18.0
2999,LironBen-Shlush,,,0.0,5.0,6.0
3000,ChadwickBrown,nm3700698,1107274.0,0.0,11.0,6.0
3001,SauvaneDelanoe,,,0.0,29.0,0.0
3002,ClaudeLorius,,,0.0,0.0,0.0
3003,ElenaAnaya,nm0025745,3340.0,1.0,24.0,50.0
3004,NidhiJha,nm5926430,219554.0,0.0,0.0,0.0
3005,MichelHouellebecq,,,1.0,45.0,13.0
3006,GuillermoFrancella,nm0289856,17665.0,0.0,30.0,20.0
3007,AustinButler,nm2581521,10.0,2.0,19.0,35.0
3008,DeirdreO&#039;Kane,,,,,
3009,LaiaCosta,nm4663937,9317.0,0.0,11.0,25.0
3010,EdoardoLeo,nm0502412,65786.0,0.0,24.0,26.0
3011,AngeDargent,nm7278099,493558.0,0.0,0.0,0.0
3012,IrvinD.Yalom,,,0.0,8.0,0.0
3013,JarvisCocker,,,0.0,13.0,6.0
3014,DacreMontgomery,nm4223882,1980.0,0.0,5.0,9.0
3015,GunesNeziheSensoy,,,0.0,0.0,0.0
3016,SashaLane,nm7603745,4437.0,0.0,5.0,15.0
3017,J.K.Simmons,nm0799777,884.0,5.0,31.0,136.0
3018,UriahShelton,nm2722682,16906.0,0.0,15.0,25.0
3019,OlivierSoler,,,0.0,27.0,22.0
3020,ToniCollette,nm0001057,1076.0,3.0,32.0,90.0
3021,AmelieAbrieu,,,0.0,0.0,0.0
3022,ChristopherPlummer,nm0001626,1709.0,5.0,63.0,122.0
3023,RegisJauffret,,,0.0,2.0,2.0
3024,AriadnaCabrol,nm1779186,28158.0,0.0,18.0,15.0
3025,StanyCoppet,nm2610935,29663.0,0.0,16.0,26.0
3026,MartinLoizillon,nm3190410,311981.0,0.0,13.0,13.0
3027,CorneliuPorumboiu,,,8.0,17.0,13.0
3028,AlexLutz,nm3367478,58731.0,4.0,15.0,49.0
3029,ConstanceRousseau,nm2684816,150889.0,1.0,14.0,13.0
3030,Antoined&#039;Agata,,,,,
3031,SachaPinault,nm8993530,1716369.0,0.0,0.0,3.0
3032,SylvainMounier,nm3444964,3659065.0,0.0,5.0,2.0
3033,ThalesCavalcanti,nm6226944,397363.0,0.0,0.0,3.0
3034,Jean-YvesBourgeois,,,0.0,8.0,2.0
3035,ZiedAyadi,nm7915320,6638346.0,0.0,0.0,0.0
3036,FumiNikaido,nm3049403,20329.0,1.0,13.0,20.0
3037,TimotheVomDorp,nm6036593,1327148.0,0.0,7.0,9.0
3038,GaetanVettier,nm4087346,285145.0,0.0,0.0,2.0
3039,FinneganOldfield,nm2028613,23833.0,2.0,23.0,44.0
3040,FredericBayerAzem,,,0.0,9.0,6.0
3041,RossydePalma,nm0658041,10724.0,0.0,37.0,81.0
3042,TyeSheridan,nm4446467,2365.0,1.0,10.0,26.0
3043,SalmanKhan,nm0006795,4561.0,0.0,32.0,59.0
3044,ReeseMishler,,,0.0,0.0,3.0
3045,GaelleBridoux,,,0.0,0.0,2.0
3046,StephanPetit,nm6512672,3723692.0,0.0,0.0,3.0
3047,BoydHolbrook,nm2933542,1105.0,0.0,16.0,43.0
3048,SofiaLesaffre,nm5400953,38079.0,0.0,13.0,21.0
3049,RephaelGhrenassia,nm6579573,207416.0,0.0,0.0,2.0
3050,IlyasSalman,nm0758656,101978.0,0.0,45.0,24.0
3051,BjornThors,nm1156555,72067.0,0.0,12.0,7.0
3052,RupertGrint,nm0342488,1599.0,0.0,20.0,33.0
3053,NielsSchneider,nm2671105,15960.0,2.0,16.0,50.0
