,nom,ID,STARmeter,recompenses,carriere_duree,films_series
8783,KentoHayashi,nm2402220,198253.0,0.0,13.0,12.0
8784,MohamadAliKeshavarz,nm0450185,200415.0,0.0,49.0,5.0
8785,FerdinandFlame,,,0.0,0.0,0.0
8786,AlbanoJeronimo,nm1512998,41707.0,0.0,13.0,23.0
8787,CristianBorges,,,0.0,0.0,0.0
8788,ViktorBarbakadze,nm4186588,3160536.0,0.0,4.0,2.0
8789,IngvarEggertSigurosson,,,0.0,1.0,3.0
8790,Hatik,,,0.0,3.0,4.0
8791,CunLajci,nm0482039,309788.0,0.0,25.0,6.0
8792,MichelaFarrugia,nm12164800,53350.0,0.0,1.0,3.0
8793,SadieSink,,,0.0,8.0,15.0
8794,AlassaneDiong,nm9302715,313511.0,0.0,8.0,14.0
8795,AhmedBenaissa,nm0070168,473673.0,0.0,16.0,17.0
8796,RussellMael,,,1.0,23.0,3.0
8797,RoryKinnear,nm1239499,3614.0,0.0,21.0,45.0
8798,AdnanOmerovic,,,0.0,19.0,4.0
8799,AugustJoshi,nm13040600,716738.0,0.0,1.0,0.0
8800,SophieLetourneur,,,0.0,17.0,12.0
8801,BerantZhu,nm10940091,90556.0,0.0,2.0,3.0
8802,JohannesAllmayer,nm1568517,208952.0,0.0,16.0,44.0
8803,HongChau,nm2186865,1472.0,0.0,12.0,23.0
8804,SaraMontpetit,nm11362072,42322.0,0.0,0.0,3.0
8805,LeonardFauquet,nm14429715,973360.0,0.0,0.0,0.0
8806,JoelyMbundu,nm13577112,154917.0,0.0,2.0,2.0
8807,HadyBerthe,nm12939688,704157.0,0.0,0.0,2.0
8808,PierreMeunier,,,0.0,22.0,3.0
8809,AlirezaSaniFar,,,0.0,0.0,4.0
8810,Mi-soPark,nm12358906,673991.0,0.0,2.0,4.0
8811,LaszloBajko,nm6933081,2640979.0,0.0,0.0,0.0
8812,AniKarseladze,nm11195173,460877.0,0.0,0.0,0.0
8813,AyumuNakajima,nm6331906,283940.0,0.0,0.0,5.0
8814,YaseLiu,nm2598196,72034.0,0.0,2.0,7.0
8815,LeibLevLenin,,,0.0,0.0,0.0
8816,RogerAzar,nm8543880,549330.0,0.0,0.0,2.0
8817,AnaisUldry,nm12374503,6811115.0,0.0,0.0,0.0
8818,PenelopeWilton,nm0934362,4948.0,0.0,44.0,46.0
8819,ArthurBerning,nm2791225,66020.0,0.0,12.0,15.0
8820,ArseniiMarkov,nm12309508,869448.0,0.0,2.0,2.0
8821,OriolPla,nm2724795,59027.0,0.0,10.0,15.0
8822,MonaPirzad,nm5518501,57459.0,0.0,8.0,24.0
8823,BreeElrod,nm3796542,14587.0,0.0,2.0,4.0
8824,RobinsonMensah-Rouanet,,,0.0,0.0,0.0
8825,MaayaneBoganim,,,0.0,1.0,0.0
8826,RubenPimenta,nm13959742,1056901.0,0.0,1.0,0.0
8827,EmmaRigby,,,0.0,10.0,14.0
8828,TomorowoTaguchi,nm15606467,6511718.0,0.0,37.0,37.0
8829,EwanBourdelles,nm13693297,501255.0,0.0,0.0,2.0
8830,MarwanAmesker,nm12641553,556258.0,0.0,1.0,2.0
8831,DarioArgento,,,0.0,57.0,41.0
8832,EmilieCaen,nm15659978,4508756.0,0.0,18.0,51.0
8833,RazieMansori,nm11623698,2109676.0,0.0,0.0,0.0
8834,SamuelKircher,nm14457158,66689.0,0.0,0.0,2.0
8835,EmanuelParvu,,,0.0,15.0,13.0
8836,JulienDeSaint-Jean,,,0.0,3.0,5.0
8837,HayatoIsomura,nm7443364,93592.0,0.0,5.0,11.0
8838,MichealWard,nm7906702,8487.0,1.0,6.0,12.0
8839,MaricaSoyer,,,0.0,0.0,3.0
8840,RaphaelThiery,,,0.0,8.0,19.0
8841,ManiHaghighi,nm2155679,66856.0,0.0,15.0,13.0
8842,AlvaBrynsmoRamstad,nm12248294,9279085.0,0.0,1.0,0.0
8843,JulietteHavelange,nm12938852,1137573.0,0.0,0.0,0.0
8844,AidanQuinn,nm0001644,3209.0,0.0,39.0,86.0
8845,AnneKessler,nm0450306,1146162.0,0.0,32.0,12.0
8846,ZhouChen,nm1173661,5534651.0,0.0,0.0,3.0
8847,VincentMunier,,,0.0,2.0,3.0
8848,JiroSato,nm1187057,167923.0,0.0,13.0,14.0
8849,GunterDuret,nm10108593,566284.0,0.0,0.0,0.0
8850,BakaryKeita,nm4617520,1794023.0,0.0,0.0,2.0
8851,AlikKaraev,nm12647597,1270443.0,0.0,0.0,0.0
8852,LuisaQuispe,nm11307931,2201158.0,0.0,0.0,0.0
8853,LaraTremouroux,nm9285199,336540.0,0.0,0.0,8.0
8854,JacopoElia,nm12837016,1891635.0,0.0,0.0,0.0
8855,OndinaQuadri,nm6672136,100118.0,0.0,0.0,3.0
8856,TokoMiura,nm4392528,53871.0,0.0,0.0,5.0
8857,HazelDoupe,nm4592090,13692.0,0.0,9.0,9.0
8858,IdaCaecilieRasmussen,nm1181022,299213.0,0.0,3.0,3.0
8859,SchemciLauth,nm3616991,293206.0,0.0,0.0,5.0
8860,GiorgiTabidze,nm4294487,774151.0,0.0,0.0,3.0
8861,ZakiYoussef,nm1813913,26354.0,0.0,5.0,6.0
8862,AmyForsyth,nm5046593,7257.0,0.0,10.0,19.0
8863,GeneBervoets,nm0078517,16587.0,0.0,36.0,29.0
8864,MohamedBelkhir,nm9076691,116113.0,0.0,10.0,3.0
8865,AnnamariaLang,,,0.0,0.0,3.0
8866,ShlomiElkabetz,,,1.0,17.0,10.0
8867,FabiolaRemy,nm12719985,1765985.0,0.0,0.0,0.0
8868,FilizBozok,nm12148682,5221306.0,0.0,0.0,0.0
8869,VincentChalambert,nm10220498,642040.0,0.0,0.0,3.0
8870,TeresaFerrer,nm13135918,306707.0,0.0,0.0,0.0
8871,WalidBenAmar,nm13585247,5049012.0,0.0,2.0,2.0
8872,SamyBassouny,,,0.0,0.0,0.0
8873,YasminWarsame,nm2727118,400860.0,0.0,0.0,0.0
8874,PatriciaEgnabayou,nm12766671,7884390.0,0.0,0.0,0.0
8875,WilliamFolzenlogen,,,0.0,0.0,0.0
8876,JacquelinePuygrenier,,,0.0,0.0,0.0
8877,ElvisNgabo,nm12903111,662973.0,0.0,0.0,0.0
8878,PanteaPanahiha,nm5828184,94130.0,0.0,10.0,6.0
8879,KotaEberhardt,nm7970539,45718.0,0.0,0.0,3.0
8880,RichardHolmes(II),,,0.0,0.0,4.0
8881,Da'vineJoyRandolph,,,1.0,12.0,26.0
8882,MarciaGuedj-Feugeas,,,0.0,0.0,4.0
8883,GoKato,nm0441351,150729.0,0.0,56.0,9.0
8884,TommyFitzgerald,,,0.0,0.0,2.0
8885,JuliaCabaAlba,nm0127396,358534.0,0.0,70.0,49.0
8886,BrahianEstivenAcevedo,,,0.0,0.0,0.0
8887,ZeinebSawen,nm10855208,1558737.0,0.0,0.0,0.0
8888,BogdanKoca,nm0462228,304403.0,0.0,33.0,7.0
8889,GustavDeWaele,nm13575723,20436.0,0.0,0.0,0.0
8890,AudeMathieu,nm9162964,1194933.0,0.0,0.0,0.0
8891,AdrianaFerrer,nm1157280,981698.0,0.0,0.0,2.0
8892,SherryCola,,,0.0,6.0,14.0
8893,SarahBrannens,nm4832997,2203281.0,0.0,9.0,5.0
8894,MaxBautistaUchasara,nm12786533,1055214.0,0.0,0.0,0.0
8895,PrapamontonEiamchan,nm7920812,386318.0,0.0,0.0,3.0
8896,BobDylan,nm0001168,7741.0,1.0,53.0,22.0
8897,PedroFasanaro,nm9297418,487185.0,0.0,0.0,0.0
8898,KikoMizuhara,nm3460467,34012.0,0.0,11.0,7.0
8899,YooTeo,,,0.0,9.0,15.0
8900,MelvinBoomer,nm12426641,368239.0,0.0,1.0,4.0
8901,MaciekIvanPozoga,,,0.0,0.0,0.0
8902,HichamHarrag,,,0.0,0.0,3.0
8903,EvelyneIlyJ.,,,0.0,5.0,6.0
8904,MamadouDiallo,nm12562409,11350537.0,0.0,21.0,3.0
8905,PabloHoyos,nm0398436,1277573.0,0.0,39.0,7.0
8906,LynnVanRoyen,,,0.0,14.0,11.0
8907,TheoAugierBonaventure,,,0.0,6.0,14.0
8908,JoseAntonioBecerril,nm8079949,1000582.0,0.0,0.0,0.0
8909,AbdelhadiTalbi,nm9282239,1540314.0,0.0,0.0,2.0
8910,LucianoMiele,nm0585736,201863.0,0.0,24.0,12.0
8911,DamienMongin,nm1697804,1819859.0,0.0,2.0,4.0
8912,FrancescoCarril,nm2882206,125359.0,0.0,10.0,13.0
8913,KouceilaMustapha,,,0.0,0.0,0.0
8914,SimiChahal,nm8324884,80729.0,0.0,0.0,8.0
8915,JulienCosqueric,nm6549099,2818528.0,0.0,8.0,8.0
8916,MirandadelaSerna,nm4132108,189982.0,0.0,2.0,5.0
8917,RudyRodriguez,nm12916521,1201388.0,0.0,0.0,0.0
8918,AZ,,,0.0,1.0,0.0
8919,NatalyaPotapova,nm0693009,322084.0,0.0,0.0,0.0
8920,AndrewBarthFeldman,,,0.0,2.0,4.0
8921,IlcaMorenoZego,nm14876499,509441.0,0.0,0.0,0.0
8922,Jean-BaptisteAnoumon,nm1747308,408028.0,0.0,15.0,12.0
8923,GianniGuettaf,nm12375150,7748073.0,0.0,0.0,0.0
8924,EtieveLena,nm7529924,11392882.0,0.0,0.0,4.0
8925,SamyBelkessa,nm15030247,920593.0,0.0,0.0,2.0
8926,DaniyarAlshinov,nm9992659,139264.0,0.0,0.0,9.0
8927,TasukuEmoto,nm1504747,92616.0,0.0,13.0,22.0
8928,LouiseLeroy,nm14568794,555158.0,0.0,0.0,0.0
8929,VeronicaEchegui,nm1531585,9834.0,0.0,13.0,40.0
8930,SophieGuillemin,nm0347069,30957.0,0.0,25.0,43.0
8931,JoeGabler,nm4726706,323399.0,0.0,0.0,3.0
8932,MinTanaka,nm0849032,49705.0,0.0,31.0,19.0
8933,AndreaBang,nm4490375,4477.0,0.0,7.0,9.0
8934,DominikFellmann,,,0.0,0.0,0.0
8935,MarievaJaimeCortez,,,0.0,0.0,0.0
8936,LukaDimic,nm2881376,137417.0,0.0,0.0,5.0
8937,MiaMaestro,nm0535502,8279.0,0.0,23.0,39.0
8938,DanielJenny,nm10784228,5963228.0,0.0,0.0,3.0
8939,GhazalShojaei,nm10128383,455205.0,0.0,0.0,0.0
8940,AndrewBennett,nm0071585,31139.0,0.0,45.0,14.0
8941,LazareGousseau,,,0.0,7.0,5.0
8942,OscarToringe,nm5158927,136869.0,0.0,0.0,5.0
8943,TeoInamaChiabrando,nm11456254,119526.0,0.0,0.0,2.0
8944,GulmiraKhasanova,nm12998750,3805598.0,0.0,0.0,0.0
8945,FatimaSoares,nm14854863,1348117.0,0.0,0.0,0.0
8946,ArthurHarari,,,3.0,18.0,16.0
8947,KilalaInori,,,0.0,0.0,2.0
8948,JulieTavert,nm12819573,12920680.0,0.0,0.0,0.0
8949,JojoT.Gibbs,nm6851510,20294.0,0.0,4.0,7.0
8950,KhadijaKouyate,nm14546966,437646.0,0.0,0.0,0.0
8951,RiekeDiahPitaloka,nm2677327,1433297.0,0.0,0.0,0.0
8952,Hai-Qing,nm3713819,97116.0,0.0,5.0,3.0
8953,EbrahimGolestan,,,0.0,61.0,4.0
8954,JuliaFaure,nm1029367,76232.0,1.0,23.0,33.0
8955,TomokazuMiura,nm0594257,84301.0,0.0,44.0,20.0
8956,MaraTaquin,nm9300004,136856.0,0.0,8.0,24.0
8957,RomainTorres,,,0.0,18.0,6.0
8958,AnaPadrao,nm0655859,120742.0,0.0,33.0,18.0
8959,LauraKetels,nm10276797,7355945.0,0.0,0.0,0.0
8960,SereenKhass,nm14020461,331589.0,0.0,1.0,0.0
8961,NinaPoletto,nm14397832,395467.0,0.0,0.0,0.0
8962,RubyMinard,nm8402694,1028306.0,0.0,0.0,2.0
8963,FlorentinaElenaPop,nm14067993,208578.0,0.0,0.0,0.0
8964,HalaZein,nm13525105,982184.0,0.0,0.0,0.0
8965,ValerioDiBenedetto,nm4174191,2367560.0,0.0,0.0,2.0
8966,MaayaneConti,nm11100187,2140561.0,0.0,0.0,2.0
8967,KasiaWolf,nm6901634,9492954.0,0.0,0.0,2.0
8968,MonaHeftre,nm0373661,268374.0,0.0,48.0,21.0
8969,AlyonaMikhailova,nm10769743,51329.0,0.0,0.0,0.0
8970,PatrickDross,,,0.0,16.0,7.0
8971,FiorelladeFerrari,nm5967164,1731310.0,0.0,0.0,2.0
8972,LoroBardot,,,0.0,0.0,0.0
8973,IrisJodorowsky,nm12466218,235959.0,0.0,0.0,0.0
8974,VirginiaRaquelSevillaGarcia,nm9000158,887371.0,0.0,1.0,0.0
8975,ReinaldoAmienGutierrez,,,0.0,0.0,0.0
8976,JustineDemeaux,nm7549607,12933573.0,0.0,0.0,4.0
8977,OlavBenestvedt,nm10971488,12836106.0,0.0,0.0,0.0
8978,PayarAllahyari,nm14067225,1064298.0,0.0,0.0,0.0
8979,FideFdhili,nm13652409,505544.0,0.0,0.0,0.0
8980,FrancescoDiLeva,nm0223973,121375.0,0.0,13.0,15.0
8981,MudathirMusa,nm14004195,7291355.0,0.0,0.0,0.0
8982,NicolasSepulveda,nm13662317,444065.0,0.0,0.0,0.0
8983,TomaszOrganek,,,0.0,0.0,0.0
8984,MalouAiraudo,,,0.0,0.0,0.0
8985,EirikSaether,nm13493218,108104.0,0.0,0.0,0.0
8986,SylviaSossa,,,0.0,0.0,2.0
8987,JojoBapteiseWhiting,nm13614598,216561.0,0.0,0.0,0.0
8988,RastiFarooq,,,0.0,0.0,0.0
8989,JuanitaCarrilloOrti,,,0.0,1.0,0.0
8990,AndreCabral,nm13121123,215763.0,0.0,0.0,3.0
8991,MohamedHoucineGrayaa,,,0.0,0.0,0.0
8992,MartinJauvat,,,0.0,2.0,4.0
8993,AimieLombard,nm13607861,2852628.0,0.0,0.0,0.0
8994,KimSi-eun,nm11398752,131551.0,0.0,7.0,4.0
8995,FrankieCorio,,,0.0,0.0,0.0
8996,AshrafFarah,nm2482601,406293.0,0.0,10.0,6.0
8997,SalimaMaatoug,nm13611674,1342410.0,0.0,0.0,0.0
8998,JamilKhawam,,,0.0,0.0,0.0
8999,EblaMari,nm13668363,58918.0,0.0,0.0,2.0
9000,LeonardoMaltese,nm13806049,168127.0,0.0,1.0,2.0
9001,Zaho,,,0.0,0.0,4.0
9002,JessieT.Usher,nm1900772,8886.0,0.0,19.0,25.0
9003,FarrokhNemati,,,0.0,24.0,3.0
9004,LeaLopez,nm7028122,193570.0,0.0,8.0,6.0
9005,DenisBraccini,,,0.0,22.0,24.0
9006,RegineElmaleh,nm6888511,342319.0,0.0,0.0,0.0
9007,BrunoLastra,nm1310505,69329.0,0.0,12.0,9.0
9008,NawidElham,nm14497800,1048635.0,0.0,0.0,0.0
9009,AimeeDespaigne,nm0221574,2074280.0,0.0,0.0,0.0
9010,EsterVergolini,,,0.0,0.0,0.0
9011,CesarSimonot,,,0.0,0.0,0.0
9012,LydieMisiek,,,0.0,1.0,3.0
9013,TatianaEva-Marie,,,0.0,0.0,0.0
9014,PolLopez,nm2205196,159704.0,0.0,9.0,15.0
9015,NaserHashemi,nm0368018,1445123.0,0.0,0.0,2.0
9016,JulianaMuras,nm2009338,498351.0,0.0,0.0,3.0
9017,DanielDePalma,nm13883429,1778732.0,0.0,1.0,0.0
9018,HugoBentes,nm8000117,450115.0,0.0,0.0,2.0
9019,IreneEscolar,nm1354955,41030.0,1.0,15.0,28.0
9020,KerrieHayes,nm11958857,1404685.0,0.0,17.0,17.0
9021,AbdellahElHajjouji,nm13954818,461995.0,0.0,0.0,0.0
9022,BarbaraRonchi,nm4039652,40947.0,0.0,10.0,17.0
9023,MiekoHarada,nm7014801,45548.0,0.0,44.0,25.0
9024,KristineFroseth,nm8109082,3161.0,0.0,6.0,21.0
9025,Dong-YoonJang,nm8589353,14730.0,0.0,0.0,10.0
9026,RonanDeSuin,,,0.0,0.0,0.0
9027,SofianeZermani,nm7108891,64416.0,0.0,8.0,18.0
9028,EmilyWiseman,nm7461934,8322.0,0.0,0.0,4.0
9029,SairiIto,nm2063406,201466.0,0.0,0.0,13.0
9030,AlexBlanchard,nm6500160,8025205.0,0.0,3.0,3.0
9031,ElenaTarrats,,,0.0,12.0,5.0
9032,LorynNounay,,,0.0,2.0,7.0
9033,PaulSemoun,,,0.0,0.0,0.0
9034,KiichiNakai,nm0620018,62474.0,0.0,33.0,22.0
9035,WhitmerThomas,,,0.0,12.0,14.0
9036,Yves-BatekMendy,,,0.0,0.0,4.0
9037,JulieGallibert,nm5402477,2055821.0,0.0,0.0,0.0
9038,MohammadEghbali,nm14050639,7290299.0,0.0,0.0,0.0
9039,SophieLorain,nm0520317,20217.0,0.0,25.0,18.0
9040,RashmikaMandanna,nm8612305,1475.0,0.0,7.0,18.0
9041,SvetlanaLeon,nm7084093,9094316.0,0.0,0.0,2.0
9042,HildaSchmelling,,,0.0,0.0,0.0
9043,ColeDoman,,,0.0,7.0,10.0
9044,HamishPhillips,nm6006955,89952.0,0.0,0.0,2.0
9045,MattisHermanNyquist,,,0.0,7.0,5.0
9046,SamanthaRuthPrabhu,nm3606487,11864.0,0.0,7.0,28.0
9047,YuqiChen,nm8452357,49690.0,0.0,0.0,0.0
9048,DamienFaure,,,0.0,17.0,9.0
9049,DeepthiSharma,nm13087556,4345048.0,0.0,1.0,0.0
9050,NeeruBajwa,nm1263093,23475.0,0.0,10.0,18.0
9051,AlexandraHolzhammer,nm9279520,604906.0,0.0,2.0,5.0
9052,MaudImbert,,,0.0,21.0,7.0
9053,LaurBondarenco,nm14979975,3168090.0,0.0,0.0,0.0
9054,UweBoll,,,4.0,32.0,49.0
9055,LaraPeake,,,0.0,9.0,10.0
9056,KoushikMahata,nm14518947,193591.0,0.0,0.0,4.0
9057,CamiloArancibia,nm10747080,154553.0,0.0,0.0,3.0
9058,Pierre-YvesMassip,nm11092730,6614550.0,0.0,0.0,0.0
9059,SiranRiak,nm14744253,102246.0,0.0,0.0,0.0
9060,LiuHaoran,,,0.0,8.0,5.0
9061,NguyenThiTrucQuynh,nm14765779,565711.0,0.0,0.0,0.0
9062,TeimurazChinchinadze,,,0.0,0.0,0.0
9063,PierreCreton,,,1.0,18.0,10.0
9064,UweSteinmetz,nm15244943,8099912.0,0.0,0.0,0.0
9065,SonamBajwa,nm6040987,47357.0,0.0,9.0,20.0
9066,MarianneBorgo,nm0096715,162126.0,0.0,25.0,21.0
9067,KartikAaryan,nm4449711,15073.0,0.0,5.0,12.0
9068,AditiShankar,,,0.0,0.0,2.0
9069,S.J.Suryah,nm0754184,31019.0,0.0,22.0,7.0
9070,MinamiHamabe,nm4947538,5916.0,0.0,6.0,15.0
9071,GirijaOak,nm2887354,45429.0,0.0,1.0,4.0
9072,AnuEmmanuel,nm5245022,71407.0,0.0,5.0,9.0
9073,CorneliuDragomirescu,,,0.0,9.0,4.0
9074,GaelTanniou,nm3526501,4973623.0,0.0,0.0,0.0
9075,JanKreczmar,nm0470567,1789532.0,0.0,11.0,4.0
9076,ReginaldGardiner,nm0306786,31788.0,0.0,40.0,33.0
9077,LuizCarlosBraga,nm0103827,460589.0,0.0,31.0,16.0
9078,BertinaAcevedo,nm0009693,10196135.0,0.0,0.0,0.0
9079,HarveyFierstein,nm0001213,6743.0,0.0,35.0,26.0
9080,BillyZane,nm0000708,1897.0,0.0,38.0,138.0
9081,SergeGainsbourg,nm0006092,32290.0,1.0,32.0,44.0
9082,GlendaJackson,nm0413559,6178.0,4.0,58.0,42.0
9083,ArvidasSamukas,nm6802143,11380403.0,0.0,0.0,0.0
9084,JinKyuKim,nm0453523,578343.0,0.0,20.0,5.0
9085,OtaniKenjiro,,,0.0,0.0,2.0
9086,KimHunter,nm0001375,5114.0,2.0,59.0,29.0
9087,TsaiChin,nm0157796,21146.0,0.0,65.0,33.0
9088,SalvatoreSchiera,nm0771425,7316541.0,0.0,0.0,0.0
9089,IsabelleVanWaes,nm1225156,516506.0,0.0,9.0,4.0
9090,DavidMcKay,nm10449371,10392223.0,0.0,18.0,8.0
9091,TomSizemore,nm0001744,2432.0,0.0,34.0,157.0
9092,NathalieAuffret,,,0.0,7.0,4.0
9093,BlytheDanner,nm0001100,3219.0,1.0,49.0,71.0
9094,DavidMorse,nm0001556,2011.0,1.0,40.0,73.0
9095,GarySinise,nm0000641,2974.0,0.0,41.0,48.0
9096,JohnHannah,nm0001314,3097.0,0.0,30.0,72.0
9097,RichardMcCabe,nm0564500,19179.0,0.0,22.0,34.0
9098,CarloGiordano,nm0320316,8062989.0,0.0,0.0,0.0
9099,BenGazzara,nm0001262,5608.0,0.0,55.0,97.0
9100,MadisonEginton,,,0.0,5.0,5.0
9101,JonStewart,nm13581686,9083057.0,0.0,26.0,24.0
9102,RobinRenucci,nm0719914,120790.0,0.0,43.0,90.0
9103,CihatButun,nm0127352,1417468.0,0.0,0.0,0.0
9104,AnneSteffens,nm1914578,870489.0,0.0,17.0,13.0
9105,PenelopeAnnMiller,nm0000542,1211.0,0.0,36.0,71.0
9106,DanHedaya,nm0000445,4979.0,0.0,45.0,85.0
9107,JulietteRoudet,,,0.0,18.0,9.0
9108,SilvanaBosi,nm0097950,900569.0,0.0,28.0,8.0
9109,PingLamSiu,,,0.0,0.0,0.0
9110,PierreBanderet,nm0038450,2064422.0,0.0,35.0,22.0
9111,FatemehNaghavi,nm0619318,6449122.0,0.0,0.0,4.0
9112,DavidField,nm0275913,22830.0,0.0,29.0,37.0
9113,ChristopherEccleston,nm0001172,291.0,0.0,34.0,63.0
9114,LLCoolJ,nm0005112,4691.0,0.0,37.0,33.0
9115,AliciaSilverstone,nm0000224,864.0,0.0,32.0,59.0
9116,MargueriteMoreau,nm0603413,2040.0,0.0,32.0,58.0
9117,KellyRowland,nm0746714,7527.0,0.0,25.0,21.0
9118,KipPardue,nm0661164,6957.0,0.0,19.0,51.0
9119,MarleyShelton,nm0005420,2252.0,0.0,30.0,51.0
9120,RachaelLeighCook,nm0000337,668.0,0.0,26.0,67.0
9121,DrakeCook,nm0177020,599819.0,0.0,0.0,0.0
9122,OliverStokowski,nm0831440,123756.0,0.0,25.0,53.0
9123,JustineWaddell,nm0905311,7825.0,0.0,14.0,14.0
9124,GregoryAlanWilliams,nm0930707,11620.0,0.0,35.0,87.0
9125,FrancesO&#039;Connor,,,,,
9126,LucPalun,nm0658875,477801.0,1.0,29.0,43.0
9127,NickSearcy,nm0780678,4317.0,0.0,33.0,79.0
9128,TeriPolo,nm0001632,1151.0,0.0,33.0,80.0
9129,UxiaBlanco,nm0087343,479423.0,0.0,14.0,7.0
9130,AttilioCucari,nm0973007,2084930.0,0.0,0.0,0.0
9131,ArnaudJalbert,,,0.0,23.0,0.0
9132,MarlonBrando,nm0000008,763.0,7.0,54.0,53.0
9133,RipTorn,nm0001800,3681.0,0.0,59.0,96.0
9134,TakuyaKimura,nm0454120,21955.0,0.0,27.0,21.0
9135,PauloCostanzo,nm0182455,3177.0,0.0,25.0,22.0
9136,SharrieffPugh,nm0700061,146882.0,0.0,27.0,17.0
9137,Marie-FrancePisier,nm0685494,26691.0,3.0,48.0,83.0
9138,VivianHsu,nm0398852,77828.0,0.0,24.0,13.0
9139,OlivierSitruk,nm0803263,74878.0,0.0,33.0,68.0
9140,AnneCanovas,nm0134416,182096.0,0.0,44.0,41.0
9141,GaranceClavel,nm0165401,313412.0,0.0,26.0,20.0
9142,IsabelleRenauld,nm0719224,112310.0,0.0,34.0,71.0
9143,JonathanBreck,nm0106534,22716.0,0.0,17.0,12.0
9144,LucianoFederico,nm0270119,422879.0,0.0,21.0,16.0
9145,JohannesNikolussi,nm0631958,668700.0,0.0,16.0,10.0
9146,ScottTerra,nm0855728,15581.0,0.0,7.0,14.0
9147,BillyBoyd,nm0101710,5008.0,0.0,22.0,25.0
9148,PatriceChereau,nm0161717,38627.0,8.0,38.0,28.0
9149,MaryMcCormack,nm0005203,2435.0,0.0,28.0,50.0
9150,TaroYamamoto,nm0945500,96966.0,0.0,12.0,8.0
9151,PeterStormare,nm0001780,1029.0,0.0,35.0,139.0
9152,RobertForster,nm0001233,3478.0,0.0,52.0,119.0
9153,MichaelVartan,nm0890232,5364.0,0.0,29.0,35.0
9154,MarilynManson,,,0.0,24.0,23.0
9155,PaulReiser,nm0001663,4004.0,0.0,41.0,48.0
9156,BrianMcConnachie,,,0.0,36.0,4.0
9157,NatashaRichardson,nm0001670,782.0,0.0,24.0,22.0
9158,GilBellows,nm0004743,3766.0,0.0,31.0,101.0
9159,BrendanFehr,nm0270451,6242.0,0.0,24.0,55.0
9160,JohnLone,nm0518821,13080.0,0.0,31.0,15.0
9161,FrancescaNeri,nm0626202,17945.0,0.0,22.0,20.0
9162,CatherineLachens,nm0480027,82461.0,0.0,43.0,55.0
9163,IzabellaScorupco,nm0001713,5453.0,0.0,35.0,16.0
9164,JoPrestia,nm0696353,44000.0,0.0,27.0,70.0
9165,RajuMurugan,,,0.0,0.0,3.0
9166,PaulNewman,nm0000056,1034.0,9.0,54.0,70.0
9167,MenaSuvari,nm0002546,1162.0,0.0,29.0,81.0
9168,MitsukoBaisho,nm0047963,132425.0,0.0,53.0,28.0
9169,YazuakiKurata,,,0.0,0.0,0.0
9170,PowersBoothe,nm0000959,4449.0,0.0,38.0,41.0
9171,MattO&#039;Leary,,,,,
9172,GarryShandling,nm0788009,11065.0,0.0,22.0,14.0
9173,NickBrimble,nm0003818,12123.0,0.0,37.0,26.0
9174,JeremyPiven,nm0005315,3001.0,4.0,35.0,81.0
9175,ChazzPalminteri,nm0001590,4182.0,0.0,37.0,61.0
9176,GaelaLeDevehat,nm0494233,569986.0,0.0,24.0,34.0
9177,SusannaThompson,nm0860749,1161.0,0.0,28.0,48.0
9178,JasonAlexander,nm0004517,2029.0,0.0,43.0,70.0
9179,FannWong,nm0939056,31848.0,0.0,5.0,2.0
9180,JulietteLewis,nm0000496,363.0,0.0,33.0,86.0
9181,OrlandoJones,nm0428963,5149.0,0.0,26.0,51.0
9182,JonathanLipnicki,nm0005151,2139.0,0.0,25.0,27.0
9183,JohnBenjaminHickey,nm0382632,10517.0,0.0,28.0,57.0
9184,ChrisCooper,nm0177933,3693.0,2.0,33.0,66.0
9185,Rosette,nm0703302,44387.0,0.0,41.0,36.0
9186,NigelWhitmey,nm0926205,21643.0,0.0,27.0,21.0
9187,MichaelGambon,nm0002091,2433.0,0.0,55.0,101.0
9188,PeterFalk,nm0000393,1865.0,0.0,51.0,60.0
9189,EddieDeezen,nm0214430,11009.0,0.0,35.0,17.0
9190,CleoKing,nm0454598,14147.0,0.0,26.0,49.0
9191,EileenEssell,nm1169742,21281.0,0.0,8.0,11.0
9192,BridgetMoynahan,nm0005256,1311.0,0.0,24.0,24.0
9193,MohamedHamaidi,nm0357293,6005071.0,0.0,0.0,4.0
9194,DanielCeccaldi,nm0147561,123962.0,0.0,55.0,108.0
9195,HectorElizondo,nm0001185,2812.0,0.0,52.0,77.0
9196,MollyParker,nm0662504,2206.0,0.0,38.0,79.0
9197,TomBerenger,nm0000297,2172.0,2.0,56.0,109.0
9198,CandyLo,nm0516284,373148.0,0.0,11.0,7.0
9199,EtienneChicot,nm0157255,136561.0,0.0,44.0,107.0
9200,RuggeroRaimondi,nm0706921,407661.0,0.0,40.0,13.0
9201,TobyStephens,nm0827170,69.0,0.0,32.0,46.0
9202,CatherineMcCormack,nm0001517,1900.0,0.0,25.0,38.0
9203,SergeLivrozet,nm1050149,6371306.0,0.0,15.0,3.0
9204,AhmedWafic,,,0.0,0.0,0.0
9205,AlexanderPollock,nm0689627,118470.0,0.0,8.0,5.0
9206,SergeCockburn,nm0168303,31518.0,0.0,0.0,0.0
9207,InesSastre,nm0766046,46679.0,0.0,19.0,16.0
9208,DaniLevy,nm0506374,130087.0,0.0,33.0,35.0
