,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
9635,MikaelFitoussi,0.0,26.0,15.0
9636,KateSplaine,0.0,0.0,0.0
9637,AndresAloi,0.0,0.0,0.0
9638,TeresaHsiao,0.0,11.0,0.0
9639,BrunoOliviero,0.0,12.0,2.0
9640,HideoFurukawa,0.0,0.0,0.0
9641,DaynaGoldfine,0.0,25.0,4.0
9642,HenriqueDosSantos,0.0,0.0,0.0
9643,MarikoYamauchi,0.0,0.0,0.0
9644,FrancoisRoy(III),0.0,0.0,2.0
9645,KanakoNishi,0.0,0.0,0.0
9646,LaetitiaBertheuil,0.0,0.0,0.0
9647,WendyHuyghe,0.0,0.0,0.0
9648,MathieuGranier,0.0,0.0,0.0
9649,KaiBird,0.0,0.0,0.0
9650,JussiRastas,0.0,0.0,0.0
9651,PaulCauuet,0.0,0.0,0.0
9652,MichelSeydoux,0.0,46.0,3.0
9653,IsabelleAndrivet,0.0,0.0,0.0
9654,LaurentJunca,0.0,0.0,2.0
9655,MelisaGodet,0.0,0.0,2.0
9656,ThomasPone,0.0,4.0,0.0
9657,JulienTheves,0.0,2.0,2.0
9659,FelixDutilloy-Liegeois,0.0,0.0,0.0
9660,LeaPernollet,0.0,0.0,0.0
9661,ChadErvin,0.0,0.0,0.0
9662,ThierryGodard,0.0,24.0,86.0
9663,NickPaley,0.0,0.0,0.0
9664,LouisPenicaut,0.0,0.0,0.0
9665,ChristelHenon,0.0,11.0,2.0
9666,AdamEllis,0.0,0.0,0.0
9667,OlivierBohler,0.0,1.0,3.0
9668,ManuelaInfante,0.0,0.0,0.0
9669,ClaireKeegan,0.0,0.0,0.0
9670,RolandoRavello,0.0,28.0,24.0
9671,JennyJagerfeld,0.0,0.0,0.0
9672,ToscaMenten,0.0,0.0,0.0
9673,FilipaReis,0.0,11.0,3.0
9674,RotrautSusanneBerner,0.0,0.0,0.0
9675,NailaGuiguet,0.0,0.0,0.0
9676,VaskenToranian,0.0,0.0,0.0
9677,NathalieHertzberg,0.0,20.0,0.0
9678,AhdaImran,0.0,0.0,0.0
9679,ShoMiyake,0.0,3.0,6.0
9680,ValentineOberti,0.0,0.0,0.0
9681,FredericZamochnikoff,0.0,0.0,2.0
9682,PaulineMunier,0.0,0.0,0.0
9683,NicolasvanHemelryck,0.0,0.0,2.0
9684,PhilippeLarcher,0.0,0.0,0.0
9685,HalldorHalldorsson,0.0,8.0,0.0
9686,RosaPalasciano,0.0,0.0,0.0
9687,ClemenceDargent,0.0,7.0,0.0
9688,MathieuRobin,0.0,19.0,2.0
9689,JeromePierrat,0.0,0.0,0.0
9690,PossidonioCachapa,0.0,0.0,0.0
9691,VirgilioAlmeida,0.0,0.0,0.0
9692,PhilipLaZebnik,0.0,0.0,0.0
9693,TheoEliezer,0.0,0.0,0.0
9694,KajsaNaess,0.0,6.0,2.0
9695,AlfredoBryceEchenique,0.0,0.0,0.0
9696,MariaElenaMoran,0.0,0.0,0.0
9697,PatrickRocher(II),0.0,0.0,0.0
9698,FabienLindenmann,0.0,0.0,0.0
9699,AlejandraMoffat,0.0,0.0,0.0
9700,BillReddy,0.0,0.0,0.0
9701,LinaTsrimova,0.0,0.0,2.0
9702,Francois-MichelAllegrini,0.0,0.0,0.0
9703,AntoineGerma,0.0,0.0,0.0
9704,VincentMorvan,0.0,13.0,3.0
9705,RupertThomson,0.0,0.0,0.0
9706,LouisVerneuil,0.0,0.0,0.0
9707,MichelTavares,0.0,22.0,6.0
9708,JamesPaulDallas,0.0,0.0,0.0
9709,AleksandraSwierk,0.0,0.0,0.0
9710,FabianSuarez,0.0,0.0,0.0
9711,KarinViard,12.0,38.0,104.0
9712,AmelBedani,0.0,0.0,0.0
9713,RafaelLessa,0.0,0.0,0.0
9714,MikelGurrea,0.0,0.0,0.0
9715,Jean-ClaudeMourlevat,0.0,0.0,0.0
9716,LauraParedes,0.0,10.0,14.0
9717,HiraseKentaro,0.0,9.0,3.0
9718,AmirRezaKoohestani,0.0,0.0,0.0
9719,ArielaBarer,0.0,13.0,15.0
9720,EricK.Boulianne,0.0,9.0,4.0
9721,IoannaAndre,0.0,0.0,0.0
9722,GuylaineMaroist,0.0,0.0,2.0
9723,JorgeGilMunarriz,0.0,0.0,0.0
9724,MagaliRossitto,0.0,9.0,0.0
9725,ElieSemoun,2.0,38.0,75.0
9726,IngridHaukelidsaeter,0.0,0.0,0.0
9727,SatoshiOkonogi,0.0,0.0,0.0
9728,WhitmerThomas,0.0,12.0,14.0
9729,ClementVallos,0.0,0.0,2.0
9730,HadrienBouvier,0.0,9.0,5.0
9731,Hari,0.0,12.0,7.0
9733,MichelGaztambide,0.0,0.0,0.0
9734,BillHinzman,0.0,0.0,0.0
9735,GineCorneliaPedersen,0.0,8.0,4.0
9736,MizukiTsujimura,0.0,0.0,0.0
9737,WeiZhu,0.0,0.0,0.0
9738,AshishMehta,0.0,0.0,0.0
9739,KoyoharuGotoge,0.0,0.0,0.0
9740,AntoniaGirardi,0.0,0.0,0.0
9741,MicheleSalimbeni,0.0,3.0,2.0
9742,TakayukiTakuma,0.0,0.0,2.0
9743,NikolozMdivani,0.0,0.0,0.0
9744,SimonCornaz,0.0,0.0,0.0
9745,FriedrichHolderlin,0.0,0.0,0.0
9746,FelixBiancamaria,0.0,0.0,0.0
9747,CamilleFroidevaux-Metterie,0.0,0.0,0.0
9748,TsuchikaNishimura,0.0,0.0,0.0
9749,PatrickAckermann,0.0,0.0,0.0
9750,AlainPozzuoli,0.0,0.0,0.0
9751,MarieBellocLowndes,0.0,0.0,0.0
9752,MichaelScott(III),0.0,0.0,0.0
9753,Jean-LucSeigle,0.0,0.0,0.0
9754,PierreBoulle,0.0,0.0,0.0
9755,TomMcGrath,0.0,33.0,9.0
9756,PatrickRaynal,0.0,55.0,56.0
9757,NadineNaous,0.0,17.0,0.0
9758,NicholasEvans,0.0,0.0,0.0
9759,RichardSchayer,0.0,0.0,0.0
9760,MartinWinckler,0.0,0.0,0.0
9761,AlanTrustman,0.0,47.0,0.0
9762,MichaelKatims,0.0,0.0,0.0
9763,TediSarafian,0.0,0.0,0.0
9764,WilliamHarrison,0.0,0.0,0.0
9765,CharlesLederer,0.0,45.0,0.0
9766,AnneRice,0.0,27.0,0.0
9767,JanSkrentny,0.0,0.0,0.0
9768,JohnHarrison,0.0,60.0,23.0
9769,GretchenJ.Berg,0.0,22.0,2.0
9770,MichaelHerr,0.0,22.0,0.0
9771,DonBohlinger,0.0,0.0,0.0
9772,SimonWest,0.0,24.0,33.0
9773,KaderAoun,0.0,23.0,3.0
9774,DianeDrake,0.0,0.0,0.0
9775,AlbertAlgoud,0.0,16.0,2.0
9776,BobTzudiker,0.0,18.0,3.0
9777,AlexisDolivet,0.0,11.0,3.0
9778,JacquesDorfmann,1.0,33.0,5.0
9779,LuigiPirandello,0.0,0.0,0.0
9780,WladyslawSzpilman,0.0,0.0,0.0
9781,RobbWhite,0.0,0.0,0.0
9782,StefanZweig,0.0,0.0,0.0
9783,EmmanuelBooz,0.0,26.0,2.0
9784,LouisBegley,0.0,0.0,0.0
9785,RobertRamsey,0.0,0.0,0.0
9786,BenoitLabourdette,0.0,0.0,0.0
9787,JohnStefanOlsen,0.0,0.0,0.0
9788,JesseAlexander,0.0,18.0,0.0
9789,PatrickO&#039;Brian,,,
9790,JetLi,0.0,38.0,51.0
9791,JulianSchnabel,4.0,22.0,15.0
9792,JimThomas,0.0,31.0,0.0
9793,DavidHimmelstein,0.0,0.0,0.0
9794,AntonTchekhov,0.0,0.0,0.0
9795,IouriTcherenkov,0.0,19.0,5.0
9796,LouisMellis,0.0,31.0,0.0
9797,AndrePopp,0.0,0.0,0.0
9798,DavidHenryHwang,0.0,27.0,0.0
9799,DavidGriffiths,0.0,18.0,0.0
9800,AlanMoore,0.0,19.0,4.0
9801,HugoPratt,0.0,18.0,3.0
9802,BillEverett,0.0,0.0,0.0
9803,MotofumiTomikawa,0.0,0.0,0.0
9804,AlisonFouse,0.0,0.0,0.0
9805,WilliamS.Comanor,0.0,0.0,0.0
9806,AliLeRoi,0.0,20.0,8.0
9807,FranStriker,0.0,62.0,2.0
9808,DonJakoby,0.0,0.0,0.0
9809,AmandaBrown,0.0,21.0,3.0
9810,E.B.White,0.0,0.0,0.0
9811,OlivierMegaton,0.0,30.0,31.0
9812,BurrSteers,0.0,27.0,17.0
9813,BobBalaban,0.0,51.0,88.0
9814,WilliamOsborne,0.0,17.0,4.0
9815,ChrisVanAllsburg,0.0,0.0,0.0
9816,FriedrichDurrenmatt,0.0,43.0,0.0
9817,RogerTowne,0.0,0.0,0.0
9818,ErikBergquist,0.0,0.0,0.0
9819,JosephFinder,0.0,0.0,0.0
9820,RolfHochhuth,0.0,0.0,0.0
9821,AlainMajanid&#039;Inguimbert,,,
9822,EdwardKitsis,1.0,21.0,3.0
9823,PascalLebrun,0.0,4.0,0.0
9824,VictorienSardou,0.0,0.0,0.0
9825,IanFleming,0.0,10.0,0.0
9826,BrianAldiss,0.0,15.0,0.0
9827,StephenMazur,0.0,0.0,0.0
9829,PaulHogan,1.0,32.0,12.0
9830,Pitof,2.0,36.0,5.0
9831,TakeshiShudo,0.0,0.0,0.0
9832,YazidAit,0.0,0.0,0.0
9833,DenisParent,0.0,9.0,2.0
9834,DonHall,1.0,42.0,8.0
9835,ChristianSinniger,0.0,34.0,48.0
9836,BrucePorter,0.0,0.0,0.0
9837,EdHorwitz,0.0,0.0,0.0
9838,ChristianeErhardt,0.0,0.0,0.0
9839,RobertThomas,0.0,61.0,13.0
9840,SimonMayle,0.0,0.0,0.0
9841,AlbertoGranado,0.0,0.0,0.0
9842,FredericLenoir,0.0,19.0,3.0
9843,JorgeSaralegui,0.0,0.0,0.0
9844,PascaleFaure,0.0,0.0,0.0
9845,TomClancy,0.0,23.0,0.0
9846,Collodi,0.0,0.0,0.0
9847,JulienSax,0.0,0.0,0.0
9848,RobEdwards,0.0,36.0,4.0
9849,MarkBowden,0.0,0.0,0.0
9850,MariedeHennezel,0.0,0.0,0.0
9851,J.D.Zeik,0.0,0.0,0.0
9852,Hyeon-seokKim,0.0,2.0,0.0
9853,StanRedding,0.0,0.0,0.0
9854,BrigitteAubert,0.0,0.0,0.0
9855,JimSchutze,0.0,0.0,0.0
9856,PhilBeauman,0.0,0.0,0.0
9857,TedSears,0.0,0.0,0.0
9858,StephenSinclair,0.0,21.0,2.0
9859,AndrewJacobson,0.0,19.0,2.0
9860,PierreBismuth,1.0,17.0,4.0
9861,PeteCollins,0.0,0.0,0.0
9862,MichaelZaidan,0.0,0.0,0.0
9863,RobertHamner,0.0,0.0,0.0
9864,AlexiHawley,0.0,18.0,4.0
9865,BennettYellin,0.0,0.0,0.0
9866,R.C.Sherriff,0.0,0.0,0.0
9867,MatthewChapman,0.0,34.0,5.0
9868,WeiLu,0.0,28.0,0.0
9869,GillesPerrault,0.0,0.0,0.0
9870,Marie-LaureBerthelin,0.0,7.0,0.0
9871,BeatrixPotter,0.0,0.0,0.0
9872,SusanOrlean,0.0,0.0,0.0
9873,RobLetterman,0.0,19.0,8.0
9874,TroyKennedy-Martin,0.0,50.0,0.0
9875,Yong-OkKim,0.0,0.0,0.0
9876,LouiseL.Lambrichs,0.0,0.0,0.0
9877,MaryRodgers,0.0,0.0,0.0
9878,JeanGraton,0.0,0.0,0.0
9879,KimHenkel,0.0,47.0,0.0
9880,JosephBarbera,0.0,66.0,17.0
9881,DavidGoldstein,0.0,0.0,0.0
9882,JoeHarris,0.0,0.0,0.0
9883,DavidHoselton,0.0,0.0,0.0
9884,AlanB.McElroy,0.0,33.0,0.0
9885,GeorgeMelrod,0.0,0.0,0.0
9886,StephenCarpenter,0.0,0.0,3.0
9887,Arthur-EmmanuelPierre,0.0,0.0,0.0
9888,RaoffSanoussi,0.0,0.0,0.0
9889,ThierryPoiraud,0.0,27.0,7.0
9890,DinoRisi,2.0,67.0,60.0
9891,MichelangeloAntonioni,6.0,66.0,37.0
9892,PatriceGarcia,0.0,20.0,0.0
9893,GeorgeAxelrod,0.0,49.0,2.0
9894,StephenJ.Cannell,0.0,37.0,14.0
9895,JosephSimas,0.0,0.0,0.0
9896,BarryO&#039;Brien,,,
9897,Noel-Noel,0.0,57.0,22.0
9898,MauriceYvain,0.0,0.0,0.0
9899,IsabelleCoudrier-Kleist,0.0,0.0,0.0
9900,VirginiaKorusSpragg,0.0,0.0,0.0
9901,MadisonSmarttBell,0.0,5.0,2.0
9902,Marie-AudeMurail,0.0,0.0,0.0
9903,BobKane,0.0,55.0,3.0
9904,BrooseJohnson,0.0,17.0,0.0
9905,JimDavis(II),0.0,0.0,0.0
9906,DavidHoberman,0.0,24.0,0.0
9907,JohnnyCash,0.0,41.0,15.0
9908,BernardMarcade,0.0,0.0,0.0
9909,PeterChung,0.0,18.0,4.0
9910,Jean-MichelCharlier,0.0,38.0,0.0
9911,WarrenColeman,0.0,23.0,4.0
9912,BillNaughton,0.0,0.0,0.0
9913,JimAbrahams,0.0,29.0,16.0
9914,JohnC.Richards,0.0,0.0,0.0
9915,Petillon,0.0,0.0,0.0
9916,MauriceLeblanc,0.0,0.0,0.0
9917,StephanieKaim,0.0,2.0,0.0
9918,BonnieSikowitz,0.0,0.0,0.0
9919,AlexiaDeOliveiraGomes,0.0,0.0,0.0
9920,DanyLaferriere,0.0,17.0,0.0
9921,FrankDarabont,0.0,34.0,18.0
9922,YvanLeBolloc&#039;h,,,
9923,HalstedWelles,0.0,0.0,0.0
9924,RexPickett,0.0,0.0,0.0
9925,HughWheeler,0.0,0.0,0.0
9926,MarkFergus,0.0,15.0,0.0
9927,HerveBazin,0.0,0.0,0.0
9928,AkiraYamaoka,0.0,0.0,0.0
9929,NicolaTranquillino,0.0,0.0,0.0
9930,MauriceRichlin,0.0,0.0,0.0
9931,JoshShelov,0.0,4.0,0.0
9932,AgnesYobregat,0.0,0.0,0.0
9933,MauriceSendak,0.0,10.0,0.0
9934,MichaelLabash,0.0,0.0,0.0
9935,KentOsborne,0.0,19.0,12.0
9936,NickPark,12.0,34.0,16.0
9937,BarryMarder,0.0,16.0,0.0
9938,EugeneLeRoy,0.0,0.0,0.0
9939,MichaelMiner,0.0,37.0,0.0
9940,ChrisMiller(LX),0.0,33.0,8.0
9941,VinceLocke,0.0,0.0,0.0
9942,StuZicherman,0.0,11.0,0.0
9943,ScottPhillips,0.0,0.0,0.0
9944,SethGross,0.0,0.0,0.0
9945,LauraLeedy,0.0,0.0,0.0
9946,IsabelleAlexis,0.0,15.0,7.0
9947,RonAnderson,0.0,18.0,5.0
9948,PeterA.Dowling,0.0,15.0,2.0
9949,JacquesBesnard,0.0,50.0,13.0
9950,F.ScottFitzgerald,0.0,0.0,0.0
9951,JeandeLaFontaine,0.0,0.0,0.0
9952,SidneyLumet,3.0,72.0,58.0
9953,TimSullivan,0.0,33.0,13.0
9954,DonaldMcEnery,0.0,0.0,0.0
9955,BatbayarDavgadorj,0.0,0.0,0.0
9956,ConstantinAttia,0.0,0.0,0.0
9957,Brice-PascalRenault,0.0,0.0,0.0
9958,GeorgeJonas,0.0,20.0,2.0
9959,ReneFauchois,0.0,30.0,0.0
9960,TatsuoYoshida,0.0,10.0,0.0
9961,PierreHodgson,0.0,20.0,0.0
9962,SabrinaCompeyron,0.0,0.0,0.0
9963,EmilieSimon,0.0,0.0,0.0
9964,FlorenceCestac,0.0,0.0,0.0
9965,DaveGibbons,0.0,20.0,0.0
9966,DanielTonachella,0.0,26.0,2.0
9967,PierrePeju,0.0,0.0,0.0
9968,KuoChang,0.0,0.0,0.0
9969,JavierAguirreamalloa,0.0,0.0,0.0
9970,JayAnson,0.0,0.0,0.0
9971,MarioIsabella,0.0,0.0,0.0
9972,JoeEszterhas,0.0,37.0,2.0
9973,GeorgesFeydeau,0.0,0.0,0.0
9974,StephaneMilliere,0.0,0.0,0.0
9975,SaraDriver,0.0,39.0,10.0
9976,CabotPhilippe,0.0,0.0,0.0
9977,TraudlJunge,0.0,0.0,0.0
9978,YvesFajnberg,0.0,12.0,5.0
9979,JasonBlumenfeld,0.0,0.0,0.0
9980,Jean-EricTroubat,0.0,0.0,0.0
9981,DavidLloyd,0.0,26.0,3.0
9982,HansAugustoRey,0.0,0.0,0.0
9983,RacerRodriguez,0.0,19.0,0.0
9984,DominiqueBarberis,0.0,0.0,0.0
9985,EricHolder,0.0,0.0,0.0
9986,ThierryLhermitte,4.0,50.0,157.0
9987,ChristianJacq,0.0,0.0,0.0
9988,J.M.Coetzee,0.0,0.0,0.0
9989,Sang-donKim,0.0,0.0,0.0
9990,SteveHopkins(II),0.0,0.0,0.0
9991,EmmanuelBove,0.0,0.0,0.0
9992,AnneRay-Wendling,0.0,0.0,0.0
9993,PierrePhilippe,0.0,94.0,11.0
9994,BrianRousso,0.0,0.0,0.0
9995,JohnHeffernan,0.0,52.0,32.0
9996,EmilyCook,0.0,0.0,0.0
9997,AdamErbacher,0.0,0.0,0.0
9998,JamesBradley,0.0,0.0,0.0
9999,JamesDearden,0.0,26.0,5.0
10000,JanKounen,2.0,34.0,29.0
10001,DominiqueMerillon,0.0,0.0,0.0
10002,HarlanCoben,0.0,18.0,4.0
10003,CharlesQ.Murphy,0.0,17.0,8.0
10004,DavidMorrell,0.0,0.0,0.0
10005,GilesFoden,0.0,0.0,0.0
10006,TerryLoane,0.0,17.0,4.0
10007,EricRed,0.0,35.0,7.0
10008,MarcQuentin,0.0,6.0,0.0
10009,PierreJavaux,0.0,24.0,0.0
10010,MaraGoyet,0.0,33.0,0.0
10011,VincentMaillard,1.0,2.0,0.0
10012,KevinEastman,0.0,31.0,2.0
10013,DavidWeiss(II),0.0,28.0,3.0
10014,JoeWannapin,0.0,0.0,0.0
10015,JoieLee,0.0,41.0,20.0
10016,RockReuben,0.0,16.0,0.0
10017,BenZook,0.0,0.0,0.0
10018,FredWalton,1.0,27.0,5.0
10019,WuNan,0.0,0.0,0.0
10020,ElisabethDiot,0.0,0.0,0.0
10021,EmanuelSchikaneder,0.0,0.0,0.0
10022,RoderickTaylor,0.0,31.0,0.0
10023,BillBryson,0.0,0.0,0.0
10024,You-minSeo,0.0,0.0,2.0
10025,JoseMaurodeVasconcelos,0.0,59.0,5.0
10026,ArianeAscaride,4.0,47.0,78.0
10027,Alain-Fournier,0.0,0.0,0.0
10028,GregO&#039;Connor,,,
10029,Morris(I),0.0,30.0,3.0
10030,ChristopherPriest,0.0,0.0,0.0
10031,DominiqueLapierre,0.0,0.0,0.0
10032,OlivierBeriot,0.0,24.0,0.0
10033,RolfGiesen,0.0,0.0,0.0
10034,JacquesMonnet,0.0,31.0,7.0
10035,BrendaClark,0.0,7.0,0.0
10036,HerveChabalier,0.0,32.0,2.0
10037,UrsulaK.LeGuin,0.0,0.0,0.0
10038,AlessandroBaricco,0.0,16.0,0.0
10039,BillGranger,0.0,0.0,0.0
10040,MilanTrenc,0.0,0.0,0.0
10041,SteveMcFeeley,0.0,0.0,0.0
10042,BobGraham,0.0,0.0,0.0
10043,PaulCastro,0.0,0.0,0.0
10044,DidierSidbon,0.0,12.0,3.0
10045,AndyTennant,0.0,45.0,30.0
10046,VincentDietschy,1.0,27.0,6.0
10047,ElizabethTaylor(II),0.0,0.0,0.0
10048,SylvieBourgeois,0.0,0.0,0.0
10049,JordiGalceran,0.0,0.0,0.0
10050,PhilippeGrimbert,0.0,0.0,0.0
10051,NicolaKraus,0.0,0.0,0.0
10052,CurtSiodmak,1.0,80.0,4.0
10053,Sung-hoKim,0.0,18.0,3.0
10054,FrancescoGiammusso,0.0,0.0,0.0
10055,DanielleGirard,0.0,37.0,2.0
10056,MichaelD.Weiss,0.0,0.0,0.0
10057,VincentRavalec,0.0,21.0,14.0
10058,Chul-hyunBaek,0.0,0.0,0.0
10059,SergueiKostine,0.0,0.0,0.0
10060,SandroAgenor,0.0,0.0,0.0
10061,FrederiqueHenry,0.0,0.0,0.0
10062,EkIemchuen,0.0,0.0,0.0
10063,CeceliaAhern,0.0,0.0,0.0
10064,TellyWong,0.0,0.0,0.0
10065,EmmanuelDongala,0.0,0.0,0.0
10066,JanChapman,0.0,0.0,0.0
10067,ThomasMeehan,0.0,35.0,0.0
10068,Christophed'Antonio,0.0,0.0,0.0
10069,SergeAnkri,0.0,0.0,0.0
10070,PhilippeGuez,0.0,0.0,0.0
10071,StephenMcCauley,0.0,0.0,0.0
10072,TadamichiKuribayashi,0.0,0.0,0.0
10073,JimUhls,0.0,0.0,0.0
10074,LouisLeterrier,0.0,24.0,21.0
10075,AshBrannon,0.0,0.0,5.0
10076,GeneRoddenberry,0.0,30.0,0.0
10077,SteveNiles,0.0,0.0,0.0
10078,MoukhtarOmarSibomana,0.0,0.0,0.0
10079,JasonSchwartzman,0.0,26.0,59.0
10080,DanielF.Galouye,0.0,0.0,0.0
10081,GuillermoSheridan,0.0,0.0,0.0
10082,EnriqueLopezLavigne,1.0,23.0,3.0
10083,CamilleNatta,0.0,17.0,7.0
10084,DennisHeaton,0.0,15.0,0.0
10085,PhilippeBoggio,0.0,0.0,0.0
10086,GuanNa,0.0,0.0,0.0
10087,SaraMaitland,0.0,0.0,0.0
10088,RicardoCurtis,0.0,16.0,3.0
10089,NicholeMillard,0.0,9.0,0.0
10090,JasonClark,0.0,0.0,0.0
10091,JeanAurenche,3.0,62.0,5.0
10092,MatsWahl,0.0,0.0,0.0
10093,RonaldShusett,0.0,40.0,0.0
10094,JosephineHart,0.0,0.0,0.0
10095,ElizabethGilbert,0.0,0.0,0.0
10096,PeterJinks,0.0,0.0,0.0
10097,IvoGregurevic,0.0,23.0,20.0
10098,MarkR.Brinker,0.0,0.0,0.0
10099,AleksandrNovototsky,0.0,0.0,0.0
10100,RobertB.Parker,0.0,0.0,0.0
10101,JerrySiegel,0.0,18.0,0.0
10102,BenjaminLegrand,0.0,41.0,2.0
10103,JimReardon,0.0,29.0,0.0
10104,JaneMurfin,0.0,0.0,0.0
10105,CarloCarlei,0.0,28.0,6.0
10106,JipingHe,0.0,0.0,0.0
10107,AgustinAlmodovar,2.0,43.0,22.0
10108,NickLathouris,0.0,42.0,5.0
10109,JamesLeeBurke,0.0,0.0,0.0
10110,GuillermoMartinez,0.0,2.0,0.0
10111,StevenBaigelman,0.0,26.0,2.0
10112,ThomasH.Fenton,0.0,0.0,0.0
10113,PascalQuignard,0.0,0.0,0.0
10114,FelicieHaymoz,0.0,3.0,2.0
10115,PaulVosloo,0.0,0.0,0.0
10116,MarkMcCorkle,0.0,23.0,0.0
10117,DavePeace,0.0,0.0,0.0
10118,ToddDurham,0.0,0.0,0.0
10119,CyrusVoris,0.0,24.0,0.0
10120,IvanReitman,0.0,52.0,23.0
10121,MasaoArata,0.0,0.0,0.0
10122,EricJohnson(III),0.0,0.0,0.0
10123,JohnGrogan,0.0,0.0,0.0
10124,GillesBehat,0.0,37.0,32.0
10125,GregGlienna,0.0,10.0,3.0
10126,C.C.Beck,0.0,0.0,0.0
10127,MichaelRobertJohnson,0.0,0.0,0.0
10128,EricValette,2.0,31.0,17.0
10129,CatherineYuhRader,0.0,0.0,0.0
10130,GregBehrendt,0.0,9.0,3.0
10131,SusoCecchid&#039;Amico,,,
10132,WinifredWatson,0.0,0.0,0.0
10133,GuillaumeMusso,0.0,0.0,0.0
10134,FedericoFellini,9.0,48.0,38.0
10135,RickRiordan,0.0,13.0,0.0
10136,XavierNaizet,0.0,0.0,0.0
10137,DougTaylor,0.0,28.0,0.0
10138,DenisCarot,0.0,0.0,0.0
10139,CharlesB.Griffith,0.0,51.0,4.0
10140,ElizabethGoudge,0.0,0.0,0.0
10141,JeanVanHamme,0.0,0.0,0.0
10142,TheodorHolman,0.0,0.0,0.0
10143,SilviaJorgedeSilva,0.0,0.0,0.0
10144,AnnBiderman,0.0,37.0,0.0
10145,JoaoGuimaraesRosa,0.0,0.0,0.0
10146,MartyKrofft,0.0,48.0,2.0
10147,RyanJaffe,0.0,6.0,0.0
10148,ChristopherGore,0.0,29.0,0.0
10149,NechamaTec,0.0,0.0,0.0
10150,XanCassavetes,0.0,50.0,6.0
10151,ElizabethKnox,0.0,0.0,0.0
10152,IsabelleTexier,0.0,0.0,0.0
10153,FrederiqueHenri,0.0,0.0,0.0
10154,HowardMcCain,0.0,17.0,3.0
10155,HayoFreitag,0.0,0.0,2.0
10156,SteveMcVicker,0.0,0.0,0.0
10157,StefanAust,0.0,34.0,7.0
10158,JhempHoscheit,0.0,0.0,0.0
10159,DominiqueBesnehard,0.0,48.0,91.0
10160,ChrisMetzen,0.0,0.0,0.0
10161,MiguelCourtoisPaternina,0.0,30.0,28.0
10162,TravisWright,0.0,7.0,2.0
10163,JeffGuerrero,0.0,0.0,0.0
10164,AprilBlair,0.0,15.0,0.0
10165,AndrewMogel,0.0,13.0,4.0
10166,CamilleTaboulay,0.0,12.0,0.0
10167,CarlesSantos,0.0,0.0,0.0
10168,DanCurtis,0.0,40.0,15.0
10169,JodiPicoult,0.0,0.0,0.0
10170,LaetitiaTrapet,0.0,0.0,0.0
10171,MassimilianoBruno,0.0,17.0,14.0
10172,JamesMcCarthy,0.0,27.0,0.0
10173,PrzemyslawNowakowski,0.0,0.0,0.0
10174,RolandMontins,0.0,0.0,0.0
10175,HoytYeatman,1.0,27.0,2.0
10176,GuillaumeAdler,0.0,0.0,0.0
10177,BenoitJaubert,0.0,0.0,0.0
10178,EmmanuelleEscourrou,0.0,29.0,10.0
10179,JoeyCurtis,0.0,13.0,2.0
10180,DavidLevithan,0.0,0.0,0.0
10181,YoshinobuKamo,0.0,0.0,0.0
10182,MaryLovell,0.0,0.0,0.0
10183,PetrosMarkaris,0.0,0.0,0.0
10184,ChristianGailly,0.0,0.0,0.0
10185,JohannBernard,0.0,0.0,0.0
10186,GillesVerdiani,0.0,14.0,0.0
10187,AlexPrud&#039;homme,,,
10188,JohnKerr(II),0.0,0.0,0.0
10189,DarrenShan,0.0,0.0,0.0
10190,NicoleEastman,0.0,0.0,0.0
10191,LeonardRipps,0.0,0.0,0.0
10192,JuneDianeRaphael,0.0,22.0,53.0
10193,MadamedeLaFayette,0.0,0.0,0.0
10194,JohnLuessenhop,0.0,18.0,4.0
10195,FernandoMeirelles,0.0,40.0,33.0
10196,DanielKarlin,0.0,15.0,2.0
10197,JudiBarrett,0.0,0.0,0.0
10198,NoelCoward,1.0,46.0,10.0
10199,FrancisHuster,0.0,51.0,63.0
10200,YannLeNivet,0.0,23.0,0.0
10201,YauNaiHoi,0.0,4.0,0.0
10202,JuanCarlosOnetti,0.0,0.0,0.0
10203,AlixGiroddel&#039;Ain,,,
10204,FouadBenhammou,0.0,18.0,6.0
10205,ToddStrasser,0.0,0.0,0.0
10206,JurijPrette,0.0,20.0,0.0
10207,NathanMiller,0.0,42.0,8.0
10208,FaridMostafavi,0.0,0.0,0.0
10209,JeanRoba,0.0,0.0,0.0
10210,ShinhoLee,0.0,0.0,0.0
10212,EnzoUngari,0.0,0.0,0.0
10213,MaxMannix,0.0,8.0,2.0
10214,ClaireLeMarechal,0.0,23.0,0.0
10215,GuillaumeLeTouze,0.0,0.0,0.0
10216,AnneWang,0.0,0.0,0.0
10217,HouriaBelhadji,0.0,0.0,0.0
10218,BrendaChapman,3.0,23.0,4.0
10219,BradLewis,0.0,23.0,0.0
10220,ChristineAnglio,0.0,0.0,2.0
10221,FredericLeBolloc&#039;h,,,
10222,EmilyBronte,0.0,0.0,0.0
10223,KathrynLasky,0.0,0.0,0.0
10224,StephaneMoissakis,0.0,0.0,0.0
10225,OwenNewman,0.0,0.0,0.0
10226,GennadiOstrovsky,0.0,0.0,0.0
10227,TomMonte,0.0,0.0,0.0
10228,MarinaZenovich,0.0,31.0,12.0
10229,AlisherKhamidkhodzhaev,0.0,0.0,0.0
