,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
10230,MatteoIribarren,0.0,9.0,0.0
10231,WalterFasano,0.0,24.0,2.0
10232,SimonBlackwell,0.0,14.0,0.0
10233,DavidSanchez,0.0,0.0,0.0
10236,ViktorAntonov,0.0,0.0,0.0
10237,ScottMurphy,0.0,0.0,0.0
10238,Won-ChanHong,0.0,12.0,2.0
10239,RyanFirpo,0.0,0.0,0.0
10240,BryanLeeO&#039;Malley,,,
10241,RichardCorrell,0.0,40.0,28.0
10242,JeromeReijasse,0.0,0.0,0.0
10243,FranciscoPerezGandul,0.0,0.0,0.0
10244,JacquesRivette,1.0,66.0,45.0
10245,CharlesExbrayat,0.0,0.0,0.0
10246,MichaelChabon,0.0,16.0,3.0
10247,JasonStone,0.0,14.0,8.0
10248,MarcCholodencko,0.0,0.0,0.0
10249,NaokiUrasawa,0.0,0.0,0.0
10250,DominiqueNoguez,0.0,31.0,0.0
10251,ElietteAbecassis,0.0,12.0,2.0
10252,SteveMoore(II),0.0,0.0,0.0
10253,PhilippeChauvin,0.0,4.0,2.0
10254,MitchellAndrew,0.0,0.0,0.0
10255,CliffDorfman,0.0,25.0,9.0
10256,AzamatKadyraliev,0.0,0.0,0.0
10257,MichaelMadel,0.0,0.0,0.0
10258,HelmeHeine,0.0,0.0,0.0
10259,WalterKirn,0.0,4.0,0.0
10260,YvesBichet,0.0,0.0,0.0
10261,FabrizioDonvito,0.0,0.0,0.0
10262,MicheleFitoussi,0.0,16.0,0.0
10263,JamesWardByrkit,1.0,2.0,2.0
10264,AlexThorleifson,0.0,0.0,0.0
10265,Young-manHur,0.0,0.0,0.0
10266,IngerSandberg,0.0,0.0,0.0
10267,MianMian,0.0,5.0,0.0
10268,AlexIordachescu,0.0,6.0,3.0
10269,SlavomirRawicz,0.0,0.0,0.0
10270,MichaelLewis,0.0,49.0,8.0
10271,DarrylQuarles,0.0,0.0,0.0
10272,ErwinStoff,0.0,0.0,0.0
10273,ChristopherIsherwood,0.0,69.0,0.0
10274,AngelicaGorodischer,0.0,0.0,0.0
10275,JonathanSwift,0.0,0.0,0.0
10276,NobuakiMinegishi,0.0,0.0,0.0
10277,BlandineStintzy,0.0,0.0,0.0
10278,CarterGoodrich,0.0,0.0,0.0
10279,GraemeFerguson,0.0,62.0,3.0
10280,Rintaro,0.0,32.0,10.0
10281,MarlenevanNiekerk,0.0,0.0,0.0
10282,WolfgangMurnberger,3.0,16.0,39.0
10283,RidleyScott,0.0,58.0,55.0
10284,ScottSanders,0.0,23.0,5.0
10285,YehoshuaKenaz,0.0,0.0,0.0
10286,DanStudney,0.0,21.0,0.0
10287,BlandineLeCallet,0.0,0.0,0.0
10288,StephenMcDool,0.0,0.0,0.0
10289,DickLehr,0.0,0.0,0.0
10290,RyanHomchick,0.0,24.0,14.0
10291,DarrenStar,1.0,34.0,8.0
10292,TimTharp,0.0,0.0,0.0
10293,AlexisNolent,0.0,11.0,0.0
10294,BeverlyCleary,0.0,0.0,0.0
10295,SamBain,0.0,18.0,2.0
10296,FidelSignorile,0.0,0.0,0.0
10297,JonHewitt,0.0,22.0,4.0
10298,ValeriePlame,0.0,0.0,0.0
10299,BradAnderson(II),0.0,0.0,0.0
10300,BebaSlijepcevic,0.0,0.0,0.0
10301,VirgileBramly,0.0,19.0,34.0
10302,MarkHaddon,0.0,0.0,0.0
10303,HenryJames,0.0,0.0,0.0
10304,JulesVerne,0.0,0.0,0.0
10305,EdmondVidal,0.0,0.0,0.0
10306,ChengAh,0.0,0.0,0.0
10307,CharlesPortis,0.0,0.0,0.0
10308,BenSherwood,0.0,0.0,0.0
10309,JeromeAlmeras,0.0,0.0,0.0
10310,GoudaYoshiie,0.0,0.0,0.0
10311,RalphMartin,0.0,16.0,4.0
10312,RoxanaSaberi,0.0,0.0,0.0
10313,WarrenEllis(II),0.0,12.0,0.0
10314,ThomasAmbrose,0.0,0.0,0.0
10315,ToddR.Jones,0.0,0.0,0.0
10316,LionelShriver,0.0,0.0,0.0
10317,JoanWashington,0.0,0.0,0.0
10318,CaroleCreep,0.0,0.0,0.0
10319,ToveJansson,0.0,0.0,0.0
10320,JohnCleese,1.0,56.0,84.0
10321,LarsSaabyeChristensen,0.0,0.0,0.0
10322,JamesD.Bissell,0.0,38.0,0.0
10323,CilvyAupin,0.0,0.0,0.0
10324,YuriiDachev,0.0,0.0,0.0
10325,Dr.Seuss,0.0,0.0,0.0
10326,StefanoSardo,0.0,12.0,4.0
10327,StevenHenryMadoff,0.0,0.0,0.0
10328,WayneConley,0.0,0.0,0.0
10329,DavidStassen,0.0,9.0,4.0
10330,NoelleRevaz,0.0,0.0,0.0
10331,Jean-ChristianFraiscinet,0.0,18.0,8.0
10332,RoyParvin,0.0,0.0,0.0
10333,JacobAaronEstes,0.0,15.0,5.0
10334,Jean-PierreGredy,0.0,0.0,0.0
10335,CraigDavidson,0.0,0.0,0.0
10336,ArthurConanDoyle,0.0,14.0,0.0
10337,BradleyCooper,3.0,24.0,78.0
10338,DorotheeSebbag,0.0,0.0,0.0
10339,AlessandroVallini,0.0,0.0,0.0
10340,AntonChekhov,0.0,0.0,0.0
10341,MarieVermillard,0.0,27.0,11.0
10342,ChristopheMura,0.0,0.0,0.0
10343,AngeloCarbone,0.0,0.0,0.0
10344,AndreFranquin,0.0,0.0,0.0
10345,AronRalston,0.0,0.0,0.0
10346,EmmanuelleCosso,0.0,11.0,2.0
10347,NathalieLeuthreau,0.0,0.0,0.0
10348,MargaretStohl,0.0,0.0,0.0
10349,I.A.L.Diamond,0.0,0.0,0.0
10350,MichaelMorpurgo,0.0,0.0,0.0
10351,MaryNorton,0.0,0.0,0.0
10352,RoyKatsiri,0.0,0.0,0.0
10353,MehdiBoustani,0.0,11.0,0.0
10354,SimonMaxwell,0.0,8.0,0.0
10355,KatherinePancol,0.0,0.0,0.0
10356,KevinBarnett,0.0,12.0,2.0
10357,TomPabst,0.0,0.0,0.0
10358,TakahitoObinata,0.0,0.0,0.0
10359,CamilleGuichard,0.0,32.0,6.0
10360,DanielWoodrell,0.0,0.0,0.0
10361,JonasT.Bengtsson,0.0,0.0,0.0
10362,MakotoNakamura,0.0,0.0,0.0
10363,MarcusGautesen,0.0,0.0,0.0
10364,StephenSt.Leger,0.0,0.0,5.0
10365,AlexandreNahon,0.0,10.0,4.0
10366,JohnBanville,0.0,0.0,0.0
10367,MatthewG.Lewis,0.0,0.0,0.0
10368,DaleWyatt,0.0,9.0,0.0
10369,JieLiu,0.0,22.0,0.0
10370,AntoinedeSaint-Exupery,0.0,0.0,0.0
10371,MattiHarari,0.0,0.0,0.0
10372,KarynBosnak,0.0,0.0,0.0
10373,JohnRomitaJr.,0.0,0.0,0.0
10374,JeffreyGrimshaw,0.0,0.0,0.0
10375,EricaRivinoja,0.0,22.0,2.0
10376,FrancoisDumont,0.0,0.0,0.0
10377,MartiRoca,0.0,0.0,0.0
10378,JimMeenaghan,0.0,0.0,0.0
10379,RunerJonsson,0.0,0.0,0.0
10380,NicolasVassiliev,0.0,0.0,0.0
10381,SamRolfe,0.0,62.0,2.0
10382,WellesleyWild,0.0,12.0,3.0
10383,DanielEspinosa,0.0,17.0,13.0
10384,AdamBolt,0.0,0.0,0.0
10385,MartinKohan,0.0,2.0,0.0
10386,L.FrankBaum,0.0,96.0,0.0
10387,DougStanton,0.0,0.0,0.0
10388,PeterdeSeve,0.0,0.0,0.0
10389,KlausRichter,0.0,0.0,0.0
10390,TomOwens,0.0,8.0,0.0
10391,AdrianaFalcao,0.0,0.0,0.0
10392,GerhardBehrendt,0.0,0.0,0.0
10393,FrancoisMauriac,0.0,0.0,0.0
10394,JeffKinney,0.0,11.0,0.0
10395,JoseParrondo,0.0,0.0,0.0
10396,StefanoPiani,0.0,0.0,0.0
10397,BenjaminMee,0.0,0.0,0.0
10398,MichaelPunke,0.0,0.0,0.0
10399,MohamedSifaoui,0.0,4.0,0.0
10400,JohnW.CampbellJr.,0.0,0.0,0.0
10401,PhilippePozzodiBorgo,0.0,0.0,0.0
10402,MichaelSloan,0.0,57.0,0.0
10403,AleksandrVoytinskiy,0.0,0.0,3.0
10404,BootsAgbayaniPastor,0.0,0.0,0.0
10405,JeanAnouilh,0.0,51.0,3.0
10406,LizBrixius,0.0,6.0,2.0
10407,JeremyChilnick,0.0,0.0,0.0
10408,WilmaLabate,0.0,25.0,6.0
10409,StaffanJulen,0.0,0.0,3.0
10410,DavidA.Newman,0.0,0.0,0.0
10411,PeterM.Lenkov,0.0,30.0,2.0
10412,BrunoRolland,0.0,19.0,4.0
10413,JasonKatims,0.0,26.0,9.0
10414,MikaelHed,0.0,3.0,0.0
10415,AndreaAgnello,0.0,0.0,0.0
10416,MarkusHenn,0.0,0.0,0.0
10417,Jean-LouisFournier,0.0,17.0,0.0
10418,PascaleAbsi,0.0,0.0,0.0
10419,JeffTremaine,0.0,19.0,15.0
10420,MauroUzzeo,0.0,0.0,0.0
10421,AnnetRudolph,0.0,0.0,0.0
10422,ChristopheDeslandes,0.0,22.0,3.0
10423,OliverStoltz,0.0,16.0,0.0
10424,ManuBooz,0.0,10.0,0.0
10425,MichelFaber,0.0,0.0,0.0
10426,AnthonyBruno,0.0,0.0,0.0
10427,PhilippeRoutier,0.0,0.0,0.0
10428,DavidMandel,0.0,40.0,8.0
10429,OskarJonasson,0.0,20.0,5.0
10430,RichardDowlearn,0.0,0.0,0.0
10431,WillHaygood,0.0,0.0,0.0
10432,JacobFleisher,0.0,2.0,0.0
10433,Pierre-OlivierMattei,0.0,22.0,0.0
10434,AlbertFalco,0.0,60.0,0.0
10435,GastonDuprat,1.0,21.0,13.0
10436,RobertCinkuss,0.0,0.0,0.0
10437,WilliamFaulkner,0.0,0.0,0.0
10438,HamishGrieve,0.0,0.0,0.0
10439,JoelleBlondel,0.0,0.0,0.0
10440,RodneyAlHaddad,0.0,0.0,0.0
10441,PhilippeLefebvre(II),0.0,32.0,8.0
10442,ArturoInfante,0.0,0.0,0.0
10443,RichMoore,3.0,33.0,7.0
10444,CarylFerey,0.0,0.0,0.0
10445,RaphaelleMaes,0.0,0.0,0.0
10446,C.A.Rosenberg,0.0,0.0,0.0
10447,TaniaPedroni,0.0,0.0,0.0
10448,DonKeith,0.0,0.0,0.0
10449,AlainBoublil,0.0,0.0,0.0
10450,JohannWolfgangvonGoethe,0.0,0.0,0.0
10451,ElodieMonlibert,0.0,7.0,2.0
10452,RichardBoidin,0.0,14.0,0.0
10453,Ka-kitCheung,0.0,8.0,0.0
10454,AndreyMedvedev,0.0,0.0,0.0
10455,ArnaudDuprey,0.0,0.0,0.0
10456,StephaneJoly,0.0,22.0,6.0
10457,StephanTalty,0.0,0.0,0.0
10458,NoamFitoussi,0.0,0.0,0.0
10459,BrandonSawyer,0.0,0.0,0.0
10460,AndyMulligan(II),0.0,0.0,0.0
10461,PierreDrieuLaRochelle,0.0,0.0,0.0
10462,LeijiMatsumoto,0.0,47.0,4.0
10463,ArnaudBougoin,0.0,0.0,0.0
10464,EzequielSchmoller,0.0,0.0,0.0
10465,Jean-FrancoisSanz,0.0,2.0,0.0
10466,RenedeCeccatty,0.0,0.0,0.0
10467,JeromeleMaire(II),2.0,13.0,4.0
10468,JoachimLepastier,0.0,0.0,0.0
10469,NicoleD&#039;Ovidio,,,
10470,RichardStark,0.0,0.0,0.0
10471,LeeBatchler,0.0,0.0,0.0
10472,HeidiMurkoff,0.0,0.0,0.0
10473,KirstenElms,0.0,0.0,0.0
10474,Jean-BenoitUgeux,0.0,19.0,62.0
10475,VictorHugo,0.0,0.0,0.0
10476,IreneFrachon,0.0,0.0,0.0
10477,DavidHorvath,0.0,0.0,0.0
10478,RenaudLambert,0.0,0.0,0.0
10479,ClementOubrerie,0.0,0.0,0.0
10480,HansFallada,0.0,0.0,0.0
10481,VeronicaRoth,0.0,0.0,0.0
10482,ChrisClaremont,0.0,14.0,0.0
10483,AdinaDulcu,0.0,6.0,0.0
10484,ErikBenson,0.0,0.0,0.0
10485,FrancoisPatissier,0.0,2.0,4.0
10486,ThomasRio,0.0,12.0,0.0
10487,JaromirSvejdik,0.0,0.0,0.0
10488,LoisLowry,0.0,0.0,0.0
10489,DragomirSholev,0.0,6.0,3.0
10490,AndreaMolaioli,0.0,30.0,7.0
10491,TetsuroSayama,0.0,0.0,0.0
10492,ItsujiItao,0.0,15.0,16.0
10493,YukiyaShoji,0.0,0.0,0.0
10494,NeilCross,0.0,20.0,3.0
10495,MarcPerrone,0.0,97.0,7.0
10496,StephenChin,0.0,0.0,0.0
10497,FelipeScholl,0.0,0.0,0.0
10498,ClaudioMagris,0.0,0.0,0.0
10499,KarineSudan,0.0,0.0,0.0
10500,ScarlettAmaris,0.0,0.0,0.0
10501,AyeletMenahemi,0.0,26.0,6.0
10502,BorisVian,0.0,11.0,4.0
10503,JoshCooley,0.0,12.0,5.0
10504,PeterFilardi,0.0,34.0,2.0
10505,MatthieuReynaert,0.0,11.0,0.0
10506,LucieImbertdePeyster,0.0,0.0,0.0
10507,EricLomax,0.0,0.0,0.0
10508,RickKing,0.0,31.0,8.0
10509,PierreNovion,0.0,33.0,2.0
10510,Jean-MichelDiFalco,0.0,0.0,0.0
10511,JonathanHerman,0.0,0.0,0.0
10512,JackKirby,0.0,13.0,3.0
10513,CaryElwes,0.0,40.0,104.0
10514,BensonLee,0.0,17.0,4.0
10515,AndreSollie,0.0,0.0,0.0
10516,RaffaellaDelleDonne,0.0,0.0,0.0
10517,ReifLarsen,0.0,0.0,0.0
10518,SybilleJusnee,0.0,0.0,0.0
10519,HumbertoArenal,0.0,0.0,0.0
10520,IgnacioFerreras,0.0,0.0,0.0
10521,PenelopeSkinner,0.0,0.0,0.0
10522,BiancaOlsen,0.0,0.0,0.0
10523,JoyceCarolOates,0.0,0.0,0.0
10524,JannoPoldma,0.0,6.0,4.0
10525,MariePavlenko,0.0,0.0,0.0
10526,LeonardoValenti,0.0,14.0,0.0
10527,RobertoAlajmo,0.0,0.0,0.0
10528,RobertM.Edsel,0.0,0.0,0.0
10529,AlessandroBandinelli,0.0,0.0,0.0
10530,JulieMaroh,0.0,0.0,0.0
10531,Gabrielle-SuzannedeVilleneuve,0.0,0.0,0.0
10532,CathinkaNicolaysen,0.0,0.0,0.0
10533,YasminaKhadra,0.0,0.0,0.0
10534,ShaneVanDyke,0.0,25.0,9.0
10535,PatrickHuard,1.0,23.0,24.0
10536,KhalilGibran,0.0,0.0,0.0
10537,MichaelFinkel,0.0,0.0,0.0
10538,PierreBoileau,0.0,0.0,0.0
10539,AndrewBampfield,0.0,16.0,2.0
10540,PaulTibbitt,0.0,21.0,2.0
10541,PepeDanquart,1.0,21.0,13.0
10542,LarsUlrich,0.0,12.0,17.0
10543,CharlesMartin(XIX),0.0,0.0,0.0
10544,AgotaKristof,0.0,0.0,0.0
10545,GustaveFlaubert,0.0,0.0,0.0
10546,EricNeve,1.0,21.0,2.0
10547,PippoMezzapesa,0.0,10.0,5.0
10548,OlivierVolpi,0.0,0.0,2.0
10549,JeannetteWalls,0.0,0.0,0.0
10550,SachinK.Ladia,0.0,0.0,0.0
10551,LeeUnkrich,5.0,25.0,10.0
10552,WalterTournier,0.0,0.0,2.0
10553,IgnaciodelMoral,0.0,0.0,0.0
10554,DylanKussman,0.0,32.0,23.0
10555,KevinLund,0.0,21.0,0.0
10556,ScottMcEwen,0.0,0.0,0.0
10557,GorkaSesma,0.0,0.0,2.0
10558,PaulNorris,0.0,0.0,0.0
10559,KentJones,0.0,22.0,5.0
10560,BillJames,0.0,0.0,0.0
10563,AdamRex,0.0,0.0,0.0
10564,PatrickMorris,0.0,0.0,0.0
10565,BrigitteBemol,0.0,30.0,14.0
10566,ChrisEsquerre,0.0,1.0,2.0
10567,MartinGuyot,0.0,25.0,0.0
10568,NadiaGolon,0.0,0.0,0.0
10569,AliceGeraud,0.0,0.0,0.0
10570,StaleSteinBerg,0.0,0.0,0.0
10571,MichaelRinaldi,0.0,3.0,2.0
10572,BrianPaccione,0.0,0.0,0.0
10573,DavidLeigh,0.0,0.0,0.0
10574,MariangelaBarbanente,0.0,4.0,3.0
10575,HwangSunmi,0.0,0.0,0.0
10576,DavidFreedman,0.0,91.0,0.0
10577,GuillaumeMoiton,0.0,0.0,0.0
10578,DavidSheff,0.0,0.0,0.0
10579,RalphSarchie,0.0,0.0,0.0
10580,GregoireDelacourt,0.0,25.0,2.0
10581,IngaKorjnera,0.0,6.0,2.0
10582,WesleyOliver,0.0,0.0,0.0
10583,MartinSixsmith,0.0,0.0,0.0
10584,SilviaAvallone,0.0,0.0,0.0
10585,NeilLandau,0.0,0.0,0.0
10587,CorneliusUliano,0.0,0.0,0.0
10588,FrancescoApice,0.0,0.0,0.0
10589,IreneNemirovsky,0.0,0.0,0.0
10590,EmilySpivey,0.0,10.0,3.0
10591,EmmanuelGenvrin,0.0,8.0,2.0
10592,FabriceBegotti,0.0,0.0,0.0
10593,S.Ramakrishnan,0.0,0.0,0.0
10594,EugeneO&#039;Brien,,,
10595,VanessaLepinard,0.0,5.0,0.0
10596,StevenS.DeKnight,0.0,22.0,9.0
10597,AndrewMcKenzie,0.0,3.0,2.0
10598,MatthiasKock,0.0,0.0,0.0
10599,MatthewBallen,0.0,0.0,0.0
10600,AlexanderDinelaris,1.0,7.0,0.0
10601,BorisStrugatsky,0.0,0.0,0.0
10602,JohanHeldenbergh,0.0,16.0,28.0
10603,JoramtenBrink,0.0,0.0,0.0
10604,LewWallace,0.0,0.0,0.0
10605,PhilippeEveno,0.0,0.0,0.0
10606,CaterinaVenturini,0.0,13.0,0.0
10607,NickSchou,0.0,0.0,0.0
10608,GiulioSteve,0.0,0.0,0.0
10609,Jean-CharlesLeRoux,0.0,0.0,0.0
10610,OctaveMirbeau,0.0,100.0,0.0
10611,JohnGreen,0.0,0.0,0.0
10612,VincentCrouzet,0.0,12.0,2.0
10613,AndrewWaller,0.0,13.0,3.0
10614,ThierryDeGanay,0.0,0.0,0.0
10615,Jean-BaptisteLouis,0.0,0.0,0.0
10616,MalcolmMarmorstein,0.0,42.0,0.0
10617,ScottSpencer,0.0,39.0,0.0
10618,ArletteLangmann,0.0,53.0,0.0
10619,EtienneDavodeau,0.0,0.0,0.0
10620,RokuroInui,0.0,0.0,0.0
10621,ChloeInguenaud,0.0,0.0,0.0
10622,JamesFlynn,0.0,22.0,0.0
10624,MichaelGilio,0.0,27.0,2.0
10625,FrancoisCrozade,0.0,0.0,0.0
10626,WaldemarBonsels,0.0,0.0,0.0
10627,MilenaAgus,0.0,0.0,0.0
10628,Anne-SophieBrasme,0.0,0.0,0.0
10629,JaniceKarman,0.0,41.0,2.0
10630,AlanSnow,0.0,0.0,0.0
10631,AlbertCharles,0.0,0.0,0.0
10632,JonasJonasson,0.0,0.0,0.0
10633,KyrilBonfiglioli,0.0,0.0,0.0
10634,EduardHabsburg,0.0,0.0,0.0
10635,GermanTejeira,0.0,0.0,3.0
10636,JasonHall,0.0,26.0,6.0
10637,ZoranSolomun,0.0,21.0,3.0
10638,LarryLieber,0.0,27.0,0.0
10639,SilviaScola,0.0,0.0,0.0
10640,JorgedeLima,0.0,0.0,0.0
10641,DerekElliott,0.0,0.0,0.0
10642,ChadKultgen,0.0,4.0,0.0
10643,JoeR.Lansdale,0.0,0.0,0.0
10644,FrancoisBizot,0.0,0.0,0.0
10645,MathildeBoisseleau,0.0,0.0,0.0
10646,PatriciaTourancheau,0.0,14.0,4.0
10647,JoeVitale(III),0.0,0.0,0.0
10648,Pica,0.0,9.0,0.0
10649,NicolasOrzeckowski,0.0,0.0,0.0
10650,NataliaTena,0.0,20.0,34.0
10651,DanielWoo,0.0,0.0,0.0
10652,SteveZissis,0.0,15.0,18.0
10653,RakeshRoshan,0.0,22.0,7.0
10654,FredericHazan,0.0,8.0,4.0
10655,JeffMalmberg,0.0,11.0,5.0
10656,LaurenceVidal,0.0,0.0,0.0
10657,NicolaLusuardi,0.0,0.0,0.0
10658,RokBicek,0.0,8.0,3.0
10659,JeromeKerviel,0.0,0.0,0.0
10660,JeanBreshand,0.0,0.0,0.0
10661,DavidPolonsky,0.0,0.0,0.0
10662,AndrewPanay,0.0,22.0,0.0
10663,GonzaloDelgado,0.0,20.0,3.0
10664,HunterDennis,0.0,0.0,0.0
10665,KyokoNakajima,0.0,0.0,0.0
10666,ManuelGarcia(II),0.0,0.0,0.0
10667,WendeeLee,0.0,22.0,3.0
10668,KarenMaine,0.0,8.0,4.0
10669,JanePollard,0.0,7.0,5.0
10670,UrsFrey,0.0,0.0,0.0
10671,SusanHoffman,0.0,0.0,0.0
10672,KyleHunter,0.0,11.0,0.0
10673,LisaGenova,0.0,0.0,0.0
10674,KentAlexander,0.0,0.0,0.0
10675,GeraldSalmina,0.0,7.0,5.0
10676,GregSestero,0.0,21.0,16.0
10677,SarahBonnet,0.0,0.0,0.0
10678,FredericJean-Jacques,0.0,0.0,0.0
10679,GeorgeMendeluk,0.0,36.0,43.0
10680,GuillermoAmoedo,0.0,7.0,3.0
10681,EliseTrinh,0.0,0.0,0.0
10682,JaumeMarti,0.0,0.0,0.0
10683,PaulaFarias,0.0,0.0,0.0
10684,MaxAdams,0.0,8.0,0.0
10685,RusselHarbaugh,0.0,2.0,0.0
10686,EleonoreMahmoudian,0.0,0.0,0.0
10687,ParveezSheikh,0.0,0.0,0.0
10688,VeroniquePellerin,0.0,0.0,0.0
10689,MarcVermeersch,0.0,0.0,0.0
10690,JoseAntonioGurriaran,0.0,0.0,0.0
10691,Jeanne-MarieLeprincedeBeaumont,0.0,0.0,0.0
10692,MarcGuilbert,0.0,20.0,0.0
10693,AlbertineSarrazin,0.0,0.0,0.0
10694,NicolasDucray,0.0,0.0,0.0
10695,AndreaCedrola,0.0,0.0,0.0
10696,GustavoCabana,0.0,0.0,0.0
10697,StephaneDurand,0.0,0.0,0.0
10698,MichaelCrichton,1.0,37.0,9.0
10699,EikeFrederikSchulz,0.0,0.0,0.0
10700,SydneySibilia,0.0,6.0,5.0
10701,HaimSaban,0.0,40.0,0.0
10702,LeslieKaplan,0.0,0.0,0.0
10703,CecileAubry,0.0,62.0,4.0
10704,BrunoSanches,0.0,23.0,36.0
10705,E.G.Valens,0.0,0.0,0.0
10706,PhilippeTome,0.0,0.0,0.0
10707,LukeHarding,0.0,0.0,0.0
10708,AndreaPaoloMassara,0.0,0.0,0.0
10709,HannaHemila,0.0,4.0,0.0
10710,TaoufikJebali,0.0,0.0,0.0
10711,YujiNaka,0.0,0.0,0.0
10712,MaelPiriou,0.0,0.0,0.0
10713,EdouardLouis,0.0,0.0,0.0
10714,NoelleChatelet,0.0,41.0,8.0
10715,JeanGruault,0.0,58.0,3.0
10716,BrunoGazzotti,0.0,0.0,0.0
10717,BrunoMuschio,0.0,5.0,3.0
10718,JonathanCoe,0.0,0.0,0.0
10719,JoelSimon,0.0,14.0,3.0
10720,MohamedFadera,0.0,0.0,2.0
10721,BretWitter,0.0,0.0,0.0
10722,LiFei,0.0,0.0,0.0
10723,AharonAppelfeld,0.0,0.0,0.0
10724,HermanKoch,0.0,0.0,0.0
10725,ArielleHolmes,0.0,0.0,3.0
10726,YangLi,0.0,12.0,0.0
10727,DonRico,0.0,0.0,0.0
10728,SergioPablos,0.0,0.0,2.0
10729,AmaiaRemirez,0.0,0.0,0.0
10730,AnneMatalon,0.0,0.0,0.0
10731,SabinaAnzuategui,0.0,0.0,0.0
10732,LingjieWang,0.0,0.0,0.0
10733,PhilippeMaynial,0.0,19.0,0.0
10734,EricHannezo,0.0,9.0,2.0
10735,MaximeCaperan,0.0,0.0,0.0
10736,A.N.Balakrishnan,0.0,8.0,2.0
10737,CatherineSchwartz,0.0,0.0,0.0
10738,SamGraham,0.0,26.0,8.0
10739,Jean-NoelPancrazi,0.0,0.0,0.0
10740,ClementVieu,0.0,0.0,2.0
10741,CatherineSiguret,0.0,0.0,0.0
10742,EricSummer,0.0,22.0,20.0
10743,NicolasBenamou,2.0,12.0,6.0
10744,JudithElZein,0.0,29.0,44.0
10745,JoeBallarini,0.0,0.0,0.0
10746,DanielBaschieri,0.0,0.0,0.0
10747,BillyMoore,0.0,0.0,0.0
10748,PollyStenham,0.0,0.0,0.0
10749,RuneAndreasson,0.0,0.0,0.0
10750,JasonOremland,0.0,0.0,0.0
10751,EstebanStudent,0.0,0.0,0.0
10752,EkaterinaMurashova,0.0,0.0,0.0
10753,RanTal,0.0,0.0,3.0
10754,BrianMichaelBendis,0.0,0.0,0.0
10755,ShannonTindle,0.0,0.0,0.0
10756,ComtessedeSegur,0.0,0.0,0.0
10757,SylvainTesson,0.0,5.0,4.0
10758,LeaCohen,0.0,0.0,0.0
10759,GwynLurie,0.0,0.0,0.0
10760,RobertKotyk,0.0,0.0,0.0
10761,ElviraDones,0.0,0.0,0.0
10762,YvesNilly,0.0,0.0,0.0
10763,MarcosCarnevale,1.0,19.0,16.0
10764,SuzanaPedro,0.0,0.0,0.0
10765,BenoitGuichard,0.0,0.0,0.0
10766,KazumiYumoto,0.0,0.0,0.0
10767,RomainGary,0.0,22.0,3.0
10768,GermanoZullo,0.0,0.0,0.0
10769,MazarinePingeot,0.0,14.0,0.0
10770,SethCuddeback,0.0,0.0,0.0
10771,LeeIsrael,0.0,0.0,0.0
10772,JasdeepSingh,0.0,0.0,0.0
10773,MendyCahan,0.0,4.0,3.0
10774,DanielTinayre,0.0,68.0,4.0
10775,BlainWatters,0.0,0.0,0.0
10776,DavidD&#039;Ingeo,,,
10777,PaolaCastillo,0.0,0.0,0.0
10778,AndyWeiss,0.0,27.0,0.0
10779,NicoleArmbruster,0.0,0.0,0.0
10780,MiltonHindus,0.0,0.0,0.0
10781,PierreChristin,0.0,10.0,0.0
10782,Jean-PaulDubois(III),0.0,0.0,0.0
10783,ManojMuntashir,0.0,0.0,0.0
10784,JeffreyZaslow,0.0,0.0,0.0
10785,PascalRuter,0.0,0.0,0.0
10786,JeffFradley,0.0,0.0,0.0
10787,MicahFitzerman-Blue,0.0,8.0,0.0
10788,LoMalinke,0.0,0.0,0.0
10789,CamillePouzol,0.0,15.0,0.0
10790,ColinePontet,0.0,0.0,0.0
10791,GoeffCox,0.0,0.0,0.0
10792,MoaraPassoni,0.0,0.0,0.0
10793,TomoyukiTakahashi(III),0.0,0.0,0.0
10794,BryanStevenson,0.0,0.0,0.0
10795,IanMartin,0.0,6.0,2.0
10796,LinaSarti,0.0,0.0,0.0
10797,GiordanoMeacci,0.0,0.0,0.0
10798,AlekseyZamyslov,0.0,0.0,0.0
10799,SubhadraMahajan,0.0,8.0,0.0
10800,AndreasBoPedersen,0.0,7.0,3.0
10801,SergioMachado,2.0,25.0,19.0
10802,YutakaMaekawa,0.0,0.0,0.0
10803,GiovanniLista,0.0,0.0,0.0
10804,NicoleKrauss,0.0,0.0,0.0
10805,NeerajSingh,0.0,0.0,0.0
10806,FannyBen-Ami,0.0,0.0,0.0
10807,Jean-MarcRoulot,0.0,33.0,21.0
10808,KitHopkins,0.0,0.0,0.0
10809,ChrisGifford,0.0,26.0,0.0
10810,JohnD.O&#039;Connor,,,
10811,JayBasu,0.0,0.0,0.0
10812,MelBrooks,3.0,64.0,27.0
10813,DanCoen,0.0,0.0,0.0
10814,Marie-JulieMaille,0.0,15.0,3.0
10815,JenniferVogel,0.0,0.0,0.0
10816,GuillermoRosales,0.0,0.0,0.0
10817,CaroleGiacobbi,0.0,22.0,4.0
10818,FranzBartelt,0.0,0.0,0.0
10819,DominiqueRocher(II),0.0,0.0,3.0
10820,MalikRumeau,0.0,0.0,0.0
10821,KeidrychWasley,0.0,0.0,0.0
10822,AntonioLoboAntunes,0.0,0.0,0.0
10823,MaxFrisch,0.0,0.0,0.0
