ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
140459,Immortals,HenryCavill,MickeyRourke,LukeEvans,StephenDorff,TarsemSingh,,,CharleyParlapanides,VlasParlapanides,,,"0,04368",Action, Aventure, Fantastique,,,,,U.S.A.,23.0,11.0,2011.0,2.0,1.9,110.0,210005.0,75000000.0
140467,Une affaire de nègres,,,,,OsvaldeLewat,,,OsvaldeLewat,,,,"0,01328",Documentaire,,,,,,,France,23.0,9.0,2009.0,2.0,3.6,90.0,560.0,
140471,Mother and Child,NaomiWatts,AnnetteBening,KerryWashington,ShareekaEpps,RodrigoGarcia,,,RodrigoGarcia,,,,"0,02287",Drame,,,,,,,U.S.A.,17.0,11.0,2010.0,2.0,2.9,125.0,46080.0,7000000.0
140472,Gulliver's Travels,JackBlack,JasonSegel,EmilyBlunt,AmandaPeet,RobLetterman,,,JoeStillman,NicholasStoller,JonathanSwift,,"0,02846",Aventure, Comédie,,,,,,U.S.A.,3.0,2.0,2009.0,1.0,1.7,85.0,303203.0,112000000.0
140487,The Beaver,MelGibson,JodieFoster,AntonYelchin,RileyThomasStewart,JodieFoster,,,KyleKillen,,,,"0,02585",Drame,,,,,,,U.S.A.,25.0,5.0,2011.0,2.0,3.2,91.0,91336.0,21000000.0
140489,Oldboy,JoshBrolin,ElizabethOlsen,SharltoCopley,SamuelL.Jackson,SpikeLee,,,MarkProtosevich,GaronTsuchiya,NobuakiMinegishi,,"0,02973",Thriller,,,,,,,U.S.A.,1.0,1.0,2014.0,2.0,2.4,104.0,20083.0,30000000.0
140493,Soul Power,MohamedAli,JamesBrown,CeliaCruz,B.B.King,JeffreyLevy-Hinte,,,,,,,"0,00741",Documentaire,,,,,,,U.S.A.,10.0,6.0,2009.0,2.0,3.7,93.0,4494.0,207121.0
140496,Tournée,MirandaColclasure,SuzanneRamsey,DirtyMartini,JulieAnnMuz,MathieuAmalric,,,MathieuAmalric,PhilippeDiFolco,MarceloNovaisTeles,,"0,02668",Comédie, Drame,,,,,,France,30.0,6.0,2010.0,2.0,4.4,111.0,172154.0,3482340.0
140497,Aurora,CristiPuiu,ClaraVoda,ValeriaSeciu,LuminitaGheorghiu,CristiPuiu,,,CristiPuiu,,,,"0,02470",Drame,,,,,,,Roumanie,21.0,3.0,2012.0,2.0,3.1,181.0,735.0,2000000.0
140498,Un Poison Violent,ClaraAugarde,Lio,MichelGalabru,StefanoCassetti,KatellQuillevere,,,KatellQuillevere,MarietteDesert,,,"0,02281",Drame,,,,,,,France,4.0,8.0,2010.0,2.0,3.5,92.0,32846.0,2160000.0
140501,Une semaine sur deux (et la moitié des vacances scolaires),MathildeSeigner,BernardCampan,BertilleChabert,GregoriDerangere,IvanCalberac,,,IvanCalberac,,,,"0,02295",Comédie, Romance,,,,,,France,22.0,7.0,2009.0,2.0,2.4,98.0,196897.0,4091096.0
140528,"Patrik, 1.5",GustafSkarsgard,TorkelPetersson,ThomasLjungman,AnnikaHallin,EllaLemhagen,,,EllaLemhagen,MichaelDruker,,,"0,00904",Comédie,,,,,,,Suède,7.0,10.0,2009.0,2.0,2.6,103.0,6032.0,57468.0
140552,The Danish Girl,EddieRedmayne,AliciaVikander,BenWhishaw,AmberHeard,TomHooper,,,LucindaCoxon,DavidEbershoff,,,"0,02973",Biopic, Drame,,,,,,U.S.A.,20.0,1.0,2016.0,2.0,2.7,119.0,118481.0,15000000.0
140586,The Killer Inside Me,CaseyAffleck,JessicaAlba,KateHudson,NedBeatty,MichaelWinterbottom,,,JohnCurran,JimThompson,,,"0,02658",Drame, Thriller,,,,,,U.S.A.,11.0,8.0,2010.0,2.0,3.1,120.0,62584.0,13000000.0
140592,Baaria - La Porta del Vento,FrancescoScianna,MargarethMade,NicoleGrimaudo,AngelaMolina,GiuseppeTornatore,,,GiuseppeTornatore,,,,"0,00874",Comédie dramatique,,,,,,,Italie,16.0,6.0,2010.0,2.0,1.8,150.0,15806.0,28000000.0
140603,The Karate Kid,JadenSmith,JackieChan,TarajiP.Henson,TessLiu,HaraldZwart,,,ChristopherMurphey,RobertMarkKamen,,,"0,02583",Action, Drame, Famille, Arts Martiaux,,,,U.S.A.,18.0,8.0,2010.0,2.0,3.1,140.0,537271.0,40000000.0
140614,Bazar,BernadetteLafont,LouDoillon,PioMarmai,AlexandraStewart,PatriciaPlattner,,,PatriciaPlattner,AudePy,BlandineStintzy,,"0,01481",Comédie dramatique,,,,,,,France,2.0,12.0,2009.0,2.0,1.7,103.0,2110.0,
140620,Nanny McPhee and The Big Bang,EmmaThompson,MaggieGyllenhaal,RhysIfans,RalphFiennes,SusannaWhite,,,EmmaThompson,ChristiannaBrand,,,"0,02587",Comédie, Fantastique,,,,,,France,31.0,3.0,2010.0,2.0,2.5,109.0,191170.0,35000000.0
140623,Despicable Me,,,,,ChrisRenaud,PierreCoffin,,CincoPaul,KenDaurio,CarterGoodrich,,"0,02973",Animation,,,,,,,U.S.A.,6.0,10.0,2010.0,2.0,3.4,95.0,624640.0,69000000.0
140631,World War Z,BradPitt,MireilleEnos,ElyesGabel,JamesBadgeDale,MarcForster,,,MatthewMichaelCarnahan,J.MichaelStraczynski,DrewGoddard,,"0,02429",Action, Fantastique, Science Fiction,,,,,U.S.A.,3.0,7.0,2013.0,2.0,2.9,116.0,1212285.0,190000000.0
140633,Hereafter,MattDamon,CeciledeFrance,ThierryNeuvic,GeorgeMcLaren,ClintEastwood,,,PeterMorgan,,,,"0,03340",Drame, Fantastique, Thriller,,,,,U.S.A.,19.0,1.0,2011.0,2.0,2.7,128.0,776428.0,50000000.0
140647,Shuga,AlnurTurgambayeva,AidosSagatov,AinurSapargali,JassoulanAssaouov,DarezhanOmirbayev,,,,,,,"0,00477",Drame,,,,,,,kazakhstan,15.0,9.0,2010.0,2.0,3.4,88.0,187.0,
140670,N'djamena City,YoussoufDjaoro,FelkissamMahamat,BillyJosephine,AdamaRaham,IssaSergeCoelo,,,IssaSergeCoelo,AndreDionlar,IssaSergeCoelo,,"0,01356",Drame,,,,,,,France,24.0,12.0,2008.0,2.0,3.0,90.0,166.0,
140674,Dance Flick,ShoshanaBush,DamonWayansJr.,EssenceAtkins,AffionCrockett,DamienDanteWayans,,,KeenenIvoryWayans,ShawnWayans,MarlonWayans,,"0,02429",Comédie,,,,,,,U.S.A.,28.0,10.0,2009.0,2.0,1.3,83.0,5084.0,25000000.0
140675,Happy Feet Two,,,,,GeorgeMiller,DavidPeers,GaryEck,GeorgeMiller,GaryEck,WarrenColeman,,"0,03340",Animation, Comédie, Famille,,,,,Australie,7.0,12.0,2011.0,2.0,2.9,99.0,168873.0,135000000.0
140763,A travers la poussière,AdilAbdolrahman,HosseinHasan,AbaRash,AyamAkram,ShawkatAminKorki,,,ShawkatAminKorki,,,,"0,00398",Drame,,,,,,,France,15.0,4.0,2009.0,2.0,3.3,76.0,288.0,
140859,Mensch,NicolasCazale,SaraMartins,AnthonyDelon,SamiFrey,SteveSuissa,,,SteveSuissa,StephaneCabel,,,"0,02552",Policier, Drame,,,,,,France,9.0,12.0,2009.0,2.0,2.6,87.0,41253.0,
140868,Un Nuage dans un verre d'eau,AnamariaMarinca,GamilRatib,TewfikJallab,AntoniHadziJanev,SrinathChristopherSamarasinghe,,,SrinathChristopherSamarasinghe,,,,"0,00815",Fantastique, Thriller,,,,,,France,14.0,8.0,2013.0,2.0,2.9,90.0,1360.0,
140881,Under the Sea,,,,,HowardHall,,,HowardHall,ToniMyers,GraemeFerguson,,"0,00768",Documentaire,,,,,,,U.S.A.,10.0,4.0,2013.0,2.0,3.6,40.0,3058.0,
140884,$9.99,BrianMeagan,,,,TatiaRosenthal,,,TatiaRosenthal,EtgarKeret,EtgarKeret,,"0,02134",Animation,,,,,,,Australie,29.0,4.0,2009.0,2.0,3.7,78.0,32804.0,52384.0
140887,The Children,EvaBirthistle,StephenCampbell-Moore,JeremySheffield,RachelShelley,TomShankland,,,TomShankland,PaulAndrewWilliams,,,"0,01230",Epouvante-horreur, Thriller,,,,,,Grande-Bretagne,21.0,10.0,2009.0,2.0,3.2,85.0,10438.0,1300051.0
140894,X-Men: First Class,JamesMcAvoy,MichaelFassbender,JenniferLawrence,KevinBacon,MatthewVaughn,,,AshleyEdwardMiller,ZackStentz,JaneGoldman,,"0,02846",Action, Science Fiction,,,,,,U.S.A.,1.0,6.0,2011.0,2.0,3.6,131.0,937704.0,160000000.0
140981,Singularidades De Uma Rapariga Loira,RicardoTrepa,CatarinaWallenstein,DiogoDoria,CarlosSantos,ManoeldeOliveira,,,ManoeldeOliveira,JoseMariadeEcadeQueiros,,,"0,02284",Comédie, Drame,,,,,,Portugal,2.0,9.0,2009.0,2.0,3.7,63.0,5781.0,
140986,Yona Yona Penguin,,,,,Rintaro,,,TomokoKonparu,DominiqueLavigne,Rintaro,,"0,01731",Animation,,,,,,,Japon,3.0,2.0,2010.0,2.0,2.7,85.0,4309.0,
140987,Pandakopanda amefuri saakasu no maki,,,,,IsaoTakahata,,,HayaoMiyazaki,HayaoMiyazaki,,,"0,01731",Animation,,,,,,,Japon,14.0,10.0,2009.0,2.0,3.6,81.0,15866.0,
140988,Alvin and the Chipmunks: The Squeakuel,JasonLee,DavidCross,ZacharyLevi,BridgitMendler,BettyThomas,,,JonVitti,JonathanAibel,GlennBerger,,"0,02846",Animation, Comédie, Famille,,,,,U.S.A.,23.0,12.0,2009.0,2.0,2.5,90.0,536385.0,75000000.0
140989,Irène,,,,,AlainCavalier,,,AlainCavalier,,,,"0,02610",Documentaire,,,,,,,France,28.0,10.0,2009.0,2.0,4.4,85.0,13010.0,
140991,The Twilight Saga: New Moon,KristenStewart,RobertPattinson,TaylorLautner,AshleyGreeneKhoury,ChrisWeitz,,,MelissaRosenberg,StephenieMeyer,,,"0,02585",Aventure, Fantastique, Romance,,,,,U.S.A.,18.0,11.0,2009.0,2.0,2.6,130.0,2318559.0,50000000.0
140992,Jonas Brothers - The 3D Concert,JoeJonas,NickJonas,KevinJonas,ChristineQuynhNguyen,BruceHendricks,,,,,,,"0,02489",Musical,,,,,,,U.S.A.,17.0,6.0,2009.0,2.0,1.0,76.0,1168.0,
141047,Le Dernier continent,,,,,VincentLapize,,,,,,,"0,00301",Documentaire,,,,,,,France,11.0,11.0,2015.0,2.0,2.7,77.0,2169.0,
141085,Kabuli Kid,HadjiGul,ValerySchatz,AmelieGlenn,ChafiSahel,BarmakAkram,,,BarmakAkram,AgnesDeSacy,IsabelleBroue,,"0,00904",Drame,,,,,,,France,29.0,4.0,2009.0,2.0,3.6,97.0,3718.0,55685.0
141092,Kong bu fen zi,CoraMiao,LeeLih-Chyun,Shih-ChiehKing,Shyh-JyeJin,EdwardYang,,,EdwardYang,HsiaoYeh,,,"0,01009",Policier, Drame,,,,,,Taïwan,14.0,12.0,2011.0,2.0,4.1,109.0,1549.0,4989.0
141110,Captain Marvel,BrieLarson,SamuelL.Jackson,JudeLaw,ClarkGregg,AnnaBoden,RyanFleck,,AnnaBoden,RyanFleck,GenevaRobertson-Dworet,,"0,02489",Action, Fantastique, Science Fiction,,,,,U.S.A.,6.0,3.0,2019.0,2.0,3.2,124.0,1254628.0,
141132,Baciami ancora,StefanoAccorsi,VittoriaPuccini,ClaudioSantamaria,GiorgioPasotti,GabrieleMuccino,,,GabrieleMuccino,GabrieleMuccino,,,"0,02658",Comédie dramatique, Drame, Romance,,,,,Italie,29.0,12.0,2010.0,2.0,2.6,140.0,21501.0,13099140.0
141184,Burnt,BradleyCooper,SiennaMiller,DanielBruhl,EmmaThompson,JohnWells,,,StevenKnight,MichaelKalesniko,,,"0,02585",Comédie, Drame,,,,,,U.S.A.,4.0,11.0,2015.0,2.0,2.3,102.0,217940.0,20000000.0
141216,Bandslam,AlyMichalka,VanessaHudgens,GaelanConnell,ScottPorter,ToddGraff,,,ToddGraff,JoshCagan,,,"0,02585",Musical,,,,,,,U.S.A.,12.0,8.0,2009.0,2.0,3.4,111.0,58677.0,20000000.0
141231,Divorces,Francois-XavierDemaison,PascaleArbillot,MathiasMlekuz,BrigitteCatillon,ValerieGuignabodet,,,ValerieGuignabodet,FranckPhilippon,ValerieGuignabodet,,"0,02587",Comédie, Romance,,,,,,France,14.0,10.0,2009.0,2.0,2.2,100.0,100651.0,1306740.0
141261,Rosso come il cielo,LucaCapriotti,FrancescoCampobasso,MarcoCocci,SimoneColombari,CristianoBortone,,,CristianoBortone,PaoloSassanelli,MonicaZapelli,,"0,01464",Drame,,,,,,,Italie,6.0,10.0,2010.0,2.0,2.7,96.0,3527.0,731464.0
141291,Triomf,PamAndrews,ObedBaloi,VanessaCooke,PaulLuckhoff,MichaelRaeburn,,,MalcolmKohll,MichaelRaeburn,MarlenevanNiekerk,,"0,01356",Drame,,,,,,,Afrique du Sud,26.0,5.0,2010.0,2.0,2.3,118.0,140.0,3500000.0
141329,The Runaways,KristenStewart,DakotaFanning,MichaelShannon,ScoutTaylor-Compton,FloriaSigismondi,,,FloriaSigismondi,CherieCurrie,,,"0,04368",Biopic,,,,,,,U.S.A.,15.0,9.0,2010.0,2.0,3.6,106.0,46727.0,10000000.0
141339,The Resident,HilarySwank,JeffreyDeanMorgan,LeePace,ChristopherLee,AnttiJokinen,,,AnttiJokinen,RobertOrr,,,"0,04368",Drame, Epouvante-horreur, Thriller,,,,,U.S.A.,27.0,7.0,2011.0,2.0,1.4,91.0,35962.0,20000000.0
141344,"Arropiero, el Vagabundo de la Muerte",ManuelAlcala,JosepBoixados,ConradoGallardo,JuanAntonioRoqueta,CarlesBalague,,,CarlesBalague,,,,"0,00000",Documentaire,,,,,,,Espagne,24.0,3.0,2010.0,2.0,2.3,80.0,606.0,56355.0
141365,Chicas,AndreDussollier,EmmanuelleSeigner,CarmenMaura,ValerieDreville,YasminaReza,,,YasminaReza,YasminaReza,YasminaReza,,"0,02266",Comédie dramatique,,,,,,,France,10.0,3.0,2010.0,2.0,3.0,84.0,21236.0,6480000.0
141376,Der Knochenmann,JosefBierbichler,JosefHader,SimonSchwarz,BirgitMinichmayr,WolfgangMurnberger,,,WolfHaas,JosefHader,WolfgangMurnberger,,"0,01548",Comédie, Policier, Thriller,,,,,Autriche,2.0,9.0,2009.0,2.0,3.0,117.0,11232.0,4320000.0
141389,Were the World Mine,TannerCohen,WendyRobie,NathanielDavidBecker,BradBukauskas,TomGustafson,,,TomGustafson,CoryJamesKrueckeberg,WilliamShakespeare,,"0,00609",Documentaire, Fantastique,,,,,,U.S.A.,21.0,11.0,2009.0,5.0,1.8,95.0,981.0,123789.0
141467,Les 16 de Basse-Pointe,CamilleMauduech,,,,CamilleMauduech,,,CamilleMauduech,,,,"0,01464",Documentaire,,,,,,,France,22.0,4.0,2009.0,2.0,3.2,108.0,1697.0,7381.0
141502,The Bounty Hunter,JenniferAniston,GerardButler,ChristineBaranski,JasonSudeikis,AndyTennant,,,SarahThorp,,,,"0,02583",Action, Comédie, Romance,,,,,U.S.A.,14.0,4.0,2010.0,2.0,2.1,101.0,149251.0,40000000.0
141505,47 Ronin,KeanuReeves,HiroyukiSanada,KoShibasaki,TadanobuAsano,CarlRinsch,,,ChrisMorgan,HosseinAmini,ChrisMorgan,,"0,02973",Action, Fantastique, Arts Martiaux,,,,,U.S.A.,2.0,4.0,2014.0,2.0,2.6,119.0,154314.0,175000000.0
141509,Hot Tub Time Machine,JohnCusack,ClarkDuke,CraigRobinson,RobCorddry,StevePink,,,JohnMorris(IV),JoshHeald,SeanAnders,,"0,02846",Comédie, Science Fiction,,,,,,U.S.A.,6.0,10.0,2010.0,2.0,2.2,99.0,1866.0,36000000.0
141529,Let Me In,KodiSmit-McPhee,ChloeGraceMoretz,RichardJenkins,EliasKoteas,MattReeves,,,MattReeves,JohnAjvideLindqvist,,,"0,04368",Drame, Epouvante-horreur,,,,,,U.S.A.,6.0,10.0,2010.0,2.0,3.2,112.0,64832.0,40000000.0
141538,Rock of Ages,TomCruise,JulianneHough,DiegoBoneta,AlecBaldwin,AdamShankman,,,JustinTheroux,ChrisD&#039;Arienzo,AllanLoeb,,"0,03340",Comédie dramatique, Comédie musicale,,,,,,U.S.A.,11.0,7.0,2012.0,2.0,2.5,122.0,55252.0,70000000.0
141564,Prometheus,NoomiRapace,MichaelFassbender,CharlizeTheron,IdrisElba,RidleyScott,,,DamonLindelof,JonSpaihts,RidleyScott,,"0,02846",Science Fiction, Thriller,,,,,,U.S.A.,19.0,5.0,2012.0,5.0,3.4,123.0,812356.0,130000000.0
141575,"Pelleas et Melisande, Le Chant des Aveugles",OlivierPy,MarcMinkowski,Jean-SebastienBou,SophieMarin-Degor,PhilippeBeziat,,,,,,,"0,00524",Documentaire, Musical,,,,,,France,4.0,3.0,2009.0,2.0,3.6,108.0,2295.0,32979.0
141576,Welcome to the Rileys,KristenStewart,JamesGandolfini,JackMoore(II),MelissaLeo,JakeScott,,,KenHixon,,,,"0,02579",Drame,,,,,,,U.S.A.,10.0,11.0,2010.0,2.0,2.9,110.0,21404.0,158898.0
141578,Gerboise Bleue,,,,,DjamelOuahab,,,DjamelOuahab,,,,"0,02470",Documentaire,,,,,,,France,11.0,2.0,2009.0,2.0,3.9,90.0,1277.0,17015.0
141590,Le Refuge,IsabelleCarre,Louis-RonanChoisy,PierreLouis-Calixte,MelvilPoupaud,FrancoisOzon,,,FrancoisOzon,MathieuHippeau,,,"0,02668",Comédie dramatique,,,,,,,France,27.0,1.0,2010.0,2.0,3.1,90.0,49726.0,34525.0
141609,Terminator Genisys,ArnoldSchwarzenegger,EmiliaClarke,JaiCourtney,JasonClarke,AlanTaylor,,,LaetaKalogridis,PatrickLussier,JamesCameron,,"0,02429",Action, Science Fiction,,,,,,U.S.A.,1.0,7.0,2015.0,2.0,2.4,126.0,666495.0,170000000.0
141612,Trésor,MathildeSeigner,AlainChabat,FannyArdant,IsabelleNanty,ClaudeBerri,FrancoisDupeyron,,ClaudeBerri,ClaudeBerri,EricAssous,,"0,03024",Comédie,,,,,,,France,11.0,11.0,2009.0,2.0,2.2,85.0,347912.0,6720530.0
141631,Alle anderen,BirgitMinichmayr,LarsEidinger,Hans-JochenWagner,NicoleMarischka,MarenAde,,,MarenAde,,,,"0,00798",Drame, Romance,,,,,,Allemagne,8.0,12.0,2010.0,2.0,3.4,119.0,641.0,102042.0
141641,Lucifer et Moi,Jean-FrancoisBalmer,ClaudeChabrol,OrsonWelles,PierreEtaix,Grand-Jouan,,,Grand-Jouan,GerardZingg,BertrandTavernier,,"0,00641",Comédie dramatique, Fantastique,,,,,,France,4.0,2.0,2009.0,2.0,4.0,98.0,111.0,
141650,Le Pays à l'envers,JeanDampierre,ManuelGomez,LenaBlou,MichelRogers,SylvaineDampierre,,,,,,,"0,01356",Documentaire,,,,,,,France,29.0,4.0,2009.0,2.0,3.5,90.0,521.0,2662.0
141694,How Do You Know,ReeseWitherspoon,OwenWilson,PaulRudd,JackNicholson,JamesL.Brooks,,,JamesL.Brooks,,,,"0,02583",Comédie, Romance,,,,,,U.S.A.,26.0,1.0,2011.0,2.0,2.9,116.0,75105.0,120000000.0
141699,The Back-Up Plan,JenniferLopez,AlexO&#039;Loughlin,MichaelaWatkins,NoureenDeWulf,AlanPoul,,,KateAngelo,,,,"0,02583",Comédie, Romance,,,,,,U.S.A.,19.0,5.0,2010.0,2.0,2.2,107.0,196238.0,35000000.0
141733,Coursier,MichaelYoun,GeraldineNakache,JimmyJean-Louis,CatalinaDenis,HerveRenoh,,,HerveRenoh,RomainLevy,,,"0,02372",Comédie,,,,,,,France,24.0,2.0,2010.0,2.0,2.6,95.0,146264.0,2314305.0
141753,La Meute,YolandeMoreau,EmilieDequenne,BenjaminBiolay,PhilippeNahon,FranckRichard,,,FranckRichard,,,,"0,00730",Fantastique, Epouvante-horreur, Thriller,,,,,France,29.0,9.0,2010.0,2.0,2.1,85.0,21898.0,3099600.0
141782,Kolme viisasta miestä,KariHeiskanen,PerttiSveholm,TimoTorikka,IrinaBjorklund,MikaKaurismaki,,,MikaKaurismaki,PetriKarra,PetriKarra,,"0,02284",Drame,,,,,,,Finlande,23.0,12.0,2009.0,2.0,2.6,86.0,2324.0,270000.0
141806,The Congress,RobinWright,HarveyKeitel,DannyHuston,JonHamm,AriFolman,,,AriFolman,StanislawLem,,,"0,02552",Animation, Drame, Science Fiction,,,,,Israël,3.0,7.0,2013.0,2.0,3.4,123.0,18080.0,
141808,The Great Gatsby,LeonardoDiCaprio,TobeyMaguire,CareyMulligan,IslaFisher,BazLuhrmann,,,CraigPearce,BazLuhrmann,F.ScottFitzgerald,,"0,03340",Drame, Romance,,,,,,Australie,15.0,5.0,2013.0,2.0,2.8,142.0,760438.0,105000000.0
141826,"La Danse, le ballet de l'Opéra de Paris",BrigitteLefevre,EmilieCozette,AurelieDupont,DorotheeGilbert,FrederickWiseman,,,,,,,"0,02281",Documentaire, Musical,,,,,,France,7.0,10.0,2009.0,2.0,3.8,158.0,16738.0,
141827,Pandora'nın Kutusu,TsillaChelton,DeryaAlabora,OvulAvkiran,OsmanSonant,YesimUstaoglu,,,YesimUstaoglu,SemaKaygusuz,,,"0,02093",Drame,,,,,,,France,29.0,4.0,2009.0,2.0,3.5,112.0,3263.0,
141844,Carriers,ChrisPine,PiperPerabo,LouTaylorPucci,EmilyVanCamp,AlexPastor,DavidPastor,,AlexPastor,DavidPastor,,,"0,04368",Drame, Epouvante-horreur,,,,,,U.S.A.,26.0,5.0,2010.0,2.0,2.8,84.0,56944.0,104352.0
141845,Désordres,IsaachdeBankole,SoniaRolland,NielsSchneider,LucienGuignard,EtienneFaure,,,EtienneFaure,,,,"0,01887",Thriller,,,,,,,France,17.0,4.0,2013.0,2.0,1.8,100.0,70.0,
141890,Les Tuche,Jean-PaulRouve,IsabelleNanty,ClaireNadeau,TheoFernandez,OlivierBaroux,,,PhilippeMechlen,ChantalLauby,ChantalLauby,,"0,03024",Comédie,,,,,,,France,1.0,7.0,2011.0,4.0,2.3,95.0,354177.0,13867701.0
141912,Bitch Slap,JuliaVoth,ErinCummings,AmericaOlivo,MichaelHurst,RickJacobson,,,RickJacobson,EricGruendemann,,,"0,00503",Action, Comédie,,,,,,U.S.A.,20.0,6.0,2012.0,2.0,1.4,109.0,149.0,
141913,Black Dynamite,MichaelJaiWhite,SalliRichardson-Whitfield,TommyDavidson,ArsenioHall,ScottSanders,,,ByronMinns,MichaelJaiWhite,ScottSanders,,"0,01475",Action, Comédie,,,,,,U.S.A.,13.0,1.0,2010.0,2.0,2.9,90.0,6504.0,2900000.0
141945,Qu'un seul tienne et les autres suivront,RedaKateb,MarcBarbe,FaridaRahouadj,VincentRottiers,LeaFehner,,,LeaFehner,CatherinePaille,LeaFehner,,"0,02334",Drame,,,,,,,France,9.0,12.0,2009.0,2.0,3.9,119.0,12438.0,21147.0
142069,"Amour, sexe et mobylette",,,,,MariaSilviaBazzoli,ChristianLelong,,MariaSilviaBazzoli,ChristianLelong,,,"0,00379",Documentaire,,,,,,,France,8.0,4.0,2009.0,2.0,2.8,95.0,1168.0,9976.0
142070,Les Brebis font de la résistance,JoseBove,,,,CatherinePozzoDiBorgo,,,CatherinePozzoDiBorgo,,,,"0,01328",Documentaire,,,,,,,France,1.0,4.0,2009.0,2.0,2.8,90.0,317.0,1986.0
142075,Témoin indésirable,HollmanMorris,,,,JuanJoseLozano,,,,,,,"0,02334",Documentaire,,,,,,,France,15.0,4.0,2009.0,2.0,3.2,85.0,1537.0,4578.0
142076,Katanga Business,,,,,ThierryMichel,,,GastonMushid,,,,"0,00780",Documentaire,,,,,,,France,15.0,4.0,2009.0,2.0,3.1,83.0,1402.0,105707.0
142077,Ne me libérez pas je m'en charge,MichelVaujour,,,,FabienneGodet,,,FabienneGodet,FranckVassal,,,"0,02287",Documentaire,,,,,,,France,8.0,4.0,2009.0,2.0,3.9,107.0,10556.0,107907.0
142078,Rondo,Jean-PierreMarielle,JulienFrison,AuroreClement,AgatheNatanson,OlivierVanMalderghem,,,OlivierVanMalderghem,,,,"0,02334",Drame,,,,,,,Belgique,28.0,3.0,2012.0,2.0,2.9,93.0,873.0,2700000.0
142079,Hikô Shôjo,MasakoIzumi,MitsuoHamada,JunHamamura,TanieKitabayashi,KirioUrayama,,,YoshioIshido,KirioUrayama,,,"0,01423",Drame,,,,,,,Japon,22.0,7.0,2009.0,2.0,3.6,116.0,1682.0,
142082,La Loi de Murphy,PioMarmai,KarimBelkhadra,OmarSy,FannyValette,ChristopheCampos,,,ChristopheCampos,MabroukelMechri,,,"0,02338",Comédie, Policier,,,,,,France,4.0,11.0,2009.0,2.0,1.8,94.0,44118.0,327306.0
142084,Hitganvut Yehidim,GuyAdler,OzZehavi,MichaelAloni,DaliaBeger,DoverKosashvili,,,DoverKosashvili,ReuvenHecker,YehoshuaKenaz,,"0,02281",Drame,,,,,,,Israël,25.0,5.0,2011.0,2.0,2.8,116.0,5157.0,122671.0
142086,Tanathur,LanaHajYehya,AliBadarni,KaisNashif,ZuhaidaSabbagh,TawfikAbuWael,,,TawfikAbuWael,,,,"0,02281",Drame,,,,,,,Israël,23.0,5.0,2012.0,2.0,1.9,80.0,2072.0,
142087,The Slut,HagarBenAsher,IshaiGolan,ItchoAvital,YoavLevi,HagarBenAsher,,,HagarBenAsher,,,,"0,00844",Drame,,,,,,,Israël,11.0,7.0,2012.0,2.0,2.6,87.0,1834.0,204820.0
142108,Harragas,LamiaBoussekine,NabilAsli,SamirElHakim,SeddikBenyagoub,MerzakAllouache,,,MerzakAllouache,,,,"0,02466",Drame,,,,,,,France,24.0,2.0,2010.0,2.0,2.9,95.0,6543.0,2500000.0
142113,Yuki & Nina,NoeSampy,ArielleMoutel,TsuyuShimizu,HippolyteGirardot,HippolyteGirardot,NobuhiroSuwa,,HippolyteGirardot,NobuhiroSuwa,,,"0,02467",Drame,,,,,,,France,9.0,12.0,2009.0,2.0,3.6,92.0,8106.0,34128.0
142114,Bus Palladium,Marc-AndreGrondin,ArthurDupont,JulesPelissier,AbrahamBelaga,ChristopherThompson,,,ChristopherThompson,ThierryKlifa,,,"0,02587",Comédie dramatique,,,,,,,France,17.0,3.0,2010.0,2.0,3.0,100.0,53579.0,8575200.0
142128,Dieta mediterránea,OliviaMolina,PacoLeon,AlfonsoBassave,CarmenBalague,JoaquinOristrell,,,JoaquinOristrell,YolandaGarciaSerrano,,,"0,01461",Comédie,,,,,,,Espagne,23.0,2.0,2011.0,2.0,2.3,102.0,3612.0,
142233,Jack the Giant Slayer,NicholasHoult,EleanorTomlinson,EwanMcGregor,StanleyTucci,BryanSinger,,,DarrenLemke,ChristopherMcQuarrie,DanStudney,,"0,03340",Aventure, Fantastique,,,,,,U.S.A.,27.0,3.0,2013.0,2.0,2.5,110.0,300004.0,195000000.0
142306,Pièce montée,ClemencePoesy,JeremieRenier,Jean-PierreMarielle,DanielleDarrieux,DenysGranier-Deferre,,,DenysGranier-Deferre,JeromeSoubeyrand,BlandineLeCallet,,"0,01427",Comédie, Romance,,,,,,France,10.0,3.0,2010.0,2.0,2.8,93.0,201213.0,7560000.0
142311,La Journée de la jupe,IsabelleAdjani,DenisPodalydes,YannCollette,JackieBerroyer,Jean-PaulLilienfeld,,,Jean-PaulLilienfeld,Jean-PaulLilienfeld,,,"0,02334",Drame,,,,,,,France,25.0,3.0,2009.0,2.0,3.4,88.0,38047.0,1728000.0
